Account Number,Balance Date,Transaction Value,Balance
36419197,02/02/2023,129.45,757.23
36419197,07/02/2023,169.36,926.5899999999999
36419197,08/02/2023,1693.2,2619.79
36419197,14/02/2023,90.74,2710.5299999999997
36425954,31/01/2023,,93.85
36425954,03/02/2023,-146.59,-52.74000000000001
36425954,04/02/2023,150.84,98.1
36425954,04/02/2023,131.69,229.79
36425954,10/02/2023,-141.46,88.32999999999998
36425954,11/02/2023,-40.22,48.109999999999985
36425954,14/02/2023,104.18,152.29
36519974,31/01/2023,,922.41
36519974,05/02/2023,-129.47,792.9399999999999
36519974,07/02/2023,-38.88,754.06
36519974,09/02/2023,-1522.7,-768.6400000000001
36519974,12/02/2023,-138.36,-907.0000000000001
36549889,31/01/2023,,760.2
36549889,09/02/2023,-97.39,662.8100000000001
36549889,10/02/2023,-12.48,650.33
36549889,10/02/2023,-131.62,518.71
36549889,14/02/2023,143.83,662.5400000000001
36551112,31/01/2023,,976.02
36551112,01/02/2023,-12.83,963.1899999999999
36551112,05/02/2023,183.91,1147.1
36551112,05/02/2023,-40.03,1107.07
36551112,06/02/2023,97.64,1204.71
36551112,06/02/2023,-32.34,1172.37
36551112,14/02/2023,-1514.1,-341.73
36551112,14/02/2023,-2197.2,-2538.93
36596942,31/01/2023,,550.9
36596942,03/02/2023,130.92,681.8199999999999
36596942,06/02/2023,110.09,791.91
36596942,08/02/2023,-74.13,717.78
36596942,08/02/2023,-190.88,526.9
36596942,09/02/2023,155.29,682.1899999999999
36596942,13/02/2023,50.68,732.87
36596942,13/02/2023,48.38,781.25
36596942,13/02/2023,-18.85,762.4
36611100,31/01/2023,,485.06
36611100,02/02/2023,144.06,629.12
36611100,03/02/2023,-565.2,63.91999999999996
36611100,05/02/2023,-91.56,-27.640000000000043
36611100,08/02/2023,71.61,43.969999999999956
36611100,10/02/2023,-174.77,-130.80000000000007
36636385,31/01/2023,,985.55
36636385,01/02/2023,-134.06,851.49
36636385,04/02/2023,74.02,925.51
36636385,07/02/2023,1392.7,2318.21
36636385,10/02/2023,-76.06,2242.15
36636385,10/02/2023,-134.54,2107.61
36668239,31/01/2023,,566.32
36668239,02/02/2023,1640.2,2206.52
36668239,03/02/2023,-71.27,2135.25
36668239,11/02/2023,-123.81,2011.4400000000003
36668239,13/02/2023,-11.11,2000.3300000000002
36692647,31/01/2023,,710.29
36692647,02/02/2023,166.35,876.64
36692647,09/02/2023,129.76,1006.4
36696277,31/01/2023,,395.42
36696277,01/02/2023,153.43,548.85
36696277,08/02/2023,74.38,623.23
36696277,08/02/2023,-108.96,514.27
36696277,08/02/2023,-121.98,392.29
36696277,09/02/2023,50.78,443.07000000000005
36696277,10/02/2023,550.8,993.87
36696277,11/02/2023,38.74,1032.61
36696277,12/02/2023,1491.7,2524.31
36725272,31/01/2023,,52.82
36725272,02/02/2023,52.78,105.6
36725272,05/02/2023,129.27,234.87
36725272,06/02/2023,161.37,396.24
36725272,07/02/2023,-109.2,287.04
36725272,14/02/2023,-126.36,160.68
36837451,31/01/2023,,429.52
36837451,01/02/2023,146.02,575.54
36837451,02/02/2023,212.6,788.14
36837451,02/02/2023,96.32,884.46
36837451,02/02/2023,31.96,916.42
36837451,07/02/2023,-77.46,838.96
36837451,12/02/2023,77.33,916.29
36837451,12/02/2023,-119.09,797.1999999999999
36841261,31/01/2023,,172.37
36841261,01/02/2023,-127.65,44.72
36841261,04/02/2023,110.3,155.01999999999998
36841261,06/02/2023,-159.47,-4.449999999999989
36841261,10/02/2023,139.99,135.54000000000002
36841261,12/02/2023,128.62,264.16
36841261,14/02/2023,-148.63,115.53000000000003
36849841,31/01/2023,,593.56
36849841,02/02/2023,-62.52,531.04
36849841,03/02/2023,-174.62,356.41999999999996
36849841,04/02/2023,-83.73,272.68999999999994
36849841,05/02/2023,114.02,386.7099999999999
36849841,10/02/2023,-99.46,287.24999999999994
36871984,31/01/2023,,949.89
36871984,05/02/2023,-103.29,846.6
36871984,07/02/2023,56.49,903.09
36871984,08/02/2023,-154.63,748.46
36871984,12/02/2023,1663.0,2411.46
36871984,13/02/2023,-58.3,2353.16
36949196,31/01/2023,,614.22
36949196,02/02/2023,118.32,732.54
36949196,03/02/2023,124.88,857.4200000000001
36949196,04/02/2023,-86.74,770.6800000000001
36949196,04/02/2023,-125.41,645.27
36949196,07/02/2023,-85.77,559.5
36982820,31/01/2023,,833.46
36982820,01/02/2023,599.8,1433.26
36982820,05/02/2023,-74.55,1358.71
36982820,08/02/2023,2.72,1361.43
36982820,12/02/2023,117.45,1478.88
36982820,12/02/2023,-125.62,1353.26
36982820,14/02/2023,80.46,1433.72
37004975,31/01/2023,,635.77
37004975,04/02/2023,-55.54,580.23
37004975,05/02/2023,122.25,702.48
37004975,06/02/2023,91.58,794.06
37004975,06/02/2023,59.58,853.64
37004975,07/02/2023,-1679.8,-826.16
37004975,08/02/2023,-1290.2,-2116.36
37004975,09/02/2023,37.65,-2078.71
37004975,09/02/2023,-112.31,-2191.02
37004975,13/02/2023,110.17,-2080.85
37017424,31/01/2023,,71.34
37017424,01/02/2023,-85.83,-14.489999999999995
37017424,01/02/2023,-98.52,-113.00999999999999
37017424,02/02/2023,111.16,-1.8499999999999943
37017424,10/02/2023,-11.07,-12.919999999999995
37017424,10/02/2023,-1531.0,-1543.92
37017424,12/02/2023,71.74,-1472.18
37017424,13/02/2023,71.51,-1400.67
37062632,31/01/2023,,366.72
37062632,01/02/2023,119.45,486.17
37062632,04/02/2023,89.51,575.6800000000001
37062632,06/02/2023,-171.3,404.38
37062632,09/02/2023,50.41,454.79
37062632,10/02/2023,104.53,559.32
37062632,10/02/2023,-72.61,486.71000000000004
37062632,13/02/2023,87.03,573.74
37146521,31/01/2023,,471.64
37146521,01/02/2023,-18.27,453.37
37146521,04/02/2023,-94.29,359.08
37146521,08/02/2023,-93.73,265.34999999999997
37146521,08/02/2023,-195.35,70.0
37146521,08/02/2023,-1565.7,-1495.7
37146521,10/02/2023,-46.07,-1541.77
37146521,13/02/2023,37.47,-1504.3
37164421,31/01/2023,,302.68
37164421,03/02/2023,145.42,448.1
37164421,06/02/2023,133.47,581.5699999999999
37164421,10/02/2023,-197.72,383.85
37164421,11/02/2023,182.11,565.96
37247834,31/01/2023,,319.19
37247834,01/02/2023,-148.96,170.23
37247834,01/02/2023,-937.1,-766.87
37247834,07/02/2023,169.21,-597.66
37247834,08/02/2023,163.97,-433.69
37247834,08/02/2023,-56.13,-489.82
37247834,09/02/2023,-80.13,-569.95
37247834,09/02/2023,-138.48,-708.43
37247834,11/02/2023,-117.67,-826.1
37247834,12/02/2023,-185.51,-1011.6099999999999
37247834,14/02/2023,42.13,-969.4799999999999
37256412,31/01/2023,,24.43
37256412,03/02/2023,-1529.4,-1504.97
37256412,05/02/2023,135.39,-1369.58
37256412,08/02/2023,80.13,-1289.45
37256412,11/02/2023,123.24,-1166.21
37267391,31/01/2023,,819.11
37267391,01/02/2023,-105.76,713.35
37267391,02/02/2023,-666.0,47.35000000000002
37267391,04/02/2023,102.71,150.06
37267391,06/02/2023,629.3,779.3599999999999
37267391,06/02/2023,-100.8,678.56
37267391,09/02/2023,134.87,813.4299999999998
37267391,10/02/2023,-62.82,750.6099999999999
37267391,11/02/2023,47.38,797.9899999999999
37273974,31/01/2023,,533.14
37273974,02/02/2023,699.9,1233.04
37273974,02/02/2023,80.13,1313.17
37273974,03/02/2023,180.87,1494.04
37273974,05/02/2023,62.54,1556.58
37273974,13/02/2023,-125.25,1431.33
37274865,31/01/2023,,95.23
37297429,31/01/2023,,693.82
37297429,01/02/2023,-79.4,614.4200000000001
37297429,02/02/2023,983.3,1597.72
37297429,02/02/2023,108.09,1705.81
37297429,03/02/2023,-128.25,1577.56
37297429,05/02/2023,45.9,1623.46
37297429,06/02/2023,72.88,1696.3400000000001
37297429,08/02/2023,-193.89,1502.45
37297429,14/02/2023,-25.45,1477.0
37297429,14/02/2023,-153.15,1323.8500000000001
37319261,31/01/2023,,574.42
37319261,04/02/2023,-99.39,475.03
37319261,06/02/2023,-1409.6,-934.5699999999999
37319261,09/02/2023,-89.75,-1024.32
37319261,10/02/2023,55.29,-969.03
37369245,31/01/2023,,446.65
37369245,01/02/2023,-74.4,372.25
37369245,03/02/2023,-43.72,328.53
37369245,04/02/2023,82.56,411.09
37369245,04/02/2023,-118.19,292.9
37369245,05/02/2023,-40.41,252.48999999999998
37369245,10/02/2023,-1324.9,-1072.41
37369245,14/02/2023,-124.26,-1196.67
37407392,31/01/2023,,822.17
37407392,04/02/2023,79.47,901.64
37407392,05/02/2023,-6.87,894.77
37407392,10/02/2023,-110.62,784.15
37407392,13/02/2023,-87.2,696.9499999999999
37407392,14/02/2023,49.4,746.3499999999999
37443706,31/01/2023,,621.08
37443706,03/02/2023,88.33,709.4100000000001
37443706,07/02/2023,-89.31,620.1
37443706,08/02/2023,158.67,778.77
37443706,08/02/2023,48.19,826.96
37443706,12/02/2023,95.8,922.76
37443706,13/02/2023,1088.0,2010.76
37443706,13/02/2023,-97.05,1913.71
37443706,14/02/2023,47.25,1960.96
37503622,31/01/2023,,630.18
37503622,03/02/2023,146.88,777.06
37503622,03/02/2023,-121.3,655.76
37503622,04/02/2023,-1246.9,-591.1400000000001
37503622,04/02/2023,-1395.3,-1986.44
37503622,09/02/2023,1300.7,-685.74
37503622,09/02/2023,103.16,-582.58
37503622,09/02/2023,-102.69,-685.27
37510139,31/01/2023,,546.33
37510139,03/02/2023,-825.8,-279.4699999999999
37510139,05/02/2023,116.94,-162.52999999999992
37510139,11/02/2023,42.19,-120.33999999999992
37510139,14/02/2023,163.39,43.05000000000007
37528735,31/01/2023,,368.39
37528735,02/02/2023,-92.47,275.91999999999996
37528735,07/02/2023,153.3,429.22
37528735,08/02/2023,-42.59,386.63
37528735,11/02/2023,11.3,397.93
37528735,14/02/2023,89.42,487.35
37561049,31/01/2023,,903.95
37561049,01/02/2023,-80.58,823.37
37561049,02/02/2023,-140.34,683.03
37561049,03/02/2023,-78.66,604.37
37561049,04/02/2023,96.78,701.1500000000001
37561049,04/02/2023,2.86,704.01
37561049,05/02/2023,1922.5,2626.51
37561049,13/02/2023,163.33,2789.84
37561049,13/02/2023,-156.37,2633.47
37561049,14/02/2023,113.07,2746.54
37599317,31/01/2023,,177.32
37599317,02/02/2023,116.43,293.75
37599317,03/02/2023,-167.61,126.13999999999999
37599317,09/02/2023,56.53,182.67
37599317,11/02/2023,73.62,256.28999999999996
37599317,11/02/2023,-103.41,152.88
37599317,12/02/2023,-132.48,20.400000000000006
37642787,31/01/2023,,396.03
37642787,03/02/2023,78.28,474.30999999999995
37642787,03/02/2023,1.03,475.34
37642787,03/02/2023,-187.7,287.64
37642787,04/02/2023,-127.76,159.88
37642787,06/02/2023,-48.31,111.56999999999998
37642787,10/02/2023,1289.6,1401.1699999999998
37642787,10/02/2023,25.31,1426.4799999999998
37642787,14/02/2023,159.09,1585.57
37658218,31/01/2023,,561.27
37658218,01/02/2023,570.3,1131.57
37658218,02/02/2023,-39.87,1091.7
37658218,07/02/2023,43.63,1135.33
37658218,09/02/2023,-83.42,1051.9099999999999
37658218,14/02/2023,-85.5,966.41
37658218,14/02/2023,-101.53,864.8799999999999
37678813,31/01/2023,,767.56
37678813,03/02/2023,-67.35,700.2099999999999
37678813,08/02/2023,-105.41,594.8
37678813,13/02/2023,78.14,672.9399999999999
37678813,13/02/2023,66.23,739.17
37767441,31/01/2023,,726.46
37767441,01/02/2023,-88.19,638.27
37767441,02/02/2023,-15.8,622.47
37767441,03/02/2023,94.83,717.3000000000001
37767441,08/02/2023,87.01,804.3100000000001
37767441,09/02/2023,64.96,869.27
37767441,12/02/2023,169.44,1038.71
37789180,31/01/2023,,854.05
37789180,02/02/2023,-75.99,778.06
37789180,03/02/2023,19.89,797.9499999999999
37789180,07/02/2023,84.83,882.78
37789180,08/02/2023,1621.0,2503.7799999999997
37789180,09/02/2023,-1726.4,777.3799999999999
37789180,11/02/2023,1037.0,1814.3799999999999
37789180,11/02/2023,64.84,1879.2199999999998
37789180,11/02/2023,26.87,1906.09
37789180,12/02/2023,-66.32,1839.77
37789180,13/02/2023,-147.5,1692.27
37796234,31/01/2023,,992.46
37796234,02/02/2023,1698.0,2690.46
37796234,02/02/2023,54.93,2745.39
37796234,04/02/2023,189.38,2934.77
37796234,04/02/2023,-84.12,2850.65
37796234,04/02/2023,-84.91,2765.7400000000002
37796234,06/02/2023,63.36,2829.1
37796234,08/02/2023,1096.2,3925.3
37796234,09/02/2023,38.71,3964.01
37796234,09/02/2023,-173.2,3790.8100000000004
37830423,31/01/2023,,285.5
37830423,02/02/2023,-84.91,200.59
37830423,04/02/2023,120.69,321.28
37830423,05/02/2023,55.38,376.66
37830423,07/02/2023,-69.94,306.72
37830423,08/02/2023,19.11,325.83
37830423,08/02/2023,17.63,343.46
37830423,13/02/2023,-63.17,280.28999999999996
37878074,31/01/2023,,647.56
37878074,01/02/2023,-124.69,522.8699999999999
37878074,03/02/2023,-1218.0,-695.1300000000001
37878074,04/02/2023,-36.24,-731.3700000000001
37878074,11/02/2023,-102.13,-833.5000000000001
37878074,11/02/2023,-117.62,-951.1200000000001
37878074,11/02/2023,-720.7,-1671.8200000000002
37905098,31/01/2023,,389.98
37905098,04/02/2023,112.65,502.63
37905098,07/02/2023,-37.9,464.73
37905098,07/02/2023,-92.13,372.6
37905098,07/02/2023,-197.62,174.98000000000002
37905098,08/02/2023,105.41,280.39
37905098,09/02/2023,109.67,390.06
37905098,11/02/2023,80.85,470.91
37905098,12/02/2023,-125.27,345.64
37905098,12/02/2023,-170.43,175.21
37936898,31/01/2023,,745.79
37936898,01/02/2023,-104.85,640.9399999999999
37936898,03/02/2023,-98.53,542.41
37936898,06/02/2023,159.49,701.9
37936898,06/02/2023,-999.1,-297.20000000000005
37936898,10/02/2023,163.93,-133.27000000000004
37936898,10/02/2023,62.15,-71.12000000000003
37936898,11/02/2023,-86.98,-158.10000000000005
37936898,13/02/2023,73.86,-84.24000000000005
37945317,31/01/2023,,8.24
37945317,02/02/2023,122.81,131.05
37945317,03/02/2023,529.6,660.6500000000001
37945317,06/02/2023,-120.15,540.5
37945317,07/02/2023,1689.7,2230.2
37945317,09/02/2023,-108.53,2121.67
37945317,09/02/2023,-217.27,1904.4
37945317,10/02/2023,1524.4,3428.8
37945317,12/02/2023,89.44,3518.2400000000002
37945317,14/02/2023,-100.7,3417.54
37953007,31/01/2023,,440.78
37953007,02/02/2023,-68.21,372.57
37953007,04/02/2023,130.12,502.69
37953007,04/02/2023,-786.1,-283.41
38032055,31/01/2023,,416.47
38032055,04/02/2023,-32.51,383.96000000000004
38032055,07/02/2023,12.66,396.62
38032055,07/02/2023,-155.12,241.50000000000003
38032055,10/02/2023,-121.29,120.21000000000002
38032055,10/02/2023,-386.8,-266.59
38032055,12/02/2023,147.01,-119.57999999999998
38032055,14/02/2023,88.36,-31.219999999999985
38038623,31/01/2023,,526.98
38038623,05/02/2023,1345.1,1872.08
38038623,06/02/2023,-55.26,1816.82
38038623,10/02/2023,-124.93,1691.8899999999999
38038623,13/02/2023,-148.57,1543.32
38038623,14/02/2023,-195.92,1347.3999999999999
38124225,31/01/2023,,943.59
38124225,05/02/2023,107.79,1051.38
38124225,08/02/2023,91.24,1142.6200000000001
38124225,08/02/2023,-114.16,1028.46
38124225,09/02/2023,-101.24,927.22
38124225,09/02/2023,-145.58,781.6400000000001
38124225,10/02/2023,114.32,895.96
38124225,10/02/2023,63.35,959.3100000000001
38124225,13/02/2023,65.9,1025.21
38157078,31/01/2023,,756.55
38157078,04/02/2023,664.6,1421.15
38157078,07/02/2023,-86.52,1334.6299999999999
38157078,13/02/2023,-169.97,1164.6599999999999
38224160,31/01/2023,,701.82
38224160,02/02/2023,-92.9,608.9200000000001
38224160,03/02/2023,-119.1,489.82000000000005
38224160,07/02/2023,-75.95,413.87000000000006
38224160,13/02/2023,-76.04,337.83000000000004
38291062,31/01/2023,,486.68
38291062,01/02/2023,-82.42,404.26
38291062,05/02/2023,-78.67,325.59000000000003
38291062,06/02/2023,246.82,572.41
38291062,11/02/2023,1.71,574.12
38291062,12/02/2023,-119.93,454.19
38291062,14/02/2023,77.33,531.52
38291062,14/02/2023,-105.25,426.27
38316158,31/01/2023,,138.4
38316158,02/02/2023,74.49,212.89
38316158,05/02/2023,227.66,440.55
38316158,05/02/2023,92.28,532.83
38316158,07/02/2023,35.98,568.8100000000001
38316158,08/02/2023,24.76,593.57
38316158,14/02/2023,-53.27,540.3
38346624,31/01/2023,,740.09
38346624,10/02/2023,737.2,1477.29
38346624,10/02/2023,185.21,1662.5
38395807,31/01/2023,,463.52
38395807,07/02/2023,144.93,608.45
38395807,08/02/2023,44.05,652.5
38395807,09/02/2023,-40.77,611.73
38395807,12/02/2023,91.23,702.96
38428295,31/01/2023,,690.12
38428295,08/02/2023,-199.46,490.65999999999997
38428295,11/02/2023,-167.56,323.1
38428295,13/02/2023,-128.11,194.98999999999998
38428295,14/02/2023,-170.29,24.69999999999999
38429514,31/01/2023,,627.62
38429514,01/02/2023,-72.18,555.44
38429514,04/02/2023,-119.83,435.61
38429514,08/02/2023,-108.02,327.59000000000003
38429514,10/02/2023,-139.76,187.83
38429514,11/02/2023,47.32,235.15
38429514,12/02/2023,102.95,338.1
38429514,14/02/2023,53.96,392.06
38442044,31/01/2023,,106.95
38442044,02/02/2023,64.9,171.85000000000002
38442044,03/02/2023,-23.84,148.01000000000002
38442044,06/02/2023,50.95,198.96
38442044,07/02/2023,113.13,312.09000000000003
38442044,07/02/2023,-144.16,167.93
38442044,07/02/2023,-152.25,15.680000000000007
38442044,08/02/2023,57.77,73.45000000000002
38442044,08/02/2023,34.12,107.57000000000001
38442044,12/02/2023,98.65,206.22000000000003
38442044,14/02/2023,860.1,1066.3200000000002
38487215,31/01/2023,,780.01
38487215,01/02/2023,808.4,1588.4099999999999
38487215,03/02/2023,118.95,1707.36
38487215,03/02/2023,-128.1,1579.26
38487215,06/02/2023,-1543.0,36.25999999999999
38495059,31/01/2023,,14.18
38495059,02/02/2023,-36.6,-22.42
38495059,06/02/2023,-42.54,-64.96000000000001
38495059,11/02/2023,-136.0,-200.96
38502892,31/01/2023,,600.32
38502892,06/02/2023,-62.08,538.24
38502892,07/02/2023,71.61,609.85
38502892,08/02/2023,-47.37,562.48
38528119,31/01/2023,,165.9
38528119,06/02/2023,78.29,244.19
38528119,06/02/2023,-191.25,52.94
38528119,08/02/2023,-167.66,-114.72
38528119,13/02/2023,168.95,54.22999999999999
38528119,14/02/2023,116.52,170.75
38558525,31/01/2023,,833.07
38558525,04/02/2023,62.25,895.32
38558525,07/02/2023,1819.0,2714.32
38558525,08/02/2023,194.3,2908.6200000000003
38564653,31/01/2023,,647.95
38564653,03/02/2023,3.5,651.45
38564653,05/02/2023,104.58,756.0300000000001
38564653,12/02/2023,133.45,889.48
38564653,13/02/2023,93.97,983.45
38587383,31/01/2023,,579.12
38587383,01/02/2023,81.07,660.19
38587383,01/02/2023,-146.1,514.09
38587383,03/02/2023,110.66,624.75
38587383,03/02/2023,-39.37,585.38
38587383,04/02/2023,-162.1,423.28
38587383,07/02/2023,124.31,547.59
38587383,07/02/2023,-166.27,381.32
38587383,09/02/2023,-118.41,262.90999999999997
38587383,12/02/2023,-37.14,225.76999999999998
38587383,12/02/2023,-82.59,143.18
38606148,31/01/2023,,956.59
38606148,02/02/2023,-111.16,845.4300000000001
38606148,04/02/2023,67.91,913.34
38606148,04/02/2023,-72.53,840.8100000000001
38606148,06/02/2023,-26.04,814.77
38606148,11/02/2023,-132.56,682.21
38606148,12/02/2023,131.58,813.7900000000001
38606148,12/02/2023,-1323.4,-509.61
38627867,31/01/2023,,132.74
38627867,05/02/2023,-99.91,32.83000000000001
38627867,06/02/2023,70.94,103.77000000000001
38627867,14/02/2023,-102.09,1.6800000000000068
38690875,31/01/2023,,320.39
38690875,03/02/2023,-126.21,194.18
38690875,06/02/2023,-198.2,-4.019999999999982
38690875,11/02/2023,-147.09,-151.10999999999999
38690875,13/02/2023,-76.09,-227.2
38690875,13/02/2023,-104.24,-331.44
38690875,14/02/2023,-122.9,-454.34
38740782,31/01/2023,,702.64
38740782,04/02/2023,-133.55,569.0899999999999
38740782,05/02/2023,-61.09,508.0
38740782,12/02/2023,76.1,584.0999999999999
38740782,12/02/2023,-84.07,500.03
38749064,31/01/2023,,569.98
38749064,01/02/2023,143.97,713.95
38749064,02/02/2023,-1436.3,-722.3499999999999
38749064,03/02/2023,89.06,-633.29
38749064,14/02/2023,138.71,-494.5799999999999
38764064,31/01/2023,,648.12
38764064,01/02/2023,52.17,700.29
38764064,02/02/2023,15.8,716.09
38764064,07/02/2023,106.64,822.73
38764064,09/02/2023,32.87,855.6
38764064,11/02/2023,9.25,864.85
38764064,13/02/2023,96.51,961.36
38764064,14/02/2023,58.88,1020.24
38780970,31/01/2023,,846.59
38780970,01/02/2023,-118.27,728.32
38780970,04/02/2023,117.26,845.58
38780970,07/02/2023,54.28,899.86
38780970,10/02/2023,47.87,947.73
38780970,13/02/2023,-838.9,108.83000000000004
38839019,31/01/2023,,187.15
38839019,01/02/2023,937.1,1124.25
38839019,01/02/2023,-52.99,1071.26
38839019,02/02/2023,-156.04,915.22
38839019,08/02/2023,113.98,1029.2
38839019,11/02/2023,106.4,1135.6
38839019,11/02/2023,-164.37,971.23
38839019,14/02/2023,170.57,1141.8
38903150,31/01/2023,,263.28
38903150,03/02/2023,-96.77,166.51
38903150,04/02/2023,-128.19,38.31999999999999
38903150,07/02/2023,-188.36,-150.04000000000002
38903150,10/02/2023,153.84,3.799999999999983
38903150,10/02/2023,84.17,87.96999999999998
38903150,11/02/2023,-133.59,-45.62000000000002
38903150,14/02/2023,-1157.1,-1202.72
38921478,31/01/2023,,641.48
38921478,02/02/2023,112.16,753.64
38921478,03/02/2023,-7.7,745.94
38921478,04/02/2023,-90.13,655.8100000000001
38921478,05/02/2023,69.58,725.39
38921478,05/02/2023,-1292.8,-567.41
38921478,07/02/2023,46.92,-520.49
38921478,10/02/2023,-114.74,-635.23
38921478,12/02/2023,105.2,-530.03
38921478,13/02/2023,-43.56,-573.5899999999999
38921478,14/02/2023,-130.84,-704.43
38957380,31/01/2023,,37.95
38957380,02/02/2023,-117.9,-79.95
38957380,03/02/2023,75.66,-4.290000000000006
38957380,04/02/2023,88.83,84.53999999999999
38957380,07/02/2023,-112.51,-27.970000000000013
38957380,07/02/2023,-123.7,-151.67000000000002
38957380,07/02/2023,-133.96,-285.63
38957380,10/02/2023,167.95,-117.68000000000004
38957380,10/02/2023,121.27,3.589999999999961
38957380,13/02/2023,-128.09,-124.50000000000004
38969279,31/01/2023,,195.74
38969279,02/02/2023,148.09,343.83000000000004
38969279,04/02/2023,1579.8,1923.63
38969279,04/02/2023,-5.54,1918.09
38969279,05/02/2023,177.45,2095.54
38969279,05/02/2023,-2160.7,-65.15999999999985
38969279,06/02/2023,1037.3,972.1400000000001
38969279,10/02/2023,1499.1,2471.24
38969279,12/02/2023,103.8,2575.04
38990596,31/01/2023,,108.78
38990596,03/02/2023,1462.8,1571.58
38990596,07/02/2023,1348.3,2919.88
38990596,07/02/2023,-24.33,2895.5499999999997
38990596,10/02/2023,125.04,3020.5899999999997
38990596,12/02/2023,-93.42,2927.17
38990596,13/02/2023,-122.16,2805.0099999999998
38991889,31/01/2023,,292.35
38991889,05/02/2023,-104.95,187.40000000000003
38991889,08/02/2023,-162.63,24.77000000000004
38991889,10/02/2023,23.96,48.73000000000004
38991889,10/02/2023,-75.71,-26.979999999999954
38991889,12/02/2023,129.0,102.02000000000004
38991889,14/02/2023,-38.92,63.10000000000004
39001531,31/01/2023,,882.34
39001531,03/02/2023,-68.13,814.21
39001531,06/02/2023,-48.43,765.7800000000001
39001531,10/02/2023,-167.95,597.83
39001531,13/02/2023,-110.74,487.09000000000003
39013360,31/01/2023,,987.76
39013360,02/02/2023,111.21,1098.97
39013360,03/02/2023,183.87,1282.84
39013360,07/02/2023,-80.19,1202.65
39013360,12/02/2023,160.33,1362.98
39013360,12/02/2023,114.77,1477.75
39013360,12/02/2023,108.16,1585.91
39013360,12/02/2023,93.42,1679.33
39013360,12/02/2023,-1663.0,16.329999999999927
39061853,31/01/2023,,353.93
39061853,01/02/2023,98.05,451.98
39061853,03/02/2023,118.33,570.31
39061853,03/02/2023,106.6,676.91
39061853,04/02/2023,74.21,751.12
39061853,04/02/2023,0.23,751.35
39061853,04/02/2023,-58.86,692.49
39061853,05/02/2023,-117.54,574.95
39061853,07/02/2023,-100.32,474.63
39061853,09/02/2023,-185.1,289.53
39061853,12/02/2023,-86.65,202.88
39061853,14/02/2023,-82.4,120.47999999999999
39093565,31/01/2023,,107.2
39093565,04/02/2023,-178.94,-71.74
39093565,08/02/2023,-1872.8,-1944.54
39093565,10/02/2023,92.49,-1852.05
39097663,31/01/2023,,326.42
39097663,02/02/2023,124.78,451.20000000000005
39097663,08/02/2023,67.17,518.37
39097663,12/02/2023,125.48,643.85
39097663,12/02/2023,-40.07,603.78
39122920,31/01/2023,,445.68
39122920,08/02/2023,124.8,570.48
39122920,08/02/2023,66.97,637.45
39122920,09/02/2023,134.75,772.2
39122920,10/02/2023,124.93,897.13
39122920,12/02/2023,56.08,953.21
39122920,12/02/2023,-111.7,841.51
39122920,13/02/2023,96.04,937.55
39122920,13/02/2023,22.49,960.04
39122920,14/02/2023,-75.01,885.03
39122920,14/02/2023,-142.18,742.8499999999999
39123048,31/01/2023,,687.59
39123048,01/02/2023,83.41,771.0
39123048,01/02/2023,-92.64,678.36
39123048,03/02/2023,-87.46,590.9000000000001
39123048,03/02/2023,-513.3,77.60000000000014
39123048,08/02/2023,-135.88,-58.27999999999986
39123048,09/02/2023,-140.35,-198.62999999999985
39123048,09/02/2023,-157.79,-356.41999999999985
39123048,10/02/2023,-13.9,-370.3199999999998
39123048,12/02/2023,-122.43,-492.7499999999999
39123048,14/02/2023,140.0,-352.7499999999999
39160879,31/01/2023,,444.15
39160879,01/02/2023,-186.89,257.26
39160879,04/02/2023,133.05,390.31
39160879,13/02/2023,838.9,1229.21
39160879,14/02/2023,302.7,1531.9099999999999
39161053,31/01/2023,,375.28
39161053,01/02/2023,142.14,517.42
39161053,01/02/2023,-156.89,360.53
39161053,02/02/2023,93.84,454.37
39161053,03/02/2023,103.43,557.8
39161053,05/02/2023,480.6,1038.4
39161053,05/02/2023,-137.15,901.25
39161053,07/02/2023,53.14,954.39
39161053,14/02/2023,-114.68,839.7099999999999
39267013,31/01/2023,,516.74
39267013,02/02/2023,-1495.8,-979.06
39267013,03/02/2023,-67.76,-1046.82
39267013,04/02/2023,-68.14,-1114.96
39267013,12/02/2023,-89.62,-1204.58
39267013,14/02/2023,-143.79,-1348.37
39298122,31/01/2023,,607.25
39298122,01/02/2023,135.0,742.25
39298122,02/02/2023,122.54,864.79
39298122,03/02/2023,193.29,1058.08
39298122,06/02/2023,-885.9,172.18000000000006
39298122,08/02/2023,-154.47,17.710000000000065
39298122,12/02/2023,-53.57,-35.859999999999935
39298122,13/02/2023,-32.94,-68.79999999999993
39360799,31/01/2023,,379.72
39360799,01/02/2023,-98.45,281.27000000000004
39360799,01/02/2023,-137.25,144.02000000000004
39360799,01/02/2023,-1634.7,-1490.68
39360799,07/02/2023,43.24,-1447.44
39360799,13/02/2023,117.96,-1329.48
39386771,31/01/2023,,171.52
39386771,02/02/2023,99.44,270.96000000000004
39386771,02/02/2023,-87.3,183.66000000000003
39386771,04/02/2023,-94.61,89.05000000000001
39386771,04/02/2023,-162.76,-73.70999999999998
39386771,10/02/2023,107.08,33.37000000000002
39386771,10/02/2023,85.88,119.25000000000001
39386771,10/02/2023,-57.19,62.06000000000002
39398476,31/01/2023,,541.52
