scheduled_date,emp_id,full_name,first_name,last_name,scheduled
6/26/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
6/26/2022,6,Graig Colvin,Graig,Colvin,False
6/26/2022,7,Jennilee Brimson,Jennilee,Brimson,False
6/26/2022,5,Burtie Connar,Burtie,Connar,True
6/26/2022,9,Chet Fitzharris,Chet,Fitzharris,True
6/26/2022,2,Curtis Utterson,Curtis,Utterson,True
6/26/2022,10,Aile Antonazzi,Aile,Antonazzi,False
6/26/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
6/27/2022,3,Maressa Dearell,Maressa,Dearell,False
6/27/2022,4,Micheil Manklow,Micheil,Manklow,False
6/27/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
6/27/2022,6,Graig Colvin,Graig,Colvin,False
6/27/2022,7,Jennilee Brimson,Jennilee,Brimson,False
6/27/2022,5,Burtie Connar,Burtie,Connar,False
6/27/2022,9,Chet Fitzharris,Chet,Fitzharris,False
6/27/2022,2,Curtis Utterson,Curtis,Utterson,False
6/27/2022,10,Aile Antonazzi,Aile,Antonazzi,False
6/27/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
6/28/2022,3,Maressa Dearell,Maressa,Dearell,False
6/28/2022,4,Micheil Manklow,Micheil,Manklow,False
6/28/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
6/28/2022,6,Graig Colvin,Graig,Colvin,True
6/28/2022,7,Jennilee Brimson,Jennilee,Brimson,True
6/28/2022,5,Burtie Connar,Burtie,Connar,False
6/28/2022,9,Chet Fitzharris,Chet,Fitzharris,False
6/28/2022,2,Curtis Utterson,Curtis,Utterson,False
6/28/2022,10,Aile Antonazzi,Aile,Antonazzi,False
6/28/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
6/29/2022,3,Maressa Dearell,Maressa,Dearell,False
6/29/2022,4,Micheil Manklow,Micheil,Manklow,False
6/29/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
6/29/2022,6,Graig Colvin,Graig,Colvin,True
6/29/2022,7,Jennilee Brimson,Jennilee,Brimson,True
6/29/2022,5,Burtie Connar,Burtie,Connar,False
6/29/2022,9,Chet Fitzharris,Chet,Fitzharris,False
6/29/2022,2,Curtis Utterson,Curtis,Utterson,False
6/29/2022,10,Aile Antonazzi,Aile,Antonazzi,False
6/29/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
6/30/2022,3,Maressa Dearell,Maressa,Dearell,False
6/30/2022,4,Micheil Manklow,Micheil,Manklow,False
6/30/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
6/30/2022,6,Graig Colvin,Graig,Colvin,True
6/30/2022,7,Jennilee Brimson,Jennilee,Brimson,True
6/30/2022,5,Burtie Connar,Burtie,Connar,False
6/30/2022,9,Chet Fitzharris,Chet,Fitzharris,False
6/30/2022,2,Curtis Utterson,Curtis,Utterson,False
6/30/2022,10,Aile Antonazzi,Aile,Antonazzi,False
6/30/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/1/2022,3,Maressa Dearell,Maressa,Dearell,False
7/1/2022,4,Micheil Manklow,Micheil,Manklow,False
7/1/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/1/2022,6,Graig Colvin,Graig,Colvin,False
7/1/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/1/2022,5,Burtie Connar,Burtie,Connar,False
7/1/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/1/2022,2,Curtis Utterson,Curtis,Utterson,False
7/1/2022,10,Aile Antonazzi,Aile,Antonazzi,True
7/1/2022,1,Brooke Spurgeon,Brooke,Spurgeon,True
7/2/2022,3,Maressa Dearell,Maressa,Dearell,False
7/2/2022,4,Micheil Manklow,Micheil,Manklow,False
7/2/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/2/2022,6,Graig Colvin,Graig,Colvin,False
7/2/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/2/2022,5,Burtie Connar,Burtie,Connar,False
7/2/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/2/2022,2,Curtis Utterson,Curtis,Utterson,False
7/2/2022,10,Aile Antonazzi,Aile,Antonazzi,True
7/2/2022,1,Brooke Spurgeon,Brooke,Spurgeon,True
7/3/2022,3,Maressa Dearell,Maressa,Dearell,False
7/3/2022,4,Micheil Manklow,Micheil,Manklow,False
7/3/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/3/2022,6,Graig Colvin,Graig,Colvin,False
7/3/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/3/2022,5,Burtie Connar,Burtie,Connar,False
7/3/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/3/2022,2,Curtis Utterson,Curtis,Utterson,False
7/3/2022,10,Aile Antonazzi,Aile,Antonazzi,True
7/3/2022,1,Brooke Spurgeon,Brooke,Spurgeon,True
7/4/2022,3,Maressa Dearell,Maressa,Dearell,False
7/4/2022,4,Micheil Manklow,Micheil,Manklow,False
7/4/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/4/2022,6,Graig Colvin,Graig,Colvin,False
7/4/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/4/2022,5,Burtie Connar,Burtie,Connar,False
7/4/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/4/2022,2,Curtis Utterson,Curtis,Utterson,False
7/4/2022,10,Aile Antonazzi,Aile,Antonazzi,True
7/4/2022,1,Brooke Spurgeon,Brooke,Spurgeon,True
7/5/2022,3,Maressa Dearell,Maressa,Dearell,False
7/5/2022,4,Micheil Manklow,Micheil,Manklow,False
7/5/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/5/2022,6,Graig Colvin,Graig,Colvin,False
7/5/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/5/2022,5,Burtie Connar,Burtie,Connar,False
7/5/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/5/2022,2,Curtis Utterson,Curtis,Utterson,False
7/5/2022,10,Aile Antonazzi,Aile,Antonazzi,True
7/5/2022,1,Brooke Spurgeon,Brooke,Spurgeon,True
7/6/2022,3,Maressa Dearell,Maressa,Dearell,False
7/6/2022,4,Micheil Manklow,Micheil,Manklow,False
7/6/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/6/2022,6,Graig Colvin,Graig,Colvin,False
7/6/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/6/2022,5,Burtie Connar,Burtie,Connar,False
7/6/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/6/2022,2,Curtis Utterson,Curtis,Utterson,False
7/6/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/6/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/7/2022,3,Maressa Dearell,Maressa,Dearell,False
7/7/2022,4,Micheil Manklow,Micheil,Manklow,False
7/7/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/7/2022,6,Graig Colvin,Graig,Colvin,False
7/7/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/7/2022,5,Burtie Connar,Burtie,Connar,False
7/7/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/7/2022,2,Curtis Utterson,Curtis,Utterson,False
7/7/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/7/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/8/2022,3,Maressa Dearell,Maressa,Dearell,False
7/8/2022,4,Micheil Manklow,Micheil,Manklow,False
7/8/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/8/2022,6,Graig Colvin,Graig,Colvin,False
7/8/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/8/2022,5,Burtie Connar,Burtie,Connar,True
7/8/2022,9,Chet Fitzharris,Chet,Fitzharris,True
7/8/2022,2,Curtis Utterson,Curtis,Utterson,True
7/8/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/8/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/9/2022,3,Maressa Dearell,Maressa,Dearell,False
7/9/2022,4,Micheil Manklow,Micheil,Manklow,False
7/9/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/9/2022,6,Graig Colvin,Graig,Colvin,False
7/9/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/9/2022,5,Burtie Connar,Burtie,Connar,True
7/9/2022,9,Chet Fitzharris,Chet,Fitzharris,True
7/9/2022,2,Curtis Utterson,Curtis,Utterson,True
7/9/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/9/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/10/2022,3,Maressa Dearell,Maressa,Dearell,False
7/10/2022,4,Micheil Manklow,Micheil,Manklow,False
7/10/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/10/2022,6,Graig Colvin,Graig,Colvin,False
7/10/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/10/2022,5,Burtie Connar,Burtie,Connar,True
7/10/2022,9,Chet Fitzharris,Chet,Fitzharris,True
7/10/2022,2,Curtis Utterson,Curtis,Utterson,True
7/10/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/10/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/11/2022,3,Maressa Dearell,Maressa,Dearell,False
7/11/2022,4,Micheil Manklow,Micheil,Manklow,False
7/11/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/11/2022,6,Graig Colvin,Graig,Colvin,False
7/11/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/11/2022,5,Burtie Connar,Burtie,Connar,False
7/11/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/11/2022,2,Curtis Utterson,Curtis,Utterson,False
7/11/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/11/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/12/2022,3,Maressa Dearell,Maressa,Dearell,False
7/12/2022,4,Micheil Manklow,Micheil,Manklow,False
7/12/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/12/2022,6,Graig Colvin,Graig,Colvin,False
7/12/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/12/2022,5,Burtie Connar,Burtie,Connar,True
7/12/2022,9,Chet Fitzharris,Chet,Fitzharris,True
7/12/2022,2,Curtis Utterson,Curtis,Utterson,True
7/12/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/12/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/13/2022,3,Maressa Dearell,Maressa,Dearell,False
7/13/2022,4,Micheil Manklow,Micheil,Manklow,False
7/13/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/13/2022,6,Graig Colvin,Graig,Colvin,False
7/13/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/13/2022,5,Burtie Connar,Burtie,Connar,True
7/13/2022,9,Chet Fitzharris,Chet,Fitzharris,True
7/13/2022,2,Curtis Utterson,Curtis,Utterson,True
7/13/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/13/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/14/2022,3,Maressa Dearell,Maressa,Dearell,False
7/14/2022,4,Micheil Manklow,Micheil,Manklow,False
7/14/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/14/2022,6,Graig Colvin,Graig,Colvin,False
7/14/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/14/2022,5,Burtie Connar,Burtie,Connar,False
7/14/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/14/2022,2,Curtis Utterson,Curtis,Utterson,False
7/14/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/14/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/15/2022,3,Maressa Dearell,Maressa,Dearell,False
7/15/2022,4,Micheil Manklow,Micheil,Manklow,False
7/15/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/15/2022,6,Graig Colvin,Graig,Colvin,False
7/15/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/15/2022,5,Burtie Connar,Burtie,Connar,True
7/15/2022,9,Chet Fitzharris,Chet,Fitzharris,True
7/15/2022,2,Curtis Utterson,Curtis,Utterson,True
7/15/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/15/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/16/2022,3,Maressa Dearell,Maressa,Dearell,False
7/16/2022,4,Micheil Manklow,Micheil,Manklow,False
7/16/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/16/2022,6,Graig Colvin,Graig,Colvin,True
7/16/2022,7,Jennilee Brimson,Jennilee,Brimson,True
7/16/2022,5,Burtie Connar,Burtie,Connar,False
7/16/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/16/2022,2,Curtis Utterson,Curtis,Utterson,False
7/16/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/16/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/17/2022,3,Maressa Dearell,Maressa,Dearell,False
7/17/2022,4,Micheil Manklow,Micheil,Manklow,False
7/17/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/17/2022,6,Graig Colvin,Graig,Colvin,True
7/17/2022,7,Jennilee Brimson,Jennilee,Brimson,True
7/17/2022,5,Burtie Connar,Burtie,Connar,False
7/17/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/17/2022,2,Curtis Utterson,Curtis,Utterson,False
7/17/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/17/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/18/2022,3,Maressa Dearell,Maressa,Dearell,False
7/18/2022,4,Micheil Manklow,Micheil,Manklow,False
7/18/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/18/2022,6,Graig Colvin,Graig,Colvin,True
7/18/2022,7,Jennilee Brimson,Jennilee,Brimson,True
7/18/2022,5,Burtie Connar,Burtie,Connar,False
7/18/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/18/2022,2,Curtis Utterson,Curtis,Utterson,False
7/18/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/18/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/19/2022,3,Maressa Dearell,Maressa,Dearell,False
7/19/2022,4,Micheil Manklow,Micheil,Manklow,False
7/19/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/19/2022,6,Graig Colvin,Graig,Colvin,True
7/19/2022,7,Jennilee Brimson,Jennilee,Brimson,True
7/19/2022,5,Burtie Connar,Burtie,Connar,False
7/19/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/19/2022,2,Curtis Utterson,Curtis,Utterson,False
7/19/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/19/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/20/2022,3,Maressa Dearell,Maressa,Dearell,False
7/20/2022,4,Micheil Manklow,Micheil,Manklow,False
7/20/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/20/2022,6,Graig Colvin,Graig,Colvin,True
7/20/2022,7,Jennilee Brimson,Jennilee,Brimson,True
7/20/2022,5,Burtie Connar,Burtie,Connar,False
7/20/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/20/2022,2,Curtis Utterson,Curtis,Utterson,False
7/20/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/20/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/21/2022,3,Maressa Dearell,Maressa,Dearell,False
7/21/2022,4,Micheil Manklow,Micheil,Manklow,False
7/21/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/21/2022,6,Graig Colvin,Graig,Colvin,True
7/21/2022,7,Jennilee Brimson,Jennilee,Brimson,True
7/21/2022,5,Burtie Connar,Burtie,Connar,False
7/21/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/21/2022,2,Curtis Utterson,Curtis,Utterson,False
7/21/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/21/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/22/2022,3,Maressa Dearell,Maressa,Dearell,False
7/22/2022,4,Micheil Manklow,Micheil,Manklow,False
7/22/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/22/2022,6,Graig Colvin,Graig,Colvin,False
7/22/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/22/2022,5,Burtie Connar,Burtie,Connar,False
7/22/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/22/2022,2,Curtis Utterson,Curtis,Utterson,False
7/22/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/22/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/23/2022,3,Maressa Dearell,Maressa,Dearell,True
7/23/2022,4,Micheil Manklow,Micheil,Manklow,True
7/23/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,True
7/23/2022,6,Graig Colvin,Graig,Colvin,False
7/23/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/23/2022,5,Burtie Connar,Burtie,Connar,False
7/23/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/23/2022,2,Curtis Utterson,Curtis,Utterson,False
7/23/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/23/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/24/2022,3,Maressa Dearell,Maressa,Dearell,False
7/24/2022,4,Micheil Manklow,Micheil,Manklow,False
7/24/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/24/2022,6,Graig Colvin,Graig,Colvin,False
7/24/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/24/2022,5,Burtie Connar,Burtie,Connar,False
7/24/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/24/2022,2,Curtis Utterson,Curtis,Utterson,False
7/24/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/24/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/25/2022,3,Maressa Dearell,Maressa,Dearell,True
7/25/2022,4,Micheil Manklow,Micheil,Manklow,True
7/25/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,True
7/25/2022,6,Graig Colvin,Graig,Colvin,False
7/25/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/25/2022,5,Burtie Connar,Burtie,Connar,False
7/25/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/25/2022,2,Curtis Utterson,Curtis,Utterson,False
7/25/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/25/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/26/2022,3,Maressa Dearell,Maressa,Dearell,False
7/26/2022,4,Micheil Manklow,Micheil,Manklow,False
7/26/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/26/2022,6,Graig Colvin,Graig,Colvin,False
7/26/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/26/2022,5,Burtie Connar,Burtie,Connar,False
7/26/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/26/2022,2,Curtis Utterson,Curtis,Utterson,False
7/26/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/26/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/27/2022,3,Maressa Dearell,Maressa,Dearell,True
7/27/2022,4,Micheil Manklow,Micheil,Manklow,True
7/27/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,True
7/27/2022,6,Graig Colvin,Graig,Colvin,False
7/27/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/27/2022,5,Burtie Connar,Burtie,Connar,False
7/27/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/27/2022,2,Curtis Utterson,Curtis,Utterson,False
7/27/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/27/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/28/2022,3,Maressa Dearell,Maressa,Dearell,False
7/28/2022,4,Micheil Manklow,Micheil,Manklow,False
7/28/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
7/28/2022,6,Graig Colvin,Graig,Colvin,False
7/28/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/28/2022,5,Burtie Connar,Burtie,Connar,False
7/28/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/28/2022,2,Curtis Utterson,Curtis,Utterson,False
7/28/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/28/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/29/2022,3,Maressa Dearell,Maressa,Dearell,True
7/29/2022,4,Micheil Manklow,Micheil,Manklow,True
7/29/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,True
7/29/2022,6,Graig Colvin,Graig,Colvin,False
7/29/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/29/2022,5,Burtie Connar,Burtie,Connar,False
7/29/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/29/2022,2,Curtis Utterson,Curtis,Utterson,False
7/29/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/29/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/30/2022,3,Maressa Dearell,Maressa,Dearell,True
7/30/2022,4,Micheil Manklow,Micheil,Manklow,True
7/30/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,True
7/30/2022,6,Graig Colvin,Graig,Colvin,False
7/30/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/30/2022,5,Burtie Connar,Burtie,Connar,False
7/30/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/30/2022,2,Curtis Utterson,Curtis,Utterson,False
7/30/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/30/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
7/31/2022,3,Maressa Dearell,Maressa,Dearell,True
7/31/2022,4,Micheil Manklow,Micheil,Manklow,True
7/31/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,True
7/31/2022,6,Graig Colvin,Graig,Colvin,False
7/31/2022,7,Jennilee Brimson,Jennilee,Brimson,False
7/31/2022,5,Burtie Connar,Burtie,Connar,False
7/31/2022,9,Chet Fitzharris,Chet,Fitzharris,False
7/31/2022,2,Curtis Utterson,Curtis,Utterson,False
7/31/2022,10,Aile Antonazzi,Aile,Antonazzi,False
7/31/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
8/1/2022,3,Maressa Dearell,Maressa,Dearell,False
8/1/2022,4,Micheil Manklow,Micheil,Manklow,False
8/1/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
8/1/2022,6,Graig Colvin,Graig,Colvin,False
8/1/2022,7,Jennilee Brimson,Jennilee,Brimson,False
8/1/2022,5,Burtie Connar,Burtie,Connar,False
8/1/2022,9,Chet Fitzharris,Chet,Fitzharris,False
8/1/2022,2,Curtis Utterson,Curtis,Utterson,False
8/1/2022,10,Aile Antonazzi,Aile,Antonazzi,True
8/1/2022,1,Brooke Spurgeon,Brooke,Spurgeon,True
8/2/2022,3,Maressa Dearell,Maressa,Dearell,False
8/2/2022,4,Micheil Manklow,Micheil,Manklow,False
8/2/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
8/2/2022,6,Graig Colvin,Graig,Colvin,False
8/2/2022,7,Jennilee Brimson,Jennilee,Brimson,False
8/2/2022,5,Burtie Connar,Burtie,Connar,False
8/2/2022,9,Chet Fitzharris,Chet,Fitzharris,False
8/2/2022,2,Curtis Utterson,Curtis,Utterson,False
8/2/2022,10,Aile Antonazzi,Aile,Antonazzi,False
8/2/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
8/3/2022,3,Maressa Dearell,Maressa,Dearell,False
8/3/2022,4,Micheil Manklow,Micheil,Manklow,False
8/3/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
8/3/2022,6,Graig Colvin,Graig,Colvin,False
8/3/2022,7,Jennilee Brimson,Jennilee,Brimson,False
8/3/2022,5,Burtie Connar,Burtie,Connar,False
8/3/2022,9,Chet Fitzharris,Chet,Fitzharris,False
8/3/2022,2,Curtis Utterson,Curtis,Utterson,False
8/3/2022,10,Aile Antonazzi,Aile,Antonazzi,True
8/3/2022,1,Brooke Spurgeon,Brooke,Spurgeon,True
8/4/2022,3,Maressa Dearell,Maressa,Dearell,False
8/4/2022,4,Micheil Manklow,Micheil,Manklow,False
8/4/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
8/4/2022,6,Graig Colvin,Graig,Colvin,False
8/4/2022,7,Jennilee Brimson,Jennilee,Brimson,False
8/4/2022,5,Burtie Connar,Burtie,Connar,False
8/4/2022,9,Chet Fitzharris,Chet,Fitzharris,False
8/4/2022,2,Curtis Utterson,Curtis,Utterson,False
8/4/2022,10,Aile Antonazzi,Aile,Antonazzi,True
8/4/2022,1,Brooke Spurgeon,Brooke,Spurgeon,True
8/5/2022,3,Maressa Dearell,Maressa,Dearell,False
8/5/2022,4,Micheil Manklow,Micheil,Manklow,False
8/5/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
8/5/2022,6,Graig Colvin,Graig,Colvin,False
8/5/2022,7,Jennilee Brimson,Jennilee,Brimson,False
8/5/2022,5,Burtie Connar,Burtie,Connar,False
8/5/2022,9,Chet Fitzharris,Chet,Fitzharris,False
8/5/2022,2,Curtis Utterson,Curtis,Utterson,False
8/5/2022,10,Aile Antonazzi,Aile,Antonazzi,True
8/5/2022,1,Brooke Spurgeon,Brooke,Spurgeon,True
8/6/2022,3,Maressa Dearell,Maressa,Dearell,False
8/6/2022,4,Micheil Manklow,Micheil,Manklow,False
8/6/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
8/6/2022,6,Graig Colvin,Graig,Colvin,False
8/6/2022,7,Jennilee Brimson,Jennilee,Brimson,False
8/6/2022,5,Burtie Connar,Burtie,Connar,False
8/6/2022,9,Chet Fitzharris,Chet,Fitzharris,False
8/6/2022,2,Curtis Utterson,Curtis,Utterson,False
8/6/2022,10,Aile Antonazzi,Aile,Antonazzi,True
8/6/2022,1,Brooke Spurgeon,Brooke,Spurgeon,True
8/7/2022,3,Maressa Dearell,Maressa,Dearell,False
8/7/2022,4,Micheil Manklow,Micheil,Manklow,False
8/7/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
8/7/2022,6,Graig Colvin,Graig,Colvin,False
8/7/2022,7,Jennilee Brimson,Jennilee,Brimson,False
8/7/2022,5,Burtie Connar,Burtie,Connar,False
8/7/2022,9,Chet Fitzharris,Chet,Fitzharris,False
8/7/2022,2,Curtis Utterson,Curtis,Utterson,False
8/7/2022,10,Aile Antonazzi,Aile,Antonazzi,True
8/7/2022,1,Brooke Spurgeon,Brooke,Spurgeon,True
8/8/2022,3,Maressa Dearell,Maressa,Dearell,False
8/8/2022,4,Micheil Manklow,Micheil,Manklow,False
8/8/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
8/8/2022,6,Graig Colvin,Graig,Colvin,False
8/8/2022,7,Jennilee Brimson,Jennilee,Brimson,False
8/8/2022,5,Burtie Connar,Burtie,Connar,True
8/8/2022,9,Chet Fitzharris,Chet,Fitzharris,True
8/8/2022,2,Curtis Utterson,Curtis,Utterson,True
8/8/2022,10,Aile Antonazzi,Aile,Antonazzi,False
8/8/2022,1,Brooke Spurgeon,Brooke,Spurgeon,False
8/9/2022,3,Maressa Dearell,Maressa,Dearell,False
8/9/2022,4,Micheil Manklow,Micheil,Manklow,False
8/9/2022,8,Nikola Baszkiewicz,Nikola,Baszkiewicz,False
8/9/2022,6,Graig Colvin,Graig,Colvin,False
8/9/2022,7,Jennilee Brimson,Jennilee,Brimson,False
8/9/2022,5,Burtie Connar,Burtie,Connar,True
