Account Number,Account Type,Account Holder ID,Balance Date,Balance
28606808,Gold,24466746,2023-01-31,1.71
28629966,Gold,68462144,2023-01-31,60.86
28640713,Gold,72017661,2023-01-31,204.33
28652960,Basic,99832892,2023-01-31,140.6
28659160,Gold,01017449,2023-01-31,115.6
28680375,Gold,30580803,2023-01-31,337.2
28696496,Gold,00718759,2023-01-31,150.57
28738041,Basic,09923645,2023-01-31,907.31
28743137,Gold,50165431,2023-01-31,781.13
28745450,Gold,78683881,2023-01-31,157.38
28754062,Gold,66415914,2023-01-31,16.41
28781155,Platinum,04481561,2023-01-31,555.55
28811285,Gold,65241805,2023-01-31,813.63
28819175,Gold,67724023,2023-01-31,414.48
28822117,Gold,24081272,2023-01-31,204.79
28909144,Platinum,73340273,2023-01-31,263.97
28911002,Gold,75195270,2023-01-31,858.06
28969443,Basic,74198707,2023-01-31,12.77
28976546,Basic,02280615,2023-01-31,454.25
29000698,Joint,"95966779, 17232768",2023-01-31,954.02
29017229,Gold,16371300,2023-01-31,950.07
29039134,Gold,71503405,2023-01-31,218.26
29043142,Gold,77192063,2023-01-31,210.89
29052260,Basic,01720404,2023-01-31,639.05
29061354,Basic,01521738,2023-01-31,180.47
29074095,Basic,80492842,2023-01-31,512.38
29222005,Gold,42188242,2023-01-31,0.34
29238925,Gold,80778224,2023-01-31,574.82
29288598,Platinum,73030732,2023-01-31,386.76
29303323,Basic,59243910,2023-01-31,525.6
29358670,Gold,14221230,2023-01-31,874.94
29422349,Gold,25134641,2023-01-31,623.61
29464742,Basic,95743147,2023-01-31,557.11
29473763,Gold,40991911,2023-01-31,724.82
29489865,Basic,16977880,2023-01-31,854.53
29523226,Joint,"28384904, 28437166",2023-01-31,807.56
29527534,Basic,19500695,2023-01-31,355.57
29608056,Platinum,80722436,2023-01-31,248.43
29631870,Gold,50760979,2023-01-31,694.99
29638033,Gold,96323829,2023-01-31,537.95
29639626,Gold,38165115,2023-01-31,985.7
29705419,Gold,56254022,2023-01-31,799.07
29878790,Gold,97546889,2023-01-31,360.74
29887258,Basic,07217155,2023-01-31,392.91
29920698,Platinum,13825580,2023-01-31,922.07
29958061,Gold,00158190,2023-01-31,17.43
30030650,Basic,57017309,2023-01-31,414.27
30058030,Gold,31939435,2023-01-31,39.21
30093672,Gold,04306281,2023-01-31,939.77
30110747,Platinum,64656787,2023-01-31,949.76
30112323,Joint,"32226966, 97840130",2023-01-31,519.73
30196319,Platinum,02910576,2023-01-31,721.4
30227774,Joint,"58493497, 89897658",2023-01-31,546.85
30235398,Basic,45680375,2023-01-31,973.95
30237685,Gold,00093410,2023-01-31,751.93
30279114,Basic,45233743,2023-01-31,951.13
30312615,Gold,34374206,2023-01-31,659.36
30324819,Platinum,04856425,2023-01-31,823.45
30340808,Platinum,26553936,2023-01-31,895.41
30372316,Gold,67226524,2023-01-31,189.39
30374840,Basic,01420664,2023-01-31,564.42
30396291,Platinum,20177455,2023-01-31,803.37
30409599,Gold,83706912,2023-01-31,117.47
30428666,Gold,88720634,2023-01-31,393.33
30484027,Basic,49373254,2023-01-31,272.71
30511779,Basic,27792418,2023-01-31,772.02
30518350,Gold,51890044,2023-01-31,490.85
30557885,Gold,08403535,2023-01-31,615.82
30565855,Joint,"70904378, 81271616",2023-01-31,982.05
30623117,Gold,50151829,2023-01-31,266.92
30647433,Basic,02623006,2023-01-31,632.2
30657838,Platinum,61000285,2023-01-31,468.82
30671754,Gold,55612207,2023-01-31,621.9
30672740,Basic,15961609,2023-01-31,355.33
30688447,Gold,78398178,2023-01-31,555.31
30718836,Gold,08555952,2023-01-31,360.78
30723991,Platinum,10717973,2023-01-31,310.02
30758515,Gold,70007817,2023-01-31,35.74
30760024,Platinum,37200864,2023-01-31,766.43
30791105,Gold,05583318,2023-01-31,272.5
30929422,Gold,96689399,2023-01-31,161.53
30970897,Gold,12931005,2023-01-31,57.17
30977834,Basic,91064183,2023-01-31,203.99
30979429,Gold,41409932,2023-01-31,414.1
30990911,Basic,41420858,2023-01-31,997.59
31026801,Gold,12635053,2023-01-31,85.36
31131351,Basic,05570440,2023-01-31,278.94
31150830,Basic,75097420,2023-01-31,36.16
31158381,Basic,09158113,2023-01-31,514.96
31183587,Basic,30225230,2023-01-31,725
31187024,Basic,63978141,2023-01-31,950.41
31263913,Gold,61058586,2023-01-31,267.5
31319183,Gold,21047696,2023-01-31,407.92
31335654,Basic,91072675,2023-01-31,217.33
31367758,Basic,20692177,2023-01-31,536.16
31392168,Basic,12801069,2023-01-31,615.42
31525756,Platinum,21467723,2023-01-31,363.68
31537778,Gold,86784712,2023-01-31,335.19
31541158,Gold,26991348,2023-01-31,215.94
31557275,Gold,09480631,2023-01-31,362.05
31589468,Basic,69031683,2023-01-31,713.44
31594938,Basic,81121130,2023-01-31,486.88
31595213,Basic,80269402,2023-01-31,418.35
31661113,Gold,14512226,2023-01-31,309.32
31670977,Basic,85473694,2023-01-31,385.42
31680976,Gold,35700806,2023-01-31,327.79
31689747,Platinum,04873041,2023-01-31,907.21
31693244,Gold,61073745,2023-01-31,311.41
31759645,Platinum,91212293,2023-01-31,43.92
31770323,Gold,94428213,2023-01-31,666.66
31774984,Gold,03083234,2023-01-31,964.57
31826534,Basic,40807713,2023-01-31,541.64
31830289,Basic,78845546,2023-01-31,816.55
31873155,Gold,98933834,2023-01-31,351.03
31957459,Platinum,08325933,2023-01-31,758.69
31978646,Basic,88467194,2023-01-31,393.51
32019304,Basic,48432681,2023-01-31,961.49
32084810,Gold,53084665,2023-01-31,610.7
32092491,Platinum,68247055,2023-01-31,51.82
32109414,Gold,54614330,2023-01-31,967.31
32131123,Joint,"81915820, 68319772",2023-01-31,758.69
32192958,Platinum,26775795,2023-01-31,209.37
32221529,Gold,30953279,2023-01-31,887.75
32221652,Platinum,55167963,2023-01-31,36.96
32261620,Gold,07661424,2023-01-31,55.43
32275676,Basic,40568053,2023-01-31,889.61
32308270,Gold,50048247,2023-01-31,976.53
32312381,Platinum,11395152,2023-01-31,742.85
32312410,Basic,91702800,2023-01-31,817.47
32370392,Gold,01958523,2023-01-31,369.09
32386770,Basic,70105019,2023-01-31,639.45
32390015,Basic,91485796,2023-01-31,529.35
32400822,Gold,29648464,2023-01-31,987.34
32408166,Basic,25190126,2023-01-31,261.63
32424424,Basic,25900866,2023-01-31,848.04
32474004,Basic,09871326,2023-01-31,509.41
32476086,Basic,41633527,2023-01-31,67.66
32597705,Gold,71890303,2023-01-31,869.89
32641357,Gold,75656526,2023-01-31,12.39
32679915,Gold,73679209,2023-01-31,841.31
32737909,Gold,77118324,2023-01-31,744.1
32803222,Gold,16244085,2023-01-31,827.92
32824719,Platinum,57649244,2023-01-31,502.37
32888555,Basic,40092967,2023-01-31,781.33
32930305,Basic,10761968,2023-01-31,49.71
32934183,Basic,95733394,2023-01-31,917.81
32973728,Basic,09974328,2023-01-31,321.03
32991596,Basic,52549127,2023-01-31,755.92
33014501,Gold,86028572,2023-01-31,454.35
33112628,Basic,13936334,2023-01-31,879.2
33116647,Basic,59471184,2023-01-31,391.76
33159039,Gold,51082055,2023-01-31,100.51
33168725,Gold,21748606,2023-01-31,211.44
33173974,Gold,67535197,2023-01-31,94.47
33202593,Basic,09483755,2023-01-31,329.25
33240853,Platinum,56611209,2023-01-31,985.46
33259781,Basic,92696403,2023-01-31,923.18
33270307,Gold,54346175,2023-01-31,38.51
33348876,Gold,37650407,2023-01-31,267.33
33351056,Gold,26654647,2023-01-31,597.06
33381880,Basic,91627594,2023-01-31,682.27
33403100,Platinum,91971156,2023-01-31,270.23
33414190,Gold,65058794,2023-01-31,204.38
33424425,Gold,72899701,2023-01-31,23.18
33470885,Basic,26051326,2023-01-31,531.96
33505838,Basic,14227144,2023-01-31,76.39
33527603,Gold,02150952,2023-01-31,413.42
33527759,Platinum,37481499,2023-01-31,245.55
33561341,Platinum,82968811,2023-01-31,749.16
33632099,Platinum,97250100,2023-01-31,943.81
33634912,Basic,96705548,2023-01-31,888.99
33749113,Gold,81539289,2023-01-31,590.37
33749812,Gold,24291482,2023-01-31,121.02
33750944,Gold,30883293,2023-01-31,100.44
33771855,Gold,14555124,2023-01-31,886.78
33806253,Platinum,33170611,2023-01-31,847.44
33832864,Joint,"11589612, 96513143",2023-01-31,46.85
33906740,Basic,53412086,2023-01-31,820.46
33914941,Basic,25370977,2023-01-31,665.9
33915504,Platinum,26953524,2023-01-31,742.98
33967237,Platinum,48630789,2023-01-31,324.8
34017695,Basic,78166725,2023-01-31,672.46
34027487,Platinum,50348913,2023-01-31,54.87
34112514,Platinum,25508265,2023-01-31,974.1
34128127,Gold,57153747,2023-01-31,275.83
34158235,Gold,99055845,2023-01-31,50.76
34190086,Gold,92251294,2023-01-31,890.87
34252525,Platinum,22597750,2023-01-31,107.18
34264499,Gold,33110483,2023-01-31,864.86
34275044,Basic,61445573,2023-01-31,532.29
34284479,Gold,57569169,2023-01-31,74.46
34336001,Basic,49496369,2023-01-31,396.75
34351752,Basic,85016262,2023-01-31,30.31
34374766,Basic,76796678,2023-01-31,916.09
34400277,Gold,25267812,2023-01-31,207.59
34403979,Platinum,47237519,2023-01-31,101.14
34461285,Basic,48127297,2023-01-31,149.82
34482885,Gold,69556489,2023-01-31,359.84
34650969,Basic,23142281,2023-01-31,177.82
34681193,Platinum,47004033,2023-01-31,183.13
34866268,Gold,71355157,2023-01-31,516.92
34867145,Gold,79121675,2023-01-31,212.16
34902863,Gold,21811388,2023-01-31,31.36
34908905,Gold,55079356,2023-01-31,887.49
34921262,Gold,31671267,2023-01-31,971.82
34960760,Basic,82019995,2023-01-31,981.79
35038984,Gold,28915182,2023-01-31,566.36
35051369,Basic,93512377,2023-01-31,637.18
35082945,Basic,64848329,2023-01-31,713.95
35083564,Gold,28582029,2023-01-31,599.99
35126236,Gold,04087172,2023-01-31,739.8
35160368,Platinum,54257012,2023-01-31,53.59
35177782,Gold,88451018,2023-01-31,79.03
35194218,Gold,86156240,2023-01-31,842.34
35197451,Basic,47674095,2023-01-31,411.69
35210460,Gold,99829830,2023-01-31,185.3
35293864,Gold,33499472,2023-01-31,592.55
35321469,Basic,33626111,2023-01-31,194.57
35330225,Basic,64616595,2023-01-31,717.9
35345678,Basic,76409263,2023-01-31,381.43
35379604,Gold,34047953,2023-01-31,171.68
35391237,Gold,64005646,2023-01-31,412.06
35391340,Gold,56730017,2023-01-31,886.56
35405748,Platinum,53977448,2023-01-31,19.49
35445202,Basic,74336769,2023-01-31,972.48
35506101,Gold,39867567,2023-01-31,713.65
35510004,Gold,22701486,2023-01-31,723.62
35539408,Basic,80835145,2023-01-31,469.13
35540836,Gold,81905581,2023-01-31,17.91
35549277,Basic,14329904,2023-01-31,505.72
35555120,Gold,24714906,2023-01-31,598.72
35564578,Gold,39971843,2023-01-31,621.37
35574156,Gold,87057926,2023-01-31,471.05
35614465,Gold,50574166,2023-01-31,276.17
35616763,Gold,62991755,2023-01-31,279.43
35633136,Gold,14537251,2023-01-31,603.11
35642953,Gold,52800000,2023-01-31,137.26
35652360,Basic,29915790,2023-01-31,41.81
35698347,Basic,22189884,2023-01-31,258.22
35712712,Gold,93121627,2023-01-31,828.88
35721788,Gold,66744530,2023-01-31,837.07
35726421,Basic,39926530,2023-01-31,379.1
35746207,Platinum,59569516,2023-01-31,785.36
35762783,Platinum,38458244,2023-01-31,346.14
35772673,Gold,01004731,2023-01-31,517.9
35799522,Basic,89060064,2023-01-31,750.79
35805852,Basic,25130790,2023-01-31,886.37
35827625,Basic,56538113,2023-01-31,445.63
35869347,Gold,51152895,2023-01-31,768.74
35948735,Platinum,88507045,2023-01-31,117.14
35996817,Platinum,30085507,2023-01-31,187.89
36007496,Basic,25314338,2023-01-31,239.44
36106467,Gold,55333685,2023-01-31,720.17
36110938,Gold,47342581,2023-01-31,532.77
36112473,Gold,64646257,2023-01-31,530.67
36114551,Joint,"94427744, 85245755",2023-01-31,876.22
36126802,Platinum,06555938,2023-01-31,617.04
36131723,Basic,58142325,2023-01-31,602.96
36141472,Basic,65639934,2023-01-31,656.7
36143004,Gold,19931271,2023-01-31,256.22
36171568,Gold,07955303,2023-01-31,343.44
36192947,Gold,44496405,2023-01-31,744.33
36197772,Basic,89666507,2023-01-31,962.03
36258926,Basic,35709659,2023-01-31,549.71
36259936,Gold,93710792,2023-01-31,628.23
36296704,Basic,36928251,2023-01-31,491.31
36327122,Gold,84996627,2023-01-31,808.81
36389309,Platinum,49643238,2023-01-31,469.45
36393557,Basic,11229225,2023-01-31,407.12
36419197,Basic,90878295,2023-01-31,627.78
36425954,Gold,44498467,2023-01-31,93.85
36519974,Platinum,67992334,2023-01-31,922.41
36549889,Basic,63345588,2023-01-31,760.2
36551112,Joint,"13639076, 82390119",2023-01-31,976.02
36596942,Basic,61783729,2023-01-31,550.9
36611100,Gold,84067720,2023-01-31,485.06
36636385,Gold,01080018,2023-01-31,985.55
36668239,Basic,51630527,2023-01-31,566.32
36692647,Gold,47610942,2023-01-31,710.29
36696277,Gold,50113535,2023-01-31,395.42
36725272,Basic,62022022,2023-01-31,52.82
36837451,Gold,40232666,2023-01-31,429.52
36841261,Platinum,08893210,2023-01-31,172.37
36849841,Gold,11311658,2023-01-31,593.56
36871984,Basic,89190869,2023-01-31,949.89
36949196,Platinum,95536480,2023-01-31,614.22
36982820,Gold,44313496,2023-01-31,833.46
37004975,Basic,78209509,2023-01-31,635.77
37017424,Basic,08434185,2023-01-31,71.34
37062632,Gold,45737262,2023-01-31,366.72
37146521,Platinum,00278154,2023-01-31,471.64
37164421,Gold,90073871,2023-01-31,302.68
37247834,Gold,65598253,2023-01-31,319.19
37256412,Gold,62294750,2023-01-31,24.43
37267391,Basic,48955985,2023-01-31,819.11
37273974,Basic,07131244,2023-01-31,533.14
37274865,Platinum,10098095,2023-01-31,95.23
37297429,Gold,79999260,2023-01-31,693.82
37319261,Basic,41867130,2023-01-31,574.42
37369245,Gold,24436370,2023-01-31,446.65
37407392,Platinum,80609649,2023-01-31,822.17
37443706,Gold,30332672,2023-01-31,621.08
37503622,Gold,74993234,2023-01-31,630.18
37510139,Gold,91551763,2023-01-31,546.33
37528735,Platinum,59394596,2023-01-31,368.39
37561049,Platinum,83296882,2023-01-31,903.95
37599317,Basic,55665073,2023-01-31,177.32
37642787,Gold,77420822,2023-01-31,396.03
37658218,Basic,74753436,2023-01-31,561.27
37678813,Basic,85861976,2023-01-31,767.56
37767441,Gold,55011478,2023-01-31,726.46
37789180,Gold,33936785,2023-01-31,854.05
37796234,Gold,99560093,2023-01-31,992.46
37830423,Platinum,35377477,2023-01-31,285.5
37878074,Basic,02335740,2023-01-31,647.56
37905098,Gold,34829859,2023-01-31,389.98
37936898,Gold,02812975,2023-01-31,745.79
37945317,Basic,25313247,2023-01-31,8.24
37953007,Basic,48252046,2023-01-31,440.78
38032055,Gold,66522209,2023-01-31,416.47
38038623,Gold,03038105,2023-01-31,526.98
38124225,Gold,45992804,2023-01-31,943.59
38157078,Basic,81021645,2023-01-31,756.55
38224160,Basic,15203079,2023-01-31,701.82
38291062,Basic,12028708,2023-01-31,486.68
38316158,Gold,75856615,2023-01-31,138.4
38346624,Gold,52322740,2023-01-31,740.09
38395807,Basic,17340374,2023-01-31,463.52
38428295,Basic,34310741,2023-01-31,690.12
38429514,Basic,27080723,2023-01-31,627.62
38442044,Gold,58004543,2023-01-31,106.95
38487215,Gold,13709133,2023-01-31,780.01
38495059,Gold,97553464,2023-01-31,14.18
38502892,Basic,76946264,2023-01-31,600.32
38528119,Basic,27058059,2023-01-31,165.9
38558525,Platinum,66908525,2023-01-31,833.07
38564653,Basic,44954879,2023-01-31,647.95
38587383,Gold,70615980,2023-01-31,579.12
38606148,Gold,35531295,2023-01-31,956.59
38627867,Basic,06435379,2023-01-31,132.74
38690875,Platinum,74090283,2023-01-31,320.39
38740782,Platinum,00736779,2023-01-31,702.64
38749064,Gold,11822535,2023-01-31,569.98
38764064,Basic,84678960,2023-01-31,648.12
38780970,Platinum,94109871,2023-01-31,846.59
38839019,Gold,50795329,2023-01-31,187.15
38903150,Basic,97947050,2023-01-31,263.28
38921478,Gold,58538323,2023-01-31,641.48
38957380,Gold,12349205,2023-01-31,37.95
38969279,Gold,62429538,2023-01-31,195.74
38990596,Gold,91539300,2023-01-31,108.78
38991889,Basic,98384742,2023-01-31,292.35
39001531,Platinum,02954403,2023-01-31,882.34
39013360,Joint,"78561748, 63534356",2023-01-31,987.76
39061853,Basic,38210489,2023-01-31,353.93
39093565,Basic,08430162,2023-01-31,107.2
39097663,Basic,42008538,2023-01-31,326.42
39122920,Platinum,41132119,2023-01-31,445.68
39123048,Gold,25621122,2023-01-31,687.59
39160879,Gold,82553279,2023-01-31,444.15
39161053,Gold,58940170,2023-01-31,375.28
39267013,Basic,36802473,2023-01-31,516.74
39298122,Platinum,23072733,2023-01-31,607.25
39360799,Platinum,15112201,2023-01-31,379.72
39386771,Basic,52103007,2023-01-31,171.52
39398476,Gold,05439992,2023-01-31,541.52
39400991,Basic,52791654,2023-01-31,896.44
39402264,Gold,73519658,2023-01-31,993.04
39427922,Platinum,98995896,2023-01-31,794.1
39491241,Gold,80901114,2023-01-31,564
39502821,Gold,26972090,2023-01-31,924.88
39504855,Platinum,02628609,2023-01-31,890.63
39516154,Gold,43881787,2023-01-31,620.87
39516203,Basic,25074037,2023-01-31,689.19
39529729,Gold,73144789,2023-01-31,425.66
39542358,Basic,37518163,2023-01-31,671.28
39590347,Gold,77222761,2023-01-31,180.22
39602737,Platinum,65962298,2023-01-31,881.44
39620163,Platinum,20393847,2023-01-31,126.08
39623640,Platinum,22741696,2023-01-31,617.74
39662559,Gold,32150915,2023-01-31,536.88
39684993,Gold,42525255,2023-01-31,168.99
39710099,Gold,61465279,2023-01-31,155.88
39744047,Platinum,20154140,2023-01-31,505.93
39749381,Basic,15674501,2023-01-31,576.13
39772392,Gold,69452505,2023-01-31,370.34
39822234,Basic,99064632,2023-01-31,718.73
39863459,Gold,18572112,2023-01-31,387.4
39875057,Gold,78022489,2023-01-31,126.02
39920664,Gold,23585501,2023-01-31,627.45
39974803,Platinum,60172427,2023-01-31,567.93
40004707,Gold,65737515,2023-01-31,206.15
40039031,Gold,85969311,2023-01-31,124.72
40048102,Platinum,95704743,2023-01-31,519.25
40082477,Gold,83174850,2023-01-31,171.74
40082950,Basic,43239893,2023-01-31,322.41
40091206,Gold,67385979,2023-01-31,812.34
40098771,Basic,69528108,2023-01-31,742.62
40098912,Basic,80156871,2023-01-31,951.18
40112082,Gold,51768902,2023-01-31,289.68
40127778,Basic,38711533,2023-01-31,196.74
40176462,Basic,13440566,2023-01-31,193.24
40189934,Gold,80955918,2023-01-31,804.21
40224914,Basic,92835611,2023-01-31,53.1
40247376,Gold,18060504,2023-01-31,209.78
40374724,Gold,97109669,2023-01-31,692.58
40436811,Basic,68519043,2023-01-31,445.93
40507682,Gold,71575284,2023-01-31,524.63
40530538,Gold,15661240,2023-01-31,364.98
40548885,Basic,10594839,2023-01-31,160.32
40550712,Gold,59135495,2023-01-31,511.4
40551490,Basic,13651634,2023-01-31,569.45
40600852,Basic,00267818,2023-01-31,15.08
40631802,Basic,72704394,2023-01-31,104.96
40673170,Basic,83618496,2023-01-31,124.66
40712298,Joint,"86277626, 02651830",2023-01-31,781.72
40745545,Basic,14182080,2023-01-31,460.29
40745965,Gold,76131665,2023-01-31,654.15
40797438,Basic,14837725,2023-01-31,679.38
40813783,Gold,24705999,2023-01-31,288.51
40872555,Gold,77433044,2023-01-31,115.88
40898013,Basic,30985609,2023-01-31,650.33
40906801,Gold,19500096,2023-01-31,83.77
41022448,Joint,"46836200, 72509981",2023-01-31,37.89
41036701,Gold,91919037,2023-01-31,249.29
41038634,Platinum,37385272,2023-01-31,802.08
41085190,Basic,16982197,2023-01-31,78.73
41170515,Basic,15970555,2023-01-31,713.46
41194009,Basic,18113297,2023-01-31,585.15
41211432,Gold,28741740,2023-01-31,205
41245288,Gold,86165486,2023-01-31,540.61
41245805,Basic,40825493,2023-01-31,753.91
41252281,Gold,32690875,2023-01-31,834.88
41282329,Gold,50169321,2023-01-31,80.32
41356963,Gold,14217917,2023-01-31,398.3
41420018,Gold,78769469,2023-01-31,816.5
41542689,Gold,35634369,2023-01-31,246.73
41561470,Gold,70010884,2023-01-31,750.8
41574018,Platinum,70821487,2023-01-31,254.89
41584073,Platinum,06612789,2023-01-31,561.74
41664336,Basic,15981216,2023-01-31,853.37
41706310,Platinum,68523558,2023-01-31,126.08
41716822,Gold,69600677,2023-01-31,418.05
41741558,Gold,48571727,2023-01-31,435.71
41755476,Basic,91537902,2023-01-31,72.71
41773473,Basic,09734327,2023-01-31,355
41778536,Platinum,72192315,2023-01-31,722.03
41852767,Basic,61886074,2023-01-31,993.36
41879906,Basic,34287638,2023-01-31,29.05
41881442,Basic,54865763,2023-01-31,650.34
41914097,Basic,58489751,2023-01-31,921.06
41919083,Basic,44388049,2023-01-31,884.52
41954037,Platinum,90831161,2023-01-31,768.8
41972741,Gold,63961186,2023-01-31,374.09
41981752,Basic,05151081,2023-01-31,843.61
42017456,Basic,50926457,2023-01-31,947.67
42181728,Gold,03025111,2023-01-31,51.89
42202867,Gold,14296889,2023-01-31,614.83
42232896,Gold,99068136,2023-01-31,647.99
42235537,Basic,49493557,2023-01-31,165.2
42245590,Gold,76509276,2023-01-31,229.01
42255054,Gold,13917841,2023-01-31,550.4
42268900,Gold,39942648,2023-01-31,521.35
42300418,Gold,11007711,2023-01-31,151.39
42311039,Gold,19199010,2023-01-31,98.95
42322494,Gold,83964918,2023-01-31,486.58
42340050,Basic,61687744,2023-01-31,935.61
42396753,Basic,91401926,2023-01-31,628.86
42509068,Gold,43895840,2023-01-31,890.56
42515631,Gold,86653015,2023-01-31,186.74
42546381,Gold,10655417,2023-01-31,409.3
42589255,Gold,85453443,2023-01-31,282.84
42602631,Gold,59668850,2023-01-31,539.62
42652193,Gold,75578843,2023-01-31,566.53
42726921,Basic,15970213,2023-01-31,590.15
42726928,Platinum,83830416,2023-01-31,601.3
42746180,Gold,21573282,2023-01-31,12.15
42752982,Basic,88921863,2023-01-31,526.19
42783101,Gold,21705549,2023-01-31,289.82
42813808,Platinum,21302449,2023-01-31,633.08
42838186,Gold,43499450,2023-01-31,466.48
42882563,Basic,90976489,2023-01-31,419.69
42889744,Platinum,59294702,2023-01-31,223.01
43017336,Platinum,81278660,2023-01-31,935.99
43017598,Gold,86400110,2023-01-31,151.6
43032836,Basic,38446934,2023-01-31,386.83
43064169,Basic,60315798,2023-01-31,555.44
43074888,Basic,19123222,2023-01-31,779.86
43080619,Gold,00944068,2023-01-31,426.64
43140934,Platinum,10107183,2023-01-31,820.81
43257373,Gold,36161243,2023-01-31,483.49
43265708,Basic,10620629,2023-01-31,814
43312288,Platinum,28836091,2023-01-31,830.91
43329727,Gold,18734931,2023-01-31,477.69
43330367,Platinum,86588183,2023-01-31,172.38
43338400,Basic,17745182,2023-01-31,783.12
43354643,Basic,07896093,2023-01-31,863.38
43365633,Gold,57014024,2023-01-31,57.11
43368978,Gold,13021708,2023-01-31,133.07
43387803,Platinum,05970447,2023-01-31,646.4
43417466,Joint,"28143271, 48150291",2023-01-31,874.02
43420385,Platinum,02712087,2023-01-31,881.49
43453543,Gold,46935950,2023-01-31,890.67
43490748,Gold,99114958,2023-01-31,807.92
43499771,Gold,35613452,2023-01-31,28.4
43541008,Gold,66489980,2023-01-31,413.2
43597919,Platinum,18361035,2023-01-31,906.64
43616790,Gold,99599289,2023-01-31,365.67
43623061,Gold,52850956,2023-01-31,724.39
43772330,Joint,"17346825, 98580711",2023-01-31,701.52
43781476,Gold,63473321,2023-01-31,28.83
43811112,Gold,79342137,2023-01-31,99.92
43830772,Gold,75294584,2023-01-31,158.17
43843937,Basic,86783981,2023-01-31,79.03
43858112,Gold,17407372,2023-01-31,641.78
43860538,Gold,33576734,2023-01-31,478.05
43892675,Basic,85904052,2023-01-31,997.95
43930935,Gold,36406169,2023-01-31,651.22
43979238,Gold,13253933,2023-01-31,68.08
44007497,Platinum,59278491,2023-01-31,331.92
44009985,Platinum,49074813,2023-01-31,763.43
44019515,Platinum,48205365,2023-01-31,312.63
44066457,Basic,95080512,2023-01-31,18.09
44075619,Platinum,16591003,2023-01-31,979
44130477,Platinum,94182963,2023-01-31,918
44133867,Platinum,54780635,2023-01-31,358.61
44140049,Basic,37331335,2023-01-31,372.02
44145489,Gold,37020061,2023-01-31,635.75
44162563,Platinum,22028992,2023-01-31,325.77
44164363,Gold,41991261,2023-01-31,998.43
44228646,Platinum,48059914,2023-01-31,651.3
44234432,Basic,46780896,2023-01-31,399.17
44239230,Platinum,05634387,2023-01-31,390.94
44242297,Basic,81377727,2023-01-31,388.02
44243236,Gold,26657467,2023-01-31,797.95
44272912,Gold,05859329,2023-01-31,448.18
44281556,Gold,15702160,2023-01-31,70.7
44310966,Gold,15287262,2023-01-31,361.02
44317934,Gold,16507343,2023-01-31,920.21
44331942,Basic,43841148,2023-01-31,389.13
44358901,Gold,25136303,2023-01-31,576.73
44364430,Gold,08536668,2023-01-31,306.44
44368280,Gold,79114337,2023-01-31,291.54
44378133,Basic,25927316,2023-01-31,721.21
44389169,Gold,13681150,2023-01-31,978.69
44413402,Joint,"41480410, 87752795",2023-01-31,75.55
44427272,Gold,82418659,2023-01-31,970.1
44474369,Gold,86144002,2023-01-31,663.93
44516940,Gold,26616249,2023-01-31,930.17
44537960,Gold,92482138,2023-01-31,675.03
44564500,Gold,74629517,2023-01-31,355.18
44586370,Gold,52060262,2023-01-31,440.56
44626164,Basic,83863026,2023-01-31,915.14
44662337,Basic,70352857,2023-01-31,768.12
44701536,Gold,37366312,2023-01-31,995.4
44711172,Gold,18215644,2023-01-31,382.83
44759468,Gold,75531961,2023-01-31,962.91
44794340,Gold,59556332,2023-01-31,488.91
44812075,Basic,32596411,2023-01-31,863.71
44816910,Basic,88007891,2023-01-31,185.51
44873253,Gold,93022173,2023-01-31,660.51
44902994,Basic,38763037,2023-01-31,790.34
44912164,Basic,72953865,2023-01-31,355.61
45015534,Basic,49036645,2023-01-31,215.54
45015570,Platinum,60230225,2023-01-31,905.57
45020832,Basic,18775761,2023-01-31,104.89
45021115,Basic,74849834,2023-01-31,464.27
45021398,Gold,29688014,2023-01-31,783.24
45026430,Gold,09609191,2023-01-31,745.31
45027876,Gold,22090819,2023-01-31,80.13
45029598,Gold,30124635,2023-01-31,558.87
45067158,Basic,72419110,2023-01-31,115.23
45089475,Gold,09075825,2023-01-31,676.92
45111669,Gold,02860335,2023-01-31,459.28
45161114,Basic,87518472,2023-01-31,282.6
45196342,Gold,48875359,2023-01-31,402.48
45238909,Gold,62482016,2023-01-31,904.83
45242171,Platinum,47758517,2023-01-31,174.66
45253870,Basic,87506602,2023-01-31,273.37
45275334,Gold,57682709,2023-01-31,49.55
45397824,Basic,09569867,2023-01-31,741.62
45519330,Gold,07508128,2023-01-31,840.22
45543867,Basic,79927146,2023-01-31,419.92
45558696,Basic,84299544,2023-01-31,760.19
45611838,Gold,47894104,2023-01-31,784.55
45631973,Platinum,25852850,2023-01-31,762.7
45639009,Basic,73965497,2023-01-31,489.05
45688415,Gold,73942413,2023-01-31,686.92
45706674,Basic,04564384,2023-01-31,390.73
45740727,Basic,22561238,2023-01-31,904.27
45790907,Basic,15667286,2023-01-31,567.67
45816894,Gold,17744712,2023-01-31,227.68
45822265,Basic,53505952,2023-01-31,881.34
45829157,Platinum,05714160,2023-01-31,361.77
45859156,Gold,46451598,2023-01-31,644.5
45960045,Platinum,31158936,2023-01-31,853.47
45974864,Platinum,72524865,2023-01-31,957.27
46012936,Basic,21011115,2023-01-31,120.79
46059921,Basic,23895954,2023-01-31,905.78
