Salesperson,Date,Bike Type,Sales,YTD Total
Jenny,03/11/2021,Gravel,38.0,24839.0
Jenny,04/11/2021,Gravel,92.0,24839.0
Jenny,05/11/2021,Gravel,26.0,24839.0
Jenny,06/11/2021,Gravel,18.0,24839.0
Jenny,07/11/2021,Gravel,80.0,24839.0
Jenny,08/11/2021,Gravel,80.0,24839.0
Jenny,09/11/2021,Gravel,42.0,24839.0
Jenny,10/11/2021,Gravel,55.0,24839.0
Jenny,11/11/2021,Gravel,8.0,24839.0
Jenny,12/11/2021,Gravel,46.0,24839.0
Jenny,13/11/2021,Gravel,81.0,24839.0
Jenny,14/11/2021,Gravel,37.0,24839.0
Jenny,15/11/2021,Gravel,4.0,24839.0
Jenny,16/11/2021,Gravel,48.0,24839.0
Jenny,17/11/2021,Gravel,54.0,24839.0
Jenny,18/11/2021,Gravel,17.0,24839.0
Jenny,19/11/2021,Gravel,9.0,24839.0
Jenny,20/11/2021,Gravel,63.0,24839.0
Jenny,21/11/2021,Gravel,60.0,24839.0
Jenny,22/11/2021,Gravel,33.0,24839.0
Jenny,23/11/2021,Gravel,39.0,24839.0
Jenny,24/11/2021,Gravel,97.0,24839.0
Jenny,25/11/2021,Gravel,7.0,24839.0
Jenny,26/11/2021,Gravel,26.0,24839.0
Jenny,27/11/2021,Gravel,71.0,24839.0
Jenny,28/11/2021,Gravel,69.0,24839.0
Jenny,29/11/2021,Gravel,72.0,24839.0
Jenny,30/11/2021,Gravel,94.0,24839.0
Tom,01/11/2021,Gravel,30.0,78772.0
Tom,02/11/2021,Gravel,56.0,78772.0
Tom,03/11/2021,Gravel,77.0,78772.0
Tom,04/11/2021,Gravel,37.0,78772.0
Tom,05/11/2021,Gravel,69.0,78772.0
Tom,06/11/2021,Gravel,62.0,78772.0
Tom,07/11/2021,Gravel,53.0,78772.0
Tom,08/11/2021,Gravel,77.0,78772.0
Tom,09/11/2021,Gravel,84.0,78772.0
Tom,10/11/2021,Gravel,22.0,78772.0
Tom,11/11/2021,Gravel,62.0,78772.0
Tom,12/11/2021,Gravel,68.0,78772.0
Tom,13/11/2021,Gravel,15.0,78772.0
Tom,14/11/2021,Gravel,7.0,78772.0
Tom,15/11/2021,Gravel,9.0,78772.0
Tom,16/11/2021,Gravel,29.0,78772.0
Tom,17/11/2021,Gravel,70.0,78772.0
Tom,18/11/2021,Gravel,95.0,78772.0
Tom,19/11/2021,Gravel,60.0,78772.0
Tom,20/11/2021,Gravel,26.0,78772.0
Tom,21/11/2021,Gravel,10.0,78772.0
Tom,22/11/2021,Gravel,99.0,78772.0
Tom,23/11/2021,Gravel,37.0,78772.0
Tom,24/11/2021,Gravel,57.0,78772.0
Tom,25/11/2021,Gravel,15.0,78772.0
Tom,26/11/2021,Gravel,91.0,78772.0
Tom,27/11/2021,Gravel,28.0,78772.0
Tom,28/11/2021,Gravel,73.0,78772.0
Tom,29/11/2021,Gravel,62.0,78772.0
Tom,30/11/2021,Gravel,48.0,78772.0
Carl,01/01/2022,Gravel,,10.0
Carl,02/01/2022,Gravel,,10.0
Carl,03/01/2022,Gravel,,10.0
Carl,04/01/2022,Gravel,,10.0
Carl,05/01/2022,Gravel,,10.0
Carl,06/01/2022,Gravel,,10.0
Carl,07/01/2022,Gravel,,10.0
Carl,08/01/2022,Gravel,,10.0
Carl,09/01/2022,Gravel,,10.0
Carl,10/01/2022,Gravel,,10.0
Ollie,01/01/2022,Gravel,1.0,10.0
Ollie,02/01/2022,Gravel,1.0,10.0
Ollie,03/01/2022,Gravel,1.0,10.0
Ollie,04/01/2022,Gravel,1.0,10.0
Ollie,05/01/2022,Gravel,1.0,10.0
Ollie,06/01/2022,Gravel,1.0,10.0
Ollie,07/01/2022,Gravel,1.0,10.0
Ollie,08/01/2022,Gravel,1.0,10.0
Ollie,09/01/2022,Gravel,1.0,10.0
Ollie,10/01/2022,Gravel,1.0,10.0
Carl,01/10/2021,Mountain,25.0,32768.0
Carl,02/10/2021,Mountain,63.0,32768.0
Carl,03/10/2021,Mountain,40.0,32768.0
Carl,04/10/2021,Mountain,55.0,32768.0
Carl,05/10/2021,Mountain,62.0,32768.0
Carl,06/10/2021,Mountain,27.0,32768.0
Carl,07/10/2021,Mountain,4.0,32768.0
Carl,08/10/2021,Mountain,51.0,32768.0
Carl,09/10/2021,Mountain,64.0,32768.0
Carl,10/10/2021,Mountain,51.0,32768.0
Carl,11/10/2021,Mountain,56.0,32768.0
Carl,12/10/2021,Mountain,98.0,32768.0
Carl,13/10/2021,Mountain,74.0,32768.0
Carl,14/10/2021,Mountain,41.0,32768.0
Carl,15/10/2021,Mountain,19.0,32768.0
Carl,16/10/2021,Mountain,97.0,32768.0
Carl,17/10/2021,Mountain,100.0,32768.0
Carl,18/10/2021,Mountain,41.0,32768.0
Carl,19/10/2021,Mountain,56.0,32768.0
Carl,20/10/2021,Mountain,36.0,32768.0
Carl,21/10/2021,Mountain,20.0,32768.0
Carl,22/10/2021,Mountain,46.0,32768.0
Carl,23/10/2021,Mountain,64.0,32768.0
Carl,24/10/2021,Mountain,44.0,32768.0
Carl,25/10/2021,Mountain,61.0,32768.0
Carl,26/10/2021,Mountain,53.0,32768.0
Carl,27/10/2021,Mountain,35.0,32768.0
Carl,28/10/2021,Mountain,99.0,32768.0
Carl,29/10/2021,Mountain,76.0,32768.0
Carl,30/10/2021,Mountain,40.0,32768.0
Carl,31/10/2021,Mountain,35.0,32768.0
Ollie,01/10/2021,Mountain,67.0,45627.0
Ollie,02/10/2021,Mountain,95.0,45627.0
Ollie,03/10/2021,Mountain,94.0,45627.0
Ollie,04/10/2021,Mountain,100.0,45627.0
Ollie,05/10/2021,Mountain,50.0,45627.0
Ollie,06/10/2021,Mountain,80.0,45627.0
Ollie,07/10/2021,Mountain,61.0,45627.0
Ollie,08/10/2021,Mountain,34.0,45627.0
Ollie,09/10/2021,Mountain,6.0,45627.0
Ollie,10/10/2021,Mountain,7.0,45627.0
Ollie,11/10/2021,Mountain,64.0,45627.0
Ollie,12/10/2021,Mountain,1.0,45627.0
Ollie,13/10/2021,Mountain,62.0,45627.0
Ollie,14/10/2021,Mountain,38.0,45627.0
Ollie,15/10/2021,Mountain,83.0,45627.0
Ollie,16/10/2021,Mountain,53.0,45627.0
Ollie,17/10/2021,Mountain,7.0,45627.0
Ollie,18/10/2021,Mountain,66.0,45627.0
Ollie,19/10/2021,Mountain,62.0,45627.0
Ollie,20/10/2021,Mountain,86.0,45627.0
Ollie,21/10/2021,Mountain,58.0,45627.0
Ollie,22/10/2021,Mountain,8.0,45627.0
Ollie,23/10/2021,Mountain,100.0,45627.0
Ollie,24/10/2021,Mountain,82.0,45627.0
Ollie,25/10/2021,Mountain,32.0,45627.0
Ollie,26/10/2021,Mountain,68.0,45627.0
Ollie,27/10/2021,Mountain,9.0,45627.0
Ollie,28/10/2021,Mountain,22.0,45627.0
Ollie,29/10/2021,Mountain,98.0,45627.0
Ollie,30/10/2021,Mountain,56.0,45627.0
Ollie,31/10/2021,Mountain,93.0,45627.0
Lorna,01/10/2021,Mountain,51.0,64704.0
Lorna,02/10/2021,Mountain,75.0,64704.0
Lorna,03/10/2021,Mountain,32.0,64704.0
Lorna,04/10/2021,Mountain,43.0,64704.0
Lorna,05/10/2021,Mountain,57.0,64704.0
Lorna,06/10/2021,Mountain,56.0,64704.0
Lorna,07/10/2021,Mountain,71.0,64704.0
Lorna,08/10/2021,Mountain,71.0,64704.0
Lorna,09/10/2021,Mountain,31.0,64704.0
Lorna,10/10/2021,Mountain,74.0,64704.0
Lorna,11/10/2021,Mountain,31.0,64704.0
Lorna,12/10/2021,Mountain,85.0,64704.0
Lorna,13/10/2021,Mountain,63.0,64704.0
Lorna,14/10/2021,Mountain,79.0,64704.0
Lorna,15/10/2021,Mountain,64.0,64704.0
Lorna,16/10/2021,Mountain,3.0,64704.0
Lorna,17/10/2021,Mountain,48.0,64704.0
Lorna,18/10/2021,Mountain,11.0,64704.0
Lorna,19/10/2021,Mountain,90.0,64704.0
Lorna,20/10/2021,Mountain,98.0,64704.0
Lorna,21/10/2021,Mountain,97.0,64704.0
Lorna,22/10/2021,Mountain,45.0,64704.0
Lorna,23/10/2021,Mountain,29.0,64704.0
Lorna,24/10/2021,Mountain,82.0,64704.0
Lorna,25/10/2021,Mountain,76.0,64704.0
Lorna,26/10/2021,Mountain,94.0,64704.0
Lorna,27/10/2021,Mountain,67.0,64704.0
Lorna,28/10/2021,Mountain,65.0,64704.0
Lorna,29/10/2021,Mountain,0.0,64704.0
Lorna,30/10/2021,Mountain,29.0,64704.0
Lorna,31/10/2021,Mountain,37.0,64704.0
Jenny,01/10/2021,Mountain,25.0,20707.0
Jenny,02/10/2021,Mountain,95.0,20707.0
Jenny,03/10/2021,Mountain,37.0,20707.0
Jenny,04/10/2021,Mountain,5.0,20707.0
Jenny,05/10/2021,Mountain,46.0,20707.0
Jenny,06/10/2021,Mountain,93.0,20707.0
Jenny,07/10/2021,Mountain,52.0,20707.0
Jenny,08/10/2021,Mountain,14.0,20707.0
Jenny,09/10/2021,Mountain,72.0,20707.0
Jenny,10/10/2021,Mountain,58.0,20707.0
Jenny,11/10/2021,Mountain,7.0,20707.0
Jenny,12/10/2021,Mountain,66.0,20707.0
Jenny,13/10/2021,Mountain,94.0,20707.0
Jenny,14/10/2021,Mountain,27.0,20707.0
Jenny,15/10/2021,Mountain,24.0,20707.0
Jenny,16/10/2021,Mountain,53.0,20707.0
Jenny,17/10/2021,Mountain,79.0,20707.0
Jenny,18/10/2021,Mountain,26.0,20707.0
Jenny,19/10/2021,Mountain,51.0,20707.0
Jenny,20/10/2021,Mountain,31.0,20707.0
Jenny,21/10/2021,Mountain,52.0,20707.0
Jenny,22/10/2021,Mountain,23.0,20707.0
Jenny,23/10/2021,Mountain,14.0,20707.0
Jenny,24/10/2021,Mountain,31.0,20707.0
Jenny,25/10/2021,Mountain,9.0,20707.0
Jenny,26/10/2021,Mountain,72.0,20707.0
Jenny,27/10/2021,Mountain,83.0,20707.0
Jenny,28/10/2021,Mountain,75.0,20707.0
Jenny,29/10/2021,Mountain,83.0,20707.0
Jenny,30/10/2021,Mountain,39.0,20707.0
Jenny,31/10/2021,Mountain,100.0,20707.0
Tom,01/10/2021,Mountain,75.0,74377.0
Tom,02/10/2021,Mountain,68.0,74377.0
Tom,03/10/2021,Mountain,31.0,74377.0
Tom,04/10/2021,Mountain,75.0,74377.0
Tom,05/10/2021,Mountain,11.0,74377.0
Tom,06/10/2021,Mountain,41.0,74377.0
Tom,07/10/2021,Mountain,78.0,74377.0
Tom,08/10/2021,Mountain,97.0,74377.0
Tom,09/10/2021,Mountain,33.0,74377.0
Tom,10/10/2021,Mountain,77.0,74377.0
Tom,11/10/2021,Mountain,32.0,74377.0
Tom,12/10/2021,Mountain,0.0,74377.0
Tom,13/10/2021,Mountain,71.0,74377.0
Tom,14/10/2021,Mountain,24.0,74377.0
Tom,15/10/2021,Mountain,99.0,74377.0
Tom,16/10/2021,Mountain,91.0,74377.0
Tom,17/10/2021,Mountain,51.0,74377.0
Tom,18/10/2021,Mountain,87.0,74377.0
Tom,19/10/2021,Mountain,57.0,74377.0
Tom,20/10/2021,Mountain,23.0,74377.0
Tom,21/10/2021,Mountain,63.0,74377.0
Tom,22/10/2021,Mountain,42.0,74377.0
Tom,23/10/2021,Mountain,61.0,74377.0
Tom,24/10/2021,Mountain,98.0,74377.0
Tom,25/10/2021,Mountain,89.0,74377.0
Tom,26/10/2021,Mountain,25.0,74377.0
Tom,27/10/2021,Mountain,58.0,74377.0
Tom,28/10/2021,Mountain,33.0,74377.0
Tom,29/10/2021,Mountain,67.0,74377.0
Tom,30/10/2021,Mountain,75.0,74377.0
Tom,31/10/2021,Mountain,60.0,74377.0
Carl,01/11/2021,Mountain,22.0,37811.0
Carl,02/11/2021,Mountain,73.0,37811.0
Carl,03/11/2021,Mountain,73.0,37811.0
Carl,04/11/2021,Mountain,12.0,37811.0
Carl,05/11/2021,Mountain,27.0,37811.0
Carl,06/11/2021,Mountain,91.0,37811.0
Carl,07/11/2021,Mountain,33.0,37811.0
Carl,08/11/2021,Mountain,98.0,37811.0
Carl,09/11/2021,Mountain,82.0,37811.0
Carl,10/11/2021,Mountain,30.0,37811.0
Carl,11/11/2021,Mountain,10.0,37811.0
Carl,12/11/2021,Mountain,99.0,37811.0
Carl,13/11/2021,Mountain,48.0,37811.0
Carl,14/11/2021,Mountain,63.0,37811.0
Carl,15/11/2021,Mountain,66.0,37811.0
Carl,16/11/2021,Mountain,52.0,37811.0
Carl,17/11/2021,Mountain,76.0,37811.0
Carl,18/11/2021,Mountain,49.0,37811.0
Carl,19/11/2021,Mountain,16.0,37811.0
Carl,20/11/2021,Mountain,67.0,37811.0
Carl,21/11/2021,Mountain,7.0,37811.0
Carl,22/11/2021,Mountain,0.0,37811.0
Carl,23/11/2021,Mountain,56.0,37811.0
Carl,24/11/2021,Mountain,31.0,37811.0
Carl,25/11/2021,Mountain,89.0,37811.0
Carl,26/11/2021,Mountain,66.0,37811.0
Carl,27/11/2021,Mountain,5.0,37811.0
Carl,28/11/2021,Mountain,92.0,37811.0
Carl,29/11/2021,Mountain,90.0,37811.0
Carl,30/11/2021,Mountain,65.0,37811.0
Ollie,01/11/2021,Mountain,93.0,50305.0
Ollie,02/11/2021,Mountain,50.0,50305.0
Ollie,03/11/2021,Mountain,83.0,50305.0
Ollie,04/11/2021,Mountain,12.0,50305.0
Ollie,05/11/2021,Mountain,13.0,50305.0
Ollie,06/11/2021,Mountain,48.0,50305.0
Ollie,07/11/2021,Mountain,47.0,50305.0
Ollie,08/11/2021,Mountain,5.0,50305.0
Ollie,09/11/2021,Mountain,20.0,50305.0
Ollie,10/11/2021,Mountain,75.0,50305.0
Ollie,11/11/2021,Mountain,74.0,50305.0
Ollie,12/11/2021,Mountain,61.0,50305.0
Ollie,13/11/2021,Mountain,34.0,50305.0
Ollie,14/11/2021,Mountain,63.0,50305.0
Ollie,15/11/2021,Mountain,24.0,50305.0
Ollie,16/11/2021,Mountain,43.0,50305.0
Ollie,17/11/2021,Mountain,41.0,50305.0
Ollie,18/11/2021,Mountain,91.0,50305.0
Ollie,19/11/2021,Mountain,60.0,50305.0
Ollie,20/11/2021,Mountain,18.0,50305.0
Ollie,21/11/2021,Mountain,35.0,50305.0
Ollie,22/11/2021,Mountain,20.0,50305.0
Ollie,23/11/2021,Mountain,54.0,50305.0
Ollie,24/11/2021,Mountain,51.0,50305.0
Ollie,25/11/2021,Mountain,23.0,50305.0
Ollie,26/11/2021,Mountain,24.0,50305.0
Ollie,27/11/2021,Mountain,55.0,50305.0
Ollie,28/11/2021,Mountain,46.0,50305.0
Ollie,29/11/2021,Mountain,45.0,50305.0
Ollie,30/11/2021,Mountain,71.0,50305.0
Lorna,01/11/2021,Mountain,80.0,69113.0
Lorna,02/11/2021,Mountain,50.0,69113.0
Lorna,03/11/2021,Mountain,18.0,69113.0
Lorna,04/11/2021,Mountain,68.0,69113.0
Lorna,05/11/2021,Mountain,32.0,69113.0
Lorna,06/11/2021,Mountain,28.0,69113.0
Lorna,07/11/2021,Mountain,1.0,69113.0
Lorna,08/11/2021,Mountain,84.0,69113.0
Lorna,09/11/2021,Mountain,41.0,69113.0
Lorna,10/11/2021,Mountain,58.0,69113.0
Lorna,11/11/2021,Mountain,24.0,69113.0
Lorna,12/11/2021,Mountain,67.0,69113.0
Lorna,13/11/2021,Mountain,39.0,69113.0
Lorna,14/11/2021,Mountain,75.0,69113.0
Lorna,15/11/2021,Mountain,34.0,69113.0
Lorna,16/11/2021,Mountain,100.0,69113.0
Lorna,17/11/2021,Mountain,43.0,69113.0
Lorna,18/11/2021,Mountain,37.0,69113.0
Lorna,19/11/2021,Mountain,17.0,69113.0
Lorna,20/11/2021,Mountain,67.0,69113.0
Lorna,21/11/2021,Mountain,43.0,69113.0
Lorna,22/11/2021,Mountain,11.0,69113.0
Lorna,23/11/2021,Mountain,21.0,69113.0
Lorna,24/11/2021,Mountain,24.0,69113.0
Lorna,25/11/2021,Mountain,56.0,69113.0
Lorna,26/11/2021,Mountain,1.0,69113.0
Lorna,27/11/2021,Mountain,66.0,69113.0
Lorna,28/11/2021,Mountain,36.0,69113.0
Lorna,29/11/2021,Mountain,76.0,69113.0
Lorna,30/11/2021,Mountain,65.0,69113.0
Jenny,01/11/2021,Mountain,92.0,24839.0
Jenny,02/11/2021,Mountain,95.0,24839.0
Jenny,03/11/2021,Mountain,17.0,24839.0
Jenny,04/11/2021,Mountain,74.0,24839.0
Jenny,05/11/2021,Mountain,45.0,24839.0
Jenny,06/11/2021,Mountain,85.0,24839.0
Jenny,07/11/2021,Mountain,51.0,24839.0
Jenny,08/11/2021,Mountain,20.0,24839.0
Jenny,09/11/2021,Mountain,80.0,24839.0
Jenny,10/11/2021,Mountain,33.0,24839.0
Jenny,11/11/2021,Mountain,82.0,24839.0
Jenny,12/11/2021,Mountain,91.0,24839.0
Jenny,13/11/2021,Mountain,36.0,24839.0
Jenny,14/11/2021,Mountain,45.0,24839.0
Jenny,15/11/2021,Mountain,39.0,24839.0
Jenny,16/11/2021,Mountain,34.0,24839.0
Jenny,17/11/2021,Mountain,35.0,24839.0
Jenny,18/11/2021,Mountain,30.0,24839.0
Jenny,19/11/2021,Mountain,55.0,24839.0
Jenny,20/11/2021,Mountain,61.0,24839.0
Jenny,21/11/2021,Mountain,50.0,24839.0
Jenny,22/11/2021,Mountain,87.0,24839.0
Jenny,23/11/2021,Mountain,0.0,24839.0
Jenny,24/11/2021,Mountain,30.0,24839.0
Jenny,25/11/2021,Mountain,4.0,24839.0
Jenny,26/11/2021,Mountain,4.0,24839.0
Jenny,27/11/2021,Mountain,63.0,24839.0
Jenny,28/11/2021,Mountain,75.0,24839.0
Jenny,29/11/2021,Mountain,67.0,24839.0
Jenny,30/11/2021,Mountain,87.0,24839.0
Tom,01/11/2021,Mountain,20.0,78772.0
Tom,02/11/2021,Mountain,36.0,78772.0
Tom,03/11/2021,Mountain,49.0,78772.0
Tom,04/11/2021,Mountain,31.0,78772.0
Tom,05/11/2021,Mountain,94.0,78772.0
Tom,06/11/2021,Mountain,2.0,78772.0
Tom,07/11/2021,Mountain,71.0,78772.0
Tom,08/11/2021,Mountain,89.0,78772.0
Tom,09/11/2021,Mountain,70.0,78772.0
Tom,10/11/2021,Mountain,63.0,78772.0
Tom,11/11/2021,Mountain,66.0,78772.0
Tom,12/11/2021,Mountain,47.0,78772.0
Tom,13/11/2021,Mountain,5.0,78772.0
Tom,14/11/2021,Mountain,44.0,78772.0
Tom,15/11/2021,Mountain,25.0,78772.0
Tom,16/11/2021,Mountain,63.0,78772.0
Tom,17/11/2021,Mountain,37.0,78772.0
Tom,18/11/2021,Mountain,34.0,78772.0
Tom,19/11/2021,Mountain,99.0,78772.0
Tom,20/11/2021,Mountain,93.0,78772.0
Tom,21/11/2021,Mountain,28.0,78772.0
Tom,22/11/2021,Mountain,42.0,78772.0
Tom,23/11/2021,Mountain,39.0,78772.0
Tom,24/11/2021,Mountain,2.0,78772.0
Tom,25/11/2021,Mountain,37.0,78772.0
Tom,26/11/2021,Mountain,36.0,78772.0
Tom,27/11/2021,Mountain,78.0,78772.0
Tom,28/11/2021,Mountain,98.0,78772.0
Tom,29/11/2021,Mountain,5.0,78772.0
Tom,30/11/2021,Mountain,85.0,78772.0
Carl,01/01/2022,Mountain,,10.0
Carl,02/01/2022,Mountain,,10.0
Carl,03/01/2022,Mountain,,10.0
Carl,04/01/2022,Mountain,,10.0
Carl,05/01/2022,Mountain,,10.0
Carl,06/01/2022,Mountain,,10.0
Carl,07/01/2022,Mountain,,10.0
Carl,08/01/2022,Mountain,,10.0
Carl,09/01/2022,Mountain,,10.0
Carl,10/01/2022,Mountain,,10.0
Ollie,01/01/2022,Mountain,,10.0
Ollie,02/01/2022,Mountain,,10.0
Ollie,03/01/2022,Mountain,,10.0
Ollie,04/01/2022,Mountain,,10.0
Ollie,05/01/2022,Mountain,,10.0
Ollie,06/01/2022,Mountain,,10.0
Ollie,07/01/2022,Mountain,,10.0
Ollie,08/01/2022,Mountain,,10.0
Ollie,09/01/2022,Mountain,,10.0
Ollie,10/01/2022,Mountain,,10.0
