Account Number,Balance Date,Transaction Value,Balance
64299012,05/02/2023,90.59,728.98
75747094,31/01/2023,,289.48
18346988,14/02/2023,-73.19,-1083.92
53665038,13/02/2023,113.04,482.14
33112628,10/02/2023,99.53,1477.85
61720005,10/02/2023,-204.71,427.96
79566627,04/02/2023,122.23,-484.68
26791907,12/02/2023,79.75,-404.64
80747298,13/02/2023,138.24,1026.34
52125171,05/02/2023,101.6,1320.18
43032836,09/02/2023,-130.36,723.33
44759468,10/02/2023,-105.35,1024.78
58362636,06/02/2023,-39.83,49.62
78362587,02/02/2023,142.45,-759.26
44564500,06/02/2023,34.38,671.96
69540137,06/02/2023,473.7,934.34
89318229,07/02/2023,209.73,713.58
28063272,10/02/2023,-82.97,1606.41
35564578,01/02/2023,156.88,778.25
76662799,04/02/2023,-76.66,135.95
51504474,04/02/2023,68.14,441.1
58306431,01/02/2023,-102.89,473.67
27388260,07/02/2023,-107.54,204.94
41211432,31/01/2023,,205
37945317,07/02/2023,1689.7,2230.2
64093529,08/02/2023,155.62,1187.07
67102224,01/02/2023,103.68,956.39
53079883,14/02/2023,10.57,-573.79
53380359,08/02/2023,-113.92,-83.38
52366360,07/02/2023,-64.41,528.14
44368280,12/02/2023,19.56,101.5
25110012,13/02/2023,-53.93,2.23
97939041,13/02/2023,-145.1,1027.27
32131123,11/02/2023,-132.94,546.09
26506201,05/02/2023,159.54,752.24
75762044,03/02/2023,-117.47,862.61
78501355,04/02/2023,1610.8,2521.22
84471701,01/02/2023,62,151.27
23942646,06/02/2023,-102.01,394.27
19432211,31/01/2023,,24.19
79656355,07/02/2023,68.86,2756.02
99657974,08/02/2023,160.99,153.99
80355773,01/02/2023,-37.94,868.34
22846221,10/02/2023,-144.27,1790.77
48018851,07/02/2023,-101.82,1083.94
42322494,03/02/2023,-15.35,471.23
14014401,08/02/2023,40.08,780.27
97843608,03/02/2023,349.6,368.65
35772673,01/02/2023,-76.39,441.51
87297577,03/02/2023,-101.75,359.05
35948735,10/02/2023,-59.81,-26.8
32408166,06/02/2023,-122.96,-566.54
21047777,03/02/2023,40.55,739.67
97328154,31/01/2023,,535.51
95467370,04/02/2023,50.69,1662.24
39920664,10/02/2023,190.65,919.94
56751728,06/02/2023,83.83,471.94
52230539,14/02/2023,-87.3,331.35
33634912,13/02/2023,-118.83,569.69
92340721,11/02/2023,-187.8,2492.66
49186099,01/02/2023,118.24,326.48
75553043,01/02/2023,-124.86,544.73
60114464,10/02/2023,1275.4,3666
48591774,31/01/2023,,422.94
24725325,09/02/2023,129.85,297.11
47406737,12/02/2023,128.61,896.01
88466448,04/02/2023,-79.47,-1121.65
44816910,08/02/2023,110.8,1302.84
55607955,07/02/2023,-89.17,185.06
46730484,04/02/2023,111.88,510.37
98336782,08/02/2023,-106.87,29.68
82911152,13/02/2023,-169.23,-507.55
39160879,13/02/2023,838.9,1229.21
72784766,11/02/2023,131.61,2103.17
73642628,14/02/2023,109.13,1666.07
47473145,31/01/2023,,801.43
92910876,14/02/2023,100.7,764.27
79309039,06/02/2023,78.77,914.39
24150990,02/02/2023,111.58,476.89
35616763,05/02/2023,98.9,706.1
19315124,11/02/2023,-93.58,418.28
44358901,12/02/2023,88.66,2454.5
12899540,04/02/2023,125.25,999.1
84969883,05/02/2023,139.34,-495.05
66624477,10/02/2023,-1271.5,-749.52
27430568,09/02/2023,230.97,-280.28
99709741,31/01/2023,,98.23
79169988,08/02/2023,-31.3,510.62
11333185,13/02/2023,1582.4,595.34
42268900,01/02/2023,140.67,662.02
78129803,03/02/2023,38.61,272.37
90446254,12/02/2023,-100.81,456.99
24198488,02/02/2023,-168.98,409.37
77838890,10/02/2023,812.8,1849.57
35652360,31/01/2023,,41.81
90446254,14/02/2023,-50.66,313.8
92931020,10/02/2023,136.1,8.38
53366488,03/02/2023,110.54,458.41
29222005,05/02/2023,-119.42,-130.18
80360244,07/02/2023,14.81,-1573.54
92551293,03/02/2023,55.02,307.32
64462046,07/02/2023,-1392.7,-545.66
11368995,01/02/2023,-63.48,502.32
89309725,02/02/2023,-124.23,734.45
54154999,05/02/2023,27.88,1006.15
65199307,12/02/2023,96.4,1597.87
58306431,02/02/2023,103.47,577.14
11150945,01/02/2023,240.2,1099.03
93325549,10/02/2023,106.29,1404.16
72996601,07/02/2023,78.2,472.38
57584855,11/02/2023,-51.18,14.27
82424659,13/02/2023,21.73,666.21
82043720,31/01/2023,,803.68
36114551,11/02/2023,134.5,-499.33
26632358,01/02/2023,180.83,747.66
39491241,12/02/2023,-120.9,940.99
66954664,31/01/2023,,620.1
53059420,31/01/2023,,531.72
49966528,06/02/2023,152.43,895
44317934,10/02/2023,-206.87,2439.14
24849103,13/02/2023,125.61,26.39
49310474,01/02/2023,131.27,1060.43
59128512,13/02/2023,-128,2181.55
81727860,08/02/2023,76.65,169.84
52855120,01/02/2023,160.48,1040.69
35555120,31/01/2023,,598.72
81932657,09/02/2023,-4.61,1325.6
32424424,13/02/2023,91.78,2527.03
62251465,31/01/2023,,304.55
72894034,04/02/2023,79.24,318.35
60417212,14/02/2023,-151.47,-148.35
11228111,11/02/2023,77.54,-1086.48
74281404,04/02/2023,139.28,361.97
68558850,04/02/2023,1395.3,1757.61
88568543,02/02/2023,-86.62,217.87
15914466,08/02/2023,157.06,593.68
80184223,31/01/2023,,52.59
39710099,13/02/2023,-211.13,-392.98
53421312,03/02/2023,-40.39,897.47
86941058,03/02/2023,-21.03,990.73
36197772,06/02/2023,179.58,930.49
10608220,13/02/2023,-98.19,328.7
43541008,05/02/2023,-1144.8,-682.77
27625709,31/01/2023,,616.45
68153614,11/02/2023,-659.5,216.59
11744491,13/02/2023,115.86,796.77
42202867,06/02/2023,117.02,731.85
49310474,07/02/2023,-49.81,971
39516154,06/02/2023,22.66,-629.57
67056187,14/02/2023,-47.83,-1383.76
13788234,08/02/2023,-33.64,-135.62
35869347,08/02/2023,-63.42,734.96
87735660,04/02/2023,-82.87,935.38
56094156,10/02/2023,193.16,797.35
31319183,13/02/2023,126.66,449.05
99244906,08/02/2023,-133.74,689.05
72809943,31/01/2023,,870.72
25510430,11/02/2023,59.3,1541.93
16087504,12/02/2023,-895.2,-547.29
73878828,09/02/2023,117.9,-25.41
45960045,03/02/2023,128.1,981.57
30396291,06/02/2023,-100.05,192.19
24299977,02/02/2023,114.88,-69.24
16306280,31/01/2023,,921.83
28640713,05/02/2023,-128.65,-89.21
29358670,11/02/2023,121.51,1114.47
97558121,31/01/2023,,699.28
30672740,02/02/2023,187.4,542.73
62746004,10/02/2023,97.09,735.45
95356167,12/02/2023,103.79,263.8
54288062,03/02/2023,104.89,441.64
87504607,01/02/2023,86.21,691.84
35996817,31/01/2023,,187.89
59933973,07/02/2023,-148.28,-262.36
20878023,06/02/2023,-103.53,395.46
77017650,07/02/2023,38.41,785.61
17644586,01/02/2023,92.85,315.3
14897645,01/02/2023,113.69,202.69
89438779,13/02/2023,1062.5,1359.93
44009985,10/02/2023,905,735.91
69302678,11/02/2023,213.76,931.11
70925461,06/02/2023,46.16,471.83
64300289,10/02/2023,-108.85,363.98
38991889,14/02/2023,-38.92,63.1
91246568,06/02/2023,-120.78,-187.92
85057916,03/02/2023,18.28,675.17
26070761,13/02/2023,105.17,1916.96
59201002,31/01/2023,,780.85
60667043,03/02/2023,-19.83,917.79
59663741,31/01/2023,,642.86
96319450,10/02/2023,-38.95,942.78
69090518,31/01/2023,,473.87
36725272,14/02/2023,-126.36,160.68
99685765,04/02/2023,91.11,144.22
20176338,04/02/2023,-186.95,2.6
69315008,09/02/2023,-190.82,1908.16
45029598,31/01/2023,,558.87
60667043,09/02/2023,96.08,-321.69
49533543,04/02/2023,-45.03,145.61
62362650,06/02/2023,-133.3,362.2
63014981,09/02/2023,-26.32,154.41
75134291,10/02/2023,145.13,1816.02
46085917,31/01/2023,,340.16
53762957,14/02/2023,-155.82,-358.22
93569124,14/02/2023,-80.98,299.78
91939298,02/02/2023,-122.81,-182.91
65534206,01/02/2023,-173.01,164.83
38764064,07/02/2023,106.64,822.73
23333877,14/02/2023,-153.66,1098.48
81245588,31/01/2023,,775.87
22403299,03/02/2023,-101.53,1376.22
63102647,11/02/2023,-152,854.59
17533114,08/02/2023,105.32,249.34
66175264,31/01/2023,,765.91
79329254,31/01/2023,,984.43
58873428,07/02/2023,39.09,230.67
17138963,31/01/2023,,131.95
29608056,31/01/2023,,248.43
15922706,09/02/2023,88.92,875.71
65782923,14/02/2023,-87.88,107.26
61423373,31/01/2023,,87.17
23369902,31/01/2023,,716.79
11302888,06/02/2023,182.96,678.83
11764022,01/02/2023,-117.24,169.42
93932516,31/01/2023,,575.82
86297017,10/02/2023,715.5,1474.18
10079965,08/02/2023,-442.3,317.22
81245588,05/02/2023,-85.92,689.95
71594658,10/02/2023,-93.37,367.24
13167285,05/02/2023,-21.67,-313.62
37642787,14/02/2023,159.09,1585.57
75553043,07/02/2023,-46.14,432.17
70925461,09/02/2023,201.62,410.3
10553619,14/02/2023,1485.6,770.13
53727603,04/02/2023,92.05,733.98
21550631,11/02/2023,110.41,43.7
13322659,02/02/2023,-145.27,391.1
79069274,13/02/2023,-86.79,293.42
94973297,10/02/2023,1275.3,1773.61
83124388,09/02/2023,-64.47,687.39
24999129,05/02/2023,173.68,744.54
31680976,10/02/2023,-115.98,827.51
18305932,14/02/2023,79.12,662.89
63746530,09/02/2023,-116.81,4157.57
11728970,09/02/2023,-135.18,784.87
60184250,11/02/2023,-43.44,1520.19
20851460,31/01/2023,,931.67
12185627,03/02/2023,225.89,1068.6
70989002,13/02/2023,156.04,694.42
84396180,08/02/2023,-130.54,27.44
72995062,14/02/2023,321.9,1090.48
78580221,12/02/2023,-96.6,159.37
49095464,06/02/2023,-168.59,-371.43
30396291,03/02/2023,199.09,1002.46
98112233,01/02/2023,-54.5,68.76
23045208,31/01/2023,,359.49
30112323,09/02/2023,1504.7,606.98
36551112,14/02/2023,-2197.2,-2538.93
95309911,06/02/2023,154.75,393.49
67270354,05/02/2023,-139.91,535
84411377,13/02/2023,139.83,770.99
30760024,09/02/2023,83.26,733.94
42235537,08/02/2023,-118.58,483.24
26893181,10/02/2023,89.11,315.12
66022888,01/02/2023,57.37,814.51
82911152,14/02/2023,-156.79,-664.34
55819086,31/01/2023,,608.13
34908905,31/01/2023,,887.49
82911152,31/01/2023,,564.11
52436120,11/02/2023,-560.2,569.33
39386771,10/02/2023,-57.19,62.06
84746166,04/02/2023,24.15,851.31
19242274,08/02/2023,-94.16,-19.46
65225040,05/02/2023,-102.18,724.24
72986897,07/02/2023,-182.69,377.8
92910876,31/01/2023,,643.19
63746530,07/02/2023,764.7,2568.78
99729369,01/02/2023,-1194.4,-443.39
53496996,01/02/2023,146.28,449.43
31595213,02/02/2023,184.44,602.79
15529292,06/02/2023,76,341.35
59201002,01/02/2023,96.35,1077.19
73700087,04/02/2023,116.66,390.83
24298516,31/01/2023,,768.69
19242274,01/02/2023,116.71,181.99
80940019,02/02/2023,308.77,1266.18
57160773,31/01/2023,,802.9
57084496,07/02/2023,18.61,1816.13
83975923,12/02/2023,-131.34,468.35
86596620,12/02/2023,-142.86,402.15
59405362,01/02/2023,76.9,717.3
52146995,07/02/2023,135.72,805.94
55986027,13/02/2023,-1619.8,-2647.6
63534397,31/01/2023,,451.25
42838186,01/02/2023,56.55,523.03
53764356,04/02/2023,136.2,790.25
43420385,07/02/2023,52.52,980.91
49310474,31/01/2023,,929.16
36114551,11/02/2023,113.2,-386.13
23231848,04/02/2023,-292.64,-467.26
74252410,01/02/2023,-105.25,211.16
97970258,13/02/2023,-37.31,-195.32
12560453,13/02/2023,-49.05,398.8
73439131,02/02/2023,-54.93,808.08
80812213,08/02/2023,-67.93,24.11
42255054,04/02/2023,292.64,1098.89
17933377,07/02/2023,145.52,429.84
85503501,05/02/2023,-55.52,49.69
86207903,11/02/2023,-1035.1,338.6
73039019,11/02/2023,-35.07,324.25
34867145,05/02/2023,-135.59,-134.7
69647833,06/02/2023,-160.08,744.51
35996817,04/02/2023,97.19,-1253.33
72008772,13/02/2023,81.86,2440.37
61781801,08/02/2023,1428,2296.35
54349805,09/02/2023,10.05,1400.02
69796371,04/02/2023,1412.5,2027.33
40550712,31/01/2023,,511.4
71792376,11/02/2023,-84.08,-308.74
79147964,01/02/2023,102.61,1025.39
74441123,10/02/2023,-139.35,358.37
77722115,03/02/2023,129.36,573.64
63959769,09/02/2023,48.6,951.83
30990911,07/02/2023,-124.86,725.34
73439131,04/02/2023,-123.49,482.93
23369902,08/02/2023,-124.8,1005.22
69468071,06/02/2023,1791.9,2475.56
34461285,31/01/2023,,149.82
88824263,31/01/2023,,295.9
60367416,05/02/2023,154.98,648.92
89065134,31/01/2023,,447.32
26669001,14/02/2023,-634,-2041.22
19956941,09/02/2023,-69.39,2478.81
10847941,07/02/2023,-143.62,-167.66
78175956,14/02/2023,-61.34,199.07
61578713,09/02/2023,-112.05,33.03
25504032,06/02/2023,-133.47,468.04
92943637,08/02/2023,-76.65,-176.09
55009163,31/01/2023,,435.8
46215382,31/01/2023,,549.77
42602631,07/02/2023,-764.7,-422.06
19429964,05/02/2023,200.2,1115.4
36636385,01/02/2023,-134.06,851.49
81646873,03/02/2023,-62.59,30.57
76099143,02/02/2023,-118.6,406.8
48757991,01/02/2023,141.6,818.2
23445508,13/02/2023,169.23,-222.65
51504474,12/02/2023,-126.99,-911.06
25636885,31/01/2023,,755.58
82589836,08/02/2023,77.26,894.1
84746166,31/01/2023,,806.73
48940493,12/02/2023,-175.32,1000.61
97988499,01/02/2023,-97.37,246.91
30227774,11/02/2023,-146.03,438.13
96197628,08/02/2023,-27.53,696.93
85482194,03/02/2023,160.1,1157.72
56573058,12/02/2023,907.1,1003.9
85423742,14/02/2023,-87.55,1148.73
11150945,13/02/2023,763.2,1634.75
26884718,03/02/2023,-118.63,1031.77
82807528,13/02/2023,-45.1,151.28
10031238,10/02/2023,-160.6,457.18
94645169,12/02/2023,128.94,615.65
23932793,14/02/2023,-34.96,417.44
98221133,11/02/2023,-557,1156.69
58009817,05/02/2023,-56.62,957.54
50276595,12/02/2023,-55.85,1396.53
56842874,12/02/2023,-127.2,-174.38
37004975,04/02/2023,-55.54,580.23
71718483,01/02/2023,1089.6,1836.94
83191889,10/02/2023,90.73,525.35
28696496,02/02/2023,58.23,208.8
56120063,11/02/2023,-41.23,327.08
51325070,03/02/2023,4.02,864.94
72354216,11/02/2023,-165.48,514.58
53884266,13/02/2023,-107.98,13.41
19559937,01/02/2023,1500.7,2228.1
92340721,08/02/2023,110.64,2738.83
61724951,12/02/2023,207.6,1040.8
79632523,08/02/2023,93.73,1223.47
85156953,03/02/2023,81.73,965.08
67489489,06/02/2023,112.02,369.2
87325576,07/02/2023,-79.32,223.63
46525458,10/02/2023,86.14,654.9
54565625,11/02/2023,-170.89,2141.84
87456121,09/02/2023,-58.71,245.53
86339581,11/02/2023,133.59,89.26
86870860,10/02/2023,-98.63,-792.43
81855175,10/02/2023,-90.2,10.88
87726203,07/02/2023,-21.61,186.47
23045208,02/02/2023,-1157.4,-1530.77
91859090,02/02/2023,231.9,242.28
16152779,04/02/2023,173.9,330.41
52230539,12/02/2023,197.45,568.55
22799719,11/02/2023,26.87,628.17
85902834,02/02/2023,88.86,446.8
83828891,31/01/2023,,780.59
35721788,11/02/2023,-67.03,2342.88
76869375,03/02/2023,141.16,1066.5
96278865,07/02/2023,69.22,2169.38
34482885,31/01/2023,,359.84
74770758,07/02/2023,155.73,1058.07
18850031,31/01/2023,,191.3
61419726,03/02/2023,131.74,1240.79
54154999,31/01/2023,,962.14
42245590,02/02/2023,120.7,404.8
50756739,12/02/2023,20.21,458.37
79599747,04/02/2023,109.45,538.01
19876635,01/02/2023,-101.28,700.81
47115177,14/02/2023,123.42,798.71
62412215,06/02/2023,1011.5,1598.86
12859818,13/02/2023,-203.37,-558.31
26893181,03/02/2023,-613,226.01
21898016,31/01/2023,,117.42
50627436,02/02/2023,30.52,213.93
95309911,05/02/2023,39.2,238.74
68051701,11/02/2023,89.5,-5.56
69492532,04/02/2023,-119.25,461.98
92910876,11/02/2023,-85.36,663.57
46230315,13/02/2023,125.25,-48.29
60684197,04/02/2023,140.43,714.22
64901797,10/02/2023,-154.39,496.08
84107088,07/02/2023,-591.2,-432.94
46355307,31/01/2023,,152.4
30623117,04/02/2023,-125.73,141.19
87906438,09/02/2023,136.48,189.63
58385320,05/02/2023,-89.23,604.29
98107200,03/02/2023,-66.9,390.23
58811985,31/01/2023,,616.7
39684993,08/02/2023,83.02,847.76
76524911,13/02/2023,69.71,329.75
80596699,31/01/2023,,47.06
63232279,11/02/2023,125.55,-713.71
13274987,01/02/2023,-33.51,868.55
26432558,01/02/2023,27.36,710.7
64893719,04/02/2023,-91.88,662.56
49031379,07/02/2023,46.14,718.73
59653557,31/01/2023,,649.61
57395511,11/02/2023,85.36,627.74
59455653,04/02/2023,7.74,12.38
64299012,10/02/2023,-20.93,789.89
99514298,12/02/2023,-148.17,696.03
10091076,14/02/2023,53.72,912.19
66022888,07/02/2023,126.32,873.41
42340050,12/02/2023,-170,1266.64
83003822,11/02/2023,-99.93,-1387.41
44812075,01/02/2023,601.7,1465.41
75569387,08/02/2023,-155.15,1630.83
65280102,11/02/2023,203.67,332.09
92195724,01/02/2023,-124.27,701.4
24539679,02/02/2023,950.2,1718.88
72050477,08/02/2023,156.86,146.13
38224160,13/02/2023,-76.04,337.83
11463412,31/01/2023,,342.53
20067958,11/02/2023,102.26,1321.86
36007496,11/02/2023,-55.67,64.82
60367416,03/02/2023,-164.14,590.72
11061291,08/02/2023,5.73,-38.58
47266645,07/02/2023,-484.1,531.46
47886866,31/01/2023,,399.75
91020929,13/02/2023,102.35,165.13
12493067,08/02/2023,-105.32,500.52
25412464,03/02/2023,-87.6,223.48
23498368,12/02/2023,98.68,824.92
87373821,31/01/2023,,945
48081999,11/02/2023,72.7,788.1
36126802,12/02/2023,-80.63,531.72
31150830,02/02/2023,126.12,129.14
76787359,08/02/2023,154.93,924.9
35799522,04/02/2023,-84.48,788.5
55552232,06/02/2023,-167.46,990.75
80939694,05/02/2023,102.47,1887.33
60417212,07/02/2023,-26.93,-63.98
84969883,13/02/2023,57.17,407.12
34336001,14/02/2023,-89.16,580.74
97426293,12/02/2023,-26.9,551.38
55398856,11/02/2023,-88.16,937.79
60220702,07/02/2023,98.61,895.39
58304487,03/02/2023,-115.75,-51.24
24370240,07/02/2023,-39.54,499.09
21142911,01/02/2023,-103.99,610.9
37678813,31/01/2023,,767.56
16334793,02/02/2023,-126.12,171.63
78767161,14/02/2023,-103.18,-143.11
66704269,05/02/2023,159.34,1374.87
35391237,14/02/2023,135.7,-219.59
11826060,07/02/2023,81.64,927.09
15668160,09/02/2023,-156.67,832.37
93349543,03/02/2023,-103.43,103.39
83672404,02/02/2023,-131.02,302.61
93192347,01/02/2023,-1277.2,-979.19
12493067,14/02/2023,44.96,452.44
85140734,03/02/2023,-79.37,1028.08
24849103,14/02/2023,18.23,-97.58
53211412,11/02/2023,41.89,83.29
25133996,04/02/2023,130.57,549.79
24250015,12/02/2023,1354.4,1285.7
39097663,02/02/2023,124.78,451.2
86068003,12/02/2023,84.03,-124.72
47932460,09/02/2023,-27.53,435.8
24529850,14/02/2023,-79.12,-1380.14
59235925,01/02/2023,-66.43,581.37
39400991,31/01/2023,,896.44
11067879,06/02/2023,97.09,19.17
15265650,01/02/2023,146.1,293.82
41741558,07/02/2023,-112.5,152.99
48860469,01/02/2023,-166.48,563.89
27334998,06/02/2023,99.03,1015.77
80244844,09/02/2023,136.3,624.38
89761152,14/02/2023,-99.21,-789.12
18685463,14/02/2023,80,710.45
62077439,31/01/2023,,333.47
58345258,06/02/2023,561.3,1454.88
27388260,08/02/2023,-107.42,97.52
42311039,10/02/2023,39.22,302.26
52747145,12/02/2023,-165.18,174.47
35726421,12/02/2023,118.77,568.58
27596004,01/02/2023,172.77,1667.8
28640713,01/02/2023,-53.43,150.9
65321237,05/02/2023,148.44,1154.58
86893452,04/02/2023,-46.13,-449.02
95009921,14/02/2023,188.3,1510.49
86218347,14/02/2023,156.02,1034.19
75747094,03/02/2023,-88.14,-18.17
15665459,02/02/2023,-74.71,-5.77
12493067,13/02/2023,-93.04,407.48
69344396,06/02/2023,840.3,2293.91
89503991,31/01/2023,,204.52
73009461,13/02/2023,-26,1046.88
33914941,03/02/2023,-105.07,400.35
85344981,14/02/2023,64.22,1300.05
38316158,05/02/2023,227.66,440.55
72809561,09/02/2023,-69,407.04
13058003,13/02/2023,565.6,-595.06
55304418,10/02/2023,-1795.9,-965.39
28251857,10/02/2023,-104.53,1908.51
25584693,13/02/2023,193.1,2042.5
25698177,12/02/2023,791.8,4244.87
30428666,05/02/2023,-29.05,214.26
86020532,11/02/2023,120.19,997.16
68798691,01/02/2023,-112.52,706.81
40098771,10/02/2023,62.82,612.26
44626164,07/02/2023,65.37,980.51
67571676,31/01/2023,,491.88
37297429,14/02/2023,-25.45,1477
31759645,02/02/2023,-482.7,-276.76
32092491,09/02/2023,65.15,578.84
20280759,12/02/2023,118.8,780.76
60367416,07/02/2023,-104.75,544.17
33470885,13/02/2023,61.95,1126.47
57941886,02/02/2023,166.1,661.03
53421312,04/02/2023,44.37,941.84
91859090,08/02/2023,206.07,660.94
28063272,04/02/2023,155.57,407.98
98221133,31/01/2023,,596.52
44140049,10/02/2023,-114.57,292.59
90625637,03/02/2023,-110.66,366.8
17644586,02/02/2023,-122.21,44.75
92015508,06/02/2023,171.67,500.77
50150279,09/02/2023,62.92,662.17
82101740,13/02/2023,-43.53,298.56
71792376,11/02/2023,52.48,-224.66
16030234,31/01/2023,,174.55
49186099,04/02/2023,92.27,508.82
57426365,05/02/2023,6.87,948.04
88399132,31/01/2023,,751.13
14000447,06/02/2023,-154.42,387.31
81994568,31/01/2023,,578.86
59855808,05/02/2023,100.23,115.36
64958880,04/02/2023,-54.34,938.91
14253152,06/02/2023,176.53,190.53
53010345,06/02/2023,-123.61,8.02
38157078,31/01/2023,,756.55
10005367,11/02/2023,137.25,585.28
46064017,14/02/2023,141.13,1366.23
62756075,31/01/2023,,896.87
44537960,09/02/2023,-187.78,425.8
17543122,08/02/2023,118.77,365.62
86737119,04/02/2023,-158.98,517.84
34866268,12/02/2023,1261.7,1600.15
79933337,02/02/2023,-78.21,514.83
52127978,12/02/2023,-134.36,-664.94
95412973,31/01/2023,,892.85
57084496,12/02/2023,-1251.2,491.45
91576212,08/02/2023,-85.9,1809.41
36389309,09/02/2023,83.47,383.28
42245590,01/02/2023,55.09,284.1
19220216,05/02/2023,108.31,639.04
20287993,09/02/2023,81.5,1557.01
21368735,04/02/2023,-73.7,-683.87
64034275,01/02/2023,-71.89,524.9
58547184,02/02/2023,1586.6,1804.82
31183587,08/02/2023,-952,869.87
60667043,11/02/2023,-1199,-1580.27
79213491,07/02/2023,-11.99,-20.62
96121732,04/02/2023,-81.94,743.63
95213279,07/02/2023,-50.49,264.26
72934756,04/02/2023,-1080.2,424.89
97445899,04/02/2023,-123.12,-306.79
95642341,14/02/2023,-175.48,-181.36
48350476,06/02/2023,39.91,74.33
74304084,01/02/2023,131.58,1014.93
14086187,02/02/2023,551.2,891.79
95113741,31/01/2023,,102.12
44228646,05/02/2023,112.01,3299.3
43080619,03/02/2023,-22.57,404.07
39529729,01/02/2023,86.44,512.1
88837750,07/02/2023,-26.09,282.79
47763906,31/01/2023,,980.42
76662799,10/02/2023,-1394.1,-1271.38
78905675,13/02/2023,-48.01,-30.33
71082437,11/02/2023,111.11,888.75
64486954,31/01/2023,,378
76662799,01/02/2023,-84.07,212.61
48271608,03/02/2023,164.56,563.21
81206535,31/01/2023,,452.69
80889919,08/02/2023,130.71,408.77
67862200,12/02/2023,-860.8,2741.57
10005367,10/02/2023,-27.61,448.03
45816894,02/02/2023,-81.01,146.67
45020832,31/01/2023,,104.89
68973836,13/02/2023,-72.81,2885.11
58176810,03/02/2023,-105.11,88.11
15841031,14/02/2023,133.19,776.4
43499771,12/02/2023,-154.74,768.96
38606148,11/02/2023,-132.56,682.21
78716149,01/02/2023,-49.84,608.99
43499771,06/02/2023,77.81,1187.88
50520009,12/02/2023,-68.89,2427.35
35510004,31/01/2023,,723.62
26109213,05/02/2023,1315.1,427.47
97010482,31/01/2023,,542.39
21142911,10/02/2023,-52.02,643.9
67400117,03/02/2023,158.72,813.73
96236719,09/02/2023,55.83,1893.28
95674888,14/02/2023,178.46,2412.99
34264499,09/02/2023,135.68,2004.61
43387803,03/02/2023,50.38,754.62
99937043,31/01/2023,,918.42
95367755,07/02/2023,70.62,374.73
68793483,10/02/2023,116.54,-5.39
56936624,02/02/2023,1921.4,2425.14
84070285,13/02/2023,82.37,1188.46
56843498,05/02/2023,-1345.1,-666.77
29527534,04/02/2023,99.39,331.99
76847816,07/02/2023,-1282.4,-669.95
69362270,11/02/2023,133.78,374.68
30647433,31/01/2023,,632.2
29222005,03/02/2023,98.53,98.87
99244906,10/02/2023,-50.52,638.53
42726928,04/02/2023,-55.58,648.61
37658218,14/02/2023,-85.5,966.41
43032836,02/02/2023,148.04,752.73
24725325,06/02/2023,-78.29,461.11
72996601,03/02/2023,-201.14,478.71
43453543,10/02/2023,130.32,997.76
23971753,08/02/2023,175.97,287.15
14907946,14/02/2023,-67.7,1154.34
23962863,07/02/2023,-1676.4,-2376.79
25787771,10/02/2023,150.3,2059.36
14421453,04/02/2023,-183.25,824.95
45027876,01/02/2023,-170.25,-75.25
99877007,07/02/2023,154.41,750.71
22268314,11/02/2023,-37.8,-252.23
89369216,10/02/2023,100.23,407.31
41356963,31/01/2023,,398.3
44162563,31/01/2023,,325.77
59876714,01/02/2023,469.6,1408.06
24826358,10/02/2023,355.2,859.37
18046225,10/02/2023,63.32,324.04
81561788,31/01/2023,,454.89
11110085,13/02/2023,-147.67,2796.8
79325967,04/02/2023,157.32,804.97
81646873,07/02/2023,81.96,281.09
80283776,02/02/2023,83.88,417.91
66681692,03/02/2023,644.3,1356.42
12423613,31/01/2023,,459.18
89353946,05/02/2023,142.19,951.67
91747441,11/02/2023,108.78,728.36
61941956,09/02/2023,-181.01,-104.05
41919083,14/02/2023,86.17,2555.29
85994636,08/02/2023,65.85,616.36
73124762,31/01/2023,,110.47
80360244,06/02/2023,-81.68,358.95
49966528,06/02/2023,-161.12,733.88
94973297,31/01/2023,,761.68
35391237,03/02/2023,-147.6,38.06
57027965,02/02/2023,-115.29,856.13
77207452,10/02/2023,-104.39,719.95
19432211,07/02/2023,-107.2,-92.92
35506101,31/01/2023,,713.65
13277127,06/02/2023,-1037.3,-244.75
97439311,06/02/2023,-43.59,227.57
17434670,07/02/2023,80.47,343.65
86496446,14/02/2023,95.87,562.09
87556975,06/02/2023,-173.27,226.66
82568859,05/02/2023,87.66,589.07
74387481,31/01/2023,,883.93
83693383,10/02/2023,67.01,-772.95
36192947,05/02/2023,-103.8,760.84
22799719,07/02/2023,-44.02,601.3
37297429,06/02/2023,72.88,1696.34
31150830,06/02/2023,52.31,119.77
30647433,05/02/2023,-100.81,-183.54
48733708,02/02/2023,6.47,103.66
88926132,04/02/2023,1031.4,2937.35
72309641,11/02/2023,-2.2,466.52
84695068,09/02/2023,-74.41,619.53
67674594,08/02/2023,153.92,172.21
17669623,14/02/2023,106.34,457.73
86007729,31/01/2023,,320.78
10842511,02/02/2023,-155.92,495.85
90233696,13/02/2023,-38.7,625.01
49172838,14/02/2023,141.48,1638.64
24859951,09/02/2023,-58.69,687.09
96367914,09/02/2023,155.69,684.36
20991411,09/02/2023,41.77,503.08
68393439,31/01/2023,,783.05
96051784,31/01/2023,,21.7
70554021,11/02/2023,126.09,-1005.11
40127778,05/02/2023,-26.38,-120.9
58126511,14/02/2023,36.2,2479.89
