Transaction ID,Account To,Transaction Date,Value,Name,Date of Birth,Contact Number,First Line of Address,Account Number,Account Type,Balance Date,Balance
5792539529,60114464,10/02/2023,1275.4,Trudy Labbey,12/02/1931,07725306240,77582 Anthes Road,45790907,Basic,31/01/2023,567.67
4965345649,31183587,05/02/2023,1152.5,Bella Grafton,05/10/1951,07348166588,995 Canary Circle,45822265,Basic,31/01/2023,881.34
1599468271,63298193,08/02/2023,1374.1,Felicdad Reder,20/10/1941,07889666644,6946 Hoffman Road,46085917,Gold,31/01/2023,340.16
1017702039,23959928,03/02/2023,1569.4,Dayna Wanklyn,26/03/1966,07602067324,72808 Towne Place,46215382,Gold,31/01/2023,549.77
8791134862,12240007,05/02/2023,1748.6,Tiphanie Ream,15/01/2002,07814193387,343 Starling Parkway,46525458,Gold,31/01/2023,938.4
2359633759,38990596,07/02/2023,1348.3,Taryn Likly,14/08/1970,07584875836,55 Melrose Terrace,46643937,Gold,31/01/2023,751.73
5518845170,63301094,06/02/2023,1204.5,Cece Dyde,22/11/1993,07748112315,684 Vera Parkway,47406737,Gold,31/01/2023,963.14
6391282196,18133554,07/02/2023,1277.4,Dolley Shellibeer,02/02/1959,07334199920,4721 American Avenue,47414258,Basic,31/01/2023,900.7
1303697149,92319358,09/02/2023,1877.3,Roxanne Simmon,04/05/2001,07833639896,8768 Sage Junction,48071843,Gold,31/01/2023,997.62
6437150580,50219545,14/02/2023,1209,Archy Putson,23/08/1965,07563673747,8 Mosinee Road,48075275,Basic,31/01/2023,881.31
4979321801,67157564,01/02/2023,1153,Cassius Winslett,11/03/1961,07835911732,17 Huxley Drive,48569537,Gold,31/01/2023,374.69
2239143797,12666385,04/02/2023,1593.8,Rockie Neasham,14/07/1932,07214495114,7 Warrior Pass,48831634,Basic,31/01/2023,146.94
4303172405,71381278,11/02/2023,1243,Rockie Neasham,14/07/1932,07214495114,7 Warrior Pass,48831634,Basic,31/01/2023,146.94
7454571530,25006771,01/02/2023,2027.7,Dodie Clutram,23/07/1981,07653511897,63 Declaration Lane,48976336,Basic,31/01/2023,400.12
7467124287,92340721,05/02/2023,1168.4,Junie Maydway,20/11/1956,07396627499,66 Ludington Alley,49039474,Gold,31/01/2023,574.7
7901964278,99685765,11/02/2023,1815,Junie Maydway,20/11/1956,07396627499,66 Ludington Alley,49039474,Gold,31/01/2023,574.7
2577914652,13197335,10/02/2023,1812.5,Corie Twopenny,18/09/1973,07579843768,69370 Surrey Plaza,49216581,Gold,31/01/2023,911.91
8833165655,27382109,13/02/2023,1188.4,Kattie Sarvar,28/12/1981,07135138253,4552 Merrick Plaza,49516533,Gold,31/01/2023,7.4
1612227368,36668239,02/02/2023,1640.2,Sherri Lafee,19/03/1977,07195798418,65178 Lyons Junction,49581833,Basic,31/01/2023,117.56
8036664046,15258886,11/02/2023,1733.6,Cleon Britten,02/03/1980,07783295918,926 Garrison Court,50024545,Basic,31/01/2023,867.21
1519453760,49454023,07/02/2023,1070.1,Josephine Langeley,24/01/1987,07810152803,154 Arapahoe Crossing,50547726,Basic,31/01/2023,675.06
2926458525,70469258,05/02/2023,2112.8,Leone Stiegers,27/07/1941,07497531798,912 Thackeray Lane,50610780,Basic,31/01/2023,536.41
3472782188,62412215,12/02/2023,1278.9,Pall Lownsbrough,19/01/1939,07112760146,843 Dayton Avenue,50772829,Basic,31/01/2023,47.57
3227438283,27870202,07/02/2023,1613.2,Aeriel Robak,05/03/1983,07318674445,343 Pond Place,51298007,Basic,31/01/2023,427.17
9357794492,66586860,01/02/2023,1072.7,Anabel Gumbrell,07/09/1981,07780840548,75 Graedel Lane,51313899,Gold,31/01/2023,189.04
2094371123,45859156,10/02/2023,1725.1,Elli Hazleton,08/12/1981,07671784422,89314 Monica Lane,51471469,Gold,31/01/2023,611.19
4279360650,91576212,08/02/2023,1254.7,Raeann Giamelli,07/03/1944,07141897730,50426 Lukken Court,51504474,Basic,31/01/2023,153.25
6977551879,13197335,09/02/2023,1043.8,Allister Cheal,30/09/1976,07778730139,15350 Sullivan Trail,51718829,Gold,31/01/2023,260.45
2838292226,49840526,09/02/2023,1530.9,Fulton Cush,17/11/1935,07818008990,2484 Hagan Pass,52104303,Gold,31/01/2023,810.97
4793151094,67862200,09/02/2023,1131.6,Kaela Ladbrook,09/07/1933,07504495688,16573 Dryden Road,52117174,Gold,31/01/2023,932.96
2202297596,76256026,12/02/2023,1145.7,Osborn Di Gregorio,29/07/1993,07698908775,7678 Little Fleur Road,52317175,Gold,31/01/2023,25.94
3741609099,38990596,03/02/2023,1462.8,Paulita Samme,20/07/1953,07113330058,52 Clemons Road,52442629,Basic,31/01/2023,617.92
5976076416,97988499,08/02/2023,1026.8,Penny Skitt,02/06/1933,07990083087,572 Drewry Circle,52461586,Gold,31/01/2023,596.3
2019114135,87876065,01/02/2023,1821.6,Aluin Errey,11/01/1993,07748137461,65 Ramsey Court,52814597,Gold,31/01/2023,899.39
2978569654,11475827,11/02/2023,1129.9,Aluin Errey,11/01/1993,07748137461,65 Ramsey Court,52814597,Gold,31/01/2023,899.39
5048240294,77026279,12/02/2023,1640.8,Delmor Anniwell,07/09/1988,07115991231,2685 Pankratz Plaza,52855120,Basic,31/01/2023,880.21
7977048825,46215382,10/02/2023,2084.1,Port Berrycloth,04/10/1982,07614724836,3 5th Drive,52911248,Gold,31/01/2023,430.16
9161107409,96719450,10/02/2023,1362.1,Kathe Winslade,07/06/1981,07926756392,9 West Hill,53086727,Gold,31/01/2023,408.74
9909979543,10034341,03/02/2023,1566.6,Neill Jowle,20/01/1984,07185971315,8 Marquette Crossing,53161068,Gold,31/01/2023,945.53
4529731146,33240853,07/02/2023,1429.1,Bobbee Sterre,25/09/1973,07104773838,2776 Macpherson Avenue,53260868,Basic,31/01/2023,966.85
4143382547,81475774,04/02/2023,1059.1,Georgie Hampton,01/11/1930,07825742292,7 Springview Drive,53753986,Gold,31/01/2023,252.69
9881869013,41252281,10/02/2023,1052.9,Melita Grouvel,20/01/1991,07528594995,1 Victoria Point,53845615,Basic,31/01/2023,597.04
9131693652,34252525,13/02/2023,1503.4,Marlie Benadette,18/10/1975,07176111121,8279 Monument Lane,54032229,Basic,31/01/2023,176.12
7411217719,78362587,04/02/2023,1266.4,Ardelle Lazar,20/09/1938,07407503871,43221 Spaight Place,54288062,Basic,31/01/2023,336.75
1054269300,77917083,08/02/2023,1119.6,Carmela Warrilow,20/08/1959,07816201787,8 Laurel Parkway,54377130,Basic,31/01/2023,425.86
5029081461,65603779,02/02/2023,1145.1,Vernon Nind,05/06/1964,07654658219,6166 Toban Park,54377538,Basic,31/01/2023,845.93
6955368524,82764940,02/02/2023,1117,Dorie Dehn,21/09/2003,07933456967,31 Farragut Place,54589543,Gold,31/01/2023,817.51
3481459262,58811985,08/02/2023,1024.6,Pen Wilshere,11/05/1934,07361493364,20 Laurel Point,54868017,Gold,31/01/2023,789.86
8350823712,37945317,07/02/2023,1689.7,Aurie Finlan,18/05/1978,07337199494,1141 Mccormick Point,54878364,Gold,31/01/2023,80.24
6080261693,93529019,11/02/2023,1507.4,Noemi Ravenscraft,29/04/1939,07388919183,7864 Crowley Crossing,54937975,Basic,31/01/2023,218.66
7429340245,95993993,14/02/2023,1137.7,Sunny Wyllis,25/08/1956,07480760286,2 Hanover Way,55168205,Basic,31/01/2023,578.4
5898567321,49520335,10/02/2023,1795.9,Tatum McGarahan,19/09/1942,07450115970,1875 Hanson Court,55304418,Basic,31/01/2023,968.71
6020529444,92376825,11/02/2023,1214.6,Tatum McGarahan,19/09/1942,07450115970,1875 Hanson Court,55304418,Basic,31/01/2023,968.71
215959175,64065043,13/02/2023,1619.8,Honey Marns,08/04/1956,07121727227,637 Schmedeman Alley,55986027,Basic,31/01/2023,38.94
4527381423,16984772,02/02/2023,1351.2,Vasily McVeagh,17/07/1963,07375175770,3 Dennis Plaza,56458213,Gold,31/01/2023,731.3
4513208813,93981472,02/02/2023,1298.8,Rudd Surmeir,22/10/1970,07941697234,201 Parkside Road,56483442,Gold,31/01/2023,151.85
8426476287,76256026,12/02/2023,1251.2,Fayth Baude,22/11/1937,07728350778,453 Debra Crossing,57084496,Gold,31/01/2023,58.05
9198830945,77551209,04/02/2023,1795.8,Barbara-anne Kiehl,03/08/1971,07138794713,79 Crest Line Park,57108303,Gold,31/01/2023,737.04
2073899234,86941058,05/02/2023,1233.7,Timofei Knibb,27/02/1966,07409125369,7455 Raven Center,57145139,Gold,31/01/2023,708.46
1934756474,22830156,10/02/2023,1987.3,Maxine Mitkov,25/02/2003,07451886038,229 Lighthouse Bay Way,57224848,Joint,31/01/2023,30.59
1934756474,22830156,10/02/2023,1987.3,Milt Laker,27/03/1945,07631114748,229 Lighthouse Bay Way,57224848,Joint,31/01/2023,30.59
6201286004,78945298,04/02/2023,1320.2,Viviene Hellwing,01/09/1931,07575280540,31233 Portage Lane,57300901,Basic,31/01/2023,302.87
4852845719,53234515,04/02/2023,1349.2,Haven Nyland,01/10/1938,07629107844,3 Dennis Road,57436108,Gold,31/01/2023,899.46
6186639290,40374724,14/02/2023,1139.7,Bald Pesterfield,21/09/1994,07591095920,10680 Sundown Crossing,57790631,Basic,31/01/2023,893.46
8249004485,42652193,04/02/2023,1465.5,Sigismond Merrikin,09/07/1942,07427994477,98805 Namekagon Court,57948925,Basic,31/01/2023,194.11
9129991358,76343783,13/02/2023,1505.7,Sigismond Merrikin,09/07/1942,07427994477,98805 Namekagon Court,57948925,Basic,31/01/2023,194.11
4129627066,24250015,12/02/2023,1354.4,Cilka Krugmann,11/11/1936,07903604793,2 Melby Street,58009817,Gold,31/01/2023,887.22
7293949189,93564856,12/02/2023,1690.9,Samara Dreossi,27/08/1940,07308649451,9712 Katie Junction,58216756,Basic,31/01/2023,642.13
5116128121,10553619,14/02/2023,1485.6,Uriel Murkus,22/07/1957,07522998076,37 Hermina Plaza,58306431,Gold,31/01/2023,576.56
8636422310,27193470,06/02/2023,1486.9,Bernetta Hagan,27/04/2001,07663200977,72746 Heath Plaza,58491429,Basic,31/01/2023,937.47
7362541414,26375186,14/02/2023,1650.9,Minda Ewols,22/08/1989,07456143918,80437 Farmco Court,58720727,Gold,31/01/2023,471.56
5001214122,90951743,02/02/2023,1559.2,Melodie Elstone,12/09/1955,07369065448,81657 Pleasure Circle,58822254,Basic,31/01/2023,79.7
3072380945,22393008,09/02/2023,1260,Arron Isaac,30/07/1951,07116758375,1278 Mallard Park,59110895,Basic,31/01/2023,605.5
6998049056,66706067,10/02/2023,1202.5,Vivianna Pennycord,19/04/1965,07465002233,252 Monument Junction,59135815,Basic,31/01/2023,240.6
6088822880,27713909,09/02/2023,1160,Dwayne Boc,19/05/1960,07979396226,7 Kim Terrace,59152169,Basic,31/01/2023,148.6
4903491501,49696722,13/02/2023,1291.4,Sileas Rowter,01/03/1932,07515621440,86 Nancy Drive,59198134,Basic,31/01/2023,122.62
7719095529,66257438,12/02/2023,1799.2,Jehanna Sprakes,31/10/1975,07140498765,9636 Michigan Junction,59238438,Gold,31/01/2023,105.1
9326834948,53091928,07/02/2023,1741.9,Abbie Bonehill,14/10/2003,07325085865,2346 Killdeer Terrace,59252971,Gold,31/01/2023,803.65
7904620219,34866268,12/02/2023,1261.7,Zarah Johananoff,12/05/1964,07898432354,5273 Manufacturers Way,59455653,Gold,31/01/2023,4.64
5990349416,25698177,06/02/2023,1524.9,Kellyann Lathom,14/09/1965,07109322093,24 Macpherson Street,59653557,Basic,31/01/2023,649.61
8003487307,95710324,10/02/2023,1484.2,Franciskus Scimoni,23/12/1989,07159541292,929 Bowman Center,59663741,Basic,31/01/2023,642.86
7185989434,75134291,11/02/2023,1677.5,Benedicta Pandya,25/09/1951,07103973839,95610 Memorial Street,59705091,Gold,31/01/2023,631.05
1919089853,54300071,13/02/2023,1535.7,Saudra Aldritt,24/02/1935,07140080643,50689 Homewood Avenue,59876714,Basic,31/01/2023,938.46
7505483471,81561788,11/02/2023,1777.8,Eddie Wrate,22/03/1953,07177929734,3482 Birchwood Terrace,60114464,Basic,31/01/2023,972.56
5019162140,22393008,10/02/2023,1526.7,Filip Doneld,16/05/1930,07662121950,143 Northwestern Avenue,60138058,Basic,31/01/2023,686.46
3449677802,74604471,11/02/2023,1199,Xaviera Morecombe,06/06/1936,07734631525,83 Cascade Court,60667043,Gold,31/01/2023,937.62
1030564639,87556975,07/02/2023,1372.5,Langston Gunson,25/04/1931,07123651818,34619 Claremont Court,60860851,Basic,31/01/2023,17.96
9044315250,53884626,13/02/2023,1525.2,Vere Radenhurst,20/06/1994,07570905168,3405 Utah Hill,60996794,Basic,31/01/2023,27.98
3693906904,46073044,14/02/2023,1879.5,Lalo Cheesman,02/10/1967,07507591005,1 Lawn Point,61087394,Basic,31/01/2023,112.81
4416585330,37789180,08/02/2023,1621,Lalo Cheesman,02/10/1967,07507591005,1 Lawn Point,61087394,Basic,31/01/2023,112.81
2882617933,41282329,13/02/2023,1023,Gawen Feldheim,17/10/1986,07551559282,9778 Larry Crossing,61178950,Basic,31/01/2023,104.88
5775240375,14103210,13/02/2023,1406.7,Brear Radenhurst,07/08/1953,07499422184,2767 Drewry Point,61279456,Basic,31/01/2023,814.3
9662970398,72354216,13/02/2023,1127.3,Estrella Pretley,08/11/1933,07283853245,9858 Hagan Pass,61724951,Gold,31/01/2023,656.25
4322436110,64683004,08/02/2023,2017.7,Deloris Blackader,07/09/1937,07737759100,94017 Roth Place,61847987,Basic,31/01/2023,874.22
8307972981,93446276,09/02/2023,1679.2,Ursuline Netti,15/04/1953,07931767158,97809 Brentwood Way,61860337,Basic,31/01/2023,892.77
8875038309,23415061,04/02/2023,1702.7,Nanice Wegener,14/05/1993,07988756428,671 Dottie Court,62213525,Gold,31/01/2023,45.68
3977310534,58126511,04/02/2023,1639.2,Marice Brunsdon,05/07/1956,07718039705,4120 Monterey Parkway,62222306,Gold,31/01/2023,304.45
5425969864,36696277,12/02/2023,1491.7,Berri Bradberry,12/07/1994,07528399319,43 Schlimgen Pass,62256127,Gold,31/01/2023,784.39
8141884395,60017511,11/02/2023,1363.6,Berri Bradberry,12/07/1994,07528399319,43 Schlimgen Pass,62256127,Gold,31/01/2023,784.39
5011570401,10271519,03/02/2023,2285.6,Ronnie Shoebrook,27/10/1986,07699578127,55543 Schlimgen Trail,63232279,Basic,31/01/2023,931.78
4969871574,13426667,12/02/2023,1224.6,Edvard Vearncomb,04/07/1966,07752063269,229 Evergreen Drive,63486424,Basic,31/01/2023,531.83
5484911877,53858816,11/02/2023,1231.3,Valerie Knights,20/03/1972,07714059640,56 International Plaza,63569270,Basic,31/01/2023,949.8
2640055526,79329254,12/02/2023,1143.7,Dennison Plank,08/04/1997,07698172293,137 Iowa Circle,63714888,Basic,31/01/2023,632.75
3142386262,86068003,14/02/2023,2620.1,Ludvig Mustard,14/08/1998,07712521123,9125 Bultman Center,64299012,Basic,31/01/2023,509.56
6541213046,29039134,12/02/2023,1411.1,Rowney Pepin,16/02/1949,07841846726,971 Homewood Drive,64402841,Basic,31/01/2023,751.76
4658240718,36636385,07/02/2023,1392.7,Ebenezer Skinley,03/07/2002,07277016427,9 Jackson Drive,64462046,Gold,31/01/2023,847.04
1600966713,62671957,11/02/2023,1454.9,Eliza Morrad,11/07/1983,07443679085,30397 Morningstar Drive,64486954,Gold,31/01/2023,378
4133808312,41282329,05/02/2023,1685.4,Eliza Morrad,11/07/1983,07443679085,30397 Morningstar Drive,64486954,Gold,31/01/2023,378
2799250149,77688406,07/02/2023,1516.3,Annmaria Craske,28/06/1957,07505587763,1045 Thompson Circle,65143384,Basic,31/01/2023,227.08
652262031,72986897,12/02/2023,1682.4,Shirl Schulter,27/04/1977,07688231017,61202 Red Cloud Park,65200379,Basic,31/01/2023,4.27
7259250836,19956941,03/02/2023,1121.6,Alix Rawling,11/04/1949,07860665629,9145 Petterle Street,65220738,Basic,31/01/2023,873.56
7564360178,98620342,05/02/2023,1533.5,Alix Rawling,11/04/1949,07860665629,9145 Petterle Street,65220738,Basic,31/01/2023,873.56
57491925,19094015,12/02/2023,1761.1,Annabel Medd,17/02/1959,07175713923,24 Warner Junction,65589565,Gold,31/01/2023,321.99
8549509183,18348734,09/02/2023,1045.1,King Wooler,27/12/1975,07310078589,9925 Weeping Birch Plaza,65754176,Basic,31/01/2023,716.55
1619996944,43811112,07/02/2023,1760.8,Arvy Brogiotti,25/03/1962,07284297046,6156 Eggendart Parkway,66152145,Basic,31/01/2023,83.45
512522472,32192958,05/02/2023,1625.6,Cairistiona Stoeckle,12/05/1982,07580758768,9 Linden Pass,66341438,Basic,31/01/2023,685.06
1422621332,49581833,13/02/2023,1013.4,Cairistiona Stoeckle,12/05/1982,07580758768,9 Linden Pass,66341438,Basic,31/01/2023,685.06
5020894869,96224831,12/02/2023,1265.1,Monti Lathe,13/02/1947,07249772883,82491 Summer Ridge Court,66449974,Gold,31/01/2023,795.59
9184252820,84695068,12/02/2023,1764.4,Urson Fulbrook,21/07/1974,07660206901,3423 Stephen Circle,66586860,Gold,31/01/2023,938.51
9442192019,89088715,02/02/2023,1180.2,Rene Erik,17/01/1972,07134186207,92670 Garrison Place,66700123,Joint,31/01/2023,175.15
9442192019,89088715,02/02/2023,1180.2,Rebekkah Blais,10/03/1964,07527765994,92670 Garrison Place,66700123,Joint,31/01/2023,175.15
7532678911,45816894,08/02/2023,1006.9,Leilah Godfroy,14/01/1956,07801392491,18 Loftsgordon Crossing,66706067,Gold,31/01/2023,1.98
8300680616,15922706,11/02/2023,1370.2,Rocky Matijasevic,18/08/1987,07675049529,90 Garrison Lane,67056187,Basic,31/01/2023,392.51
4658575884,69556322,14/02/2023,1145.9,Dottie Ladd,19/10/1978,07734614888,22552 Harper Junction,67090449,Gold,31/01/2023,724.35
9122546715,94060198,05/02/2023,1317.7,Gayle Bellwood,13/09/1952,07116687087,8012 Oak Valley Terrace,67466632,Gold,31/01/2023,350.06
6596987310,33915504,11/02/2023,1136.3,Normand Ginty,05/04/1952,07197800109,76877 Brown Avenue,67561762,Basic,31/01/2023,469.23
7926940879,44586370,07/02/2023,1500,Carny Atthow,14/07/1970,07646508264,89319 Truax Parkway,67716893,Basic,31/01/2023,250.99
7254890195,17024652,09/02/2023,1558.7,Lucienne Mowsdell,09/07/1958,07991778658,60633 Anzinger Drive,67911201,Basic,31/01/2023,762.17
7335798604,15793232,05/02/2023,1580.8,Bendicty Skipping,10/04/1965,07949590159,27675 Talisman Junction,68483071,Gold,31/01/2023,25.88
9596601547,22137086,04/02/2023,2122.7,Bendicty Skipping,10/04/1965,07949590159,27675 Talisman Junction,68483071,Gold,31/01/2023,25.88
6506779748,82259327,05/02/2023,1463.6,Tine Barnet,13/02/1952,07131680793,12016 Lotheville Pass,68484031,Basic,31/01/2023,853.99
2973618347,72809943,14/02/2023,1297.2,Berna Hawgood,25/02/1982,07256434196,3 Dexter Terrace,68708795,Basic,31/01/2023,399.11
7550092060,32888555,06/02/2023,1161.4,Franky Syseland,25/01/1951,07210363393,2 Atwood Center,69118170,Basic,31/01/2023,109.35
8757806101,61555609,13/02/2023,1503.2,Mora Reddin,16/08/1981,07485581191,8 Eggendart Plaza,69648759,Basic,31/01/2023,693.39
256401322,30518350,06/02/2023,1498.3,Adrianne MacGahey,05/01/1934,07751618342,42 Fisk Park,70214700,Basic,31/01/2023,152.79
664959989,39402264,01/02/2023,1255.3,Adrianne MacGahey,05/01/1934,07751618342,42 Fisk Park,70214700,Basic,31/01/2023,152.79
5282224801,24434457,03/02/2023,2128.4,Erin Zelland,19/01/1985,07506533244,832 Delaware Point,70231750,Basic,31/01/2023,749.6
7448776126,88926132,04/02/2023,1618.2,Erin Zelland,19/01/1985,07506533244,832 Delaware Point,70231750,Basic,31/01/2023,749.6
7839551769,46064017,10/02/2023,1575.6,Gabie Comi,21/01/1969,07838706062,548 Lawn Hill,70469258,Gold,31/01/2023,868.53
2395653497,60114464,10/02/2023,1188.3,Nert Rosenzwig,11/11/1991,07280776110,684 Bobwhite Terrace,70554021,Gold,31/01/2023,44.26
495755869,92155262,08/02/2023,1051.3,Cobby Jedrzejewsky,16/10/1997,07444846231,93122 Summit Point,70624878,Gold,31/01/2023,328.5
4052648021,23271383,06/02/2023,1176.9,Harmon Monroe,08/05/1990,07952399339,76 Myrtle Crossing,71280775,Basic,31/01/2023,427.44
1740428250,21558805,07/02/2023,1434.3,Gisella Farady,06/10/1930,07682559522,38 Forest Run Crossing,71332337,Basic,31/01/2023,661.23
2076804692,60017511,04/02/2023,1131.3,Adelice Ghidoli,04/07/1982,07319330281,52566 Shopko Street,71444662,Gold,31/01/2023,276.78
7834529188,82115900,14/02/2023,1308.6,Ange Stoneham,11/05/1933,07205592453,24728 Emmet Lane,71643841,Gold,31/01/2023,232.5
6437426330,26109213,05/02/2023,1315.1,Lanae Lutas,07/09/1938,07655940959,5 Myrtle Trail,71868471,Basic,31/01/2023,474.32
2976252556,62412215,06/02/2023,1011.5,Edmund Roseby,21/08/1945,07754311768,643 Fordem Center,71934515,Gold,31/01/2023,340.99
8489908664,85344981,06/02/2023,1024.2,Daphna Aizikovitz,13/09/1982,07750510983,587 Oxford Plaza,72208029,Gold,31/01/2023,11.37
3441549473,64168292,14/02/2023,1323.7,Simeon Westwell,17/06/1966,07196750963,57 Cordelia Drive,72309641,Basic,31/01/2023,386.61
4657383655,18348734,14/02/2023,2010,Llywellyn Shinfield,12/08/1979,07365625939,589 Manitowish Alley,72354216,Gold,31/01/2023,852.23
1946831050,13267945,04/02/2023,1080.2,Andeee Targetter,14/03/1959,07267888814,6 Oakridge Avenue,72934756,Gold,31/01/2023,829.55
7088915162,78501355,10/02/2023,1038.8,Ag Dabinett,26/03/1954,07415170675,43624 Farmco Pass,72971287,Basic,31/01/2023,890.23
9484849237,80709302,11/02/2023,2044.6,Evonne Blackesland,14/03/1969,07348055344,8 Esker Parkway,73234341,Gold,31/01/2023,811.71
799584541,38558525,07/02/2023,1819,Blithe Pettipher,22/04/2002,07404796564,552 Fair Oaks Plaza,73328955,Basic,31/01/2023,404.7
9493811697,96278865,06/02/2023,1069,Lind Shaddock,23/01/1971,07875585595,16 Bunting Trail,73439131,Gold,31/01/2023,863.01
6596515745,16124993,08/02/2023,1668.5,Rube Blacket,10/05/1992,07527198701,63 Division Crossing,73983591,Basic,31/01/2023,292.39
304709484,91184544,11/02/2023,1207.7,Dulcia Crohan,18/04/1969,07136741404,152 Farmco Park,74252410,Gold,31/01/2023,278.47
3932700171,68484031,11/02/2023,1672.7,Sunny Grzegorecki,22/05/1965,07272693744,61 Victoria Park,74255305,Gold,31/01/2023,3.7
7893312475,33527603,13/02/2023,1154.7,Sebastien Cahn,01/03/2002,07110855146,16412 Pennsylvania Point,74441123,Gold,31/01/2023,833.24
6377660596,19956941,08/02/2023,1010.6,Kelcey Rosenhaupt,16/12/1980,07546294865,4456 Farwell Pass,74544582,Basic,31/01/2023,407.96
1893648036,58925998,12/02/2023,1261.6,Corabel Leisman,10/10/1948,07782076118,22 Weeping Birch Point,75134291,Basic,31/01/2023,903.25
6911274516,85496714,12/02/2023,1314.3,Edith Carmen,23/12/2000,07384976565,61 Hansons Park,75747094,Basic,31/01/2023,289.48
634727354,89225677,07/02/2023,1107.6,Holt Hughes,19/10/1954,07493217015,968 Bartelt Alley,75762044,Basic,31/01/2023,980.08
9675139412,52835507,14/02/2023,1053.5,Dianne Obern,07/04/1940,07665669464,64097 Sauthoff Court,76146870,Basic,31/01/2023,414.24
3478144698,99481977,02/02/2023,1695.5,Jacqueline Comello,15/08/1933,07366780779,2669 Sommers Way,76169332,Basic,31/01/2023,615.46
5400364764,76482858,07/02/2023,1236.7,Lemmy Kingaby,09/08/1993,07295738518,10809 Florence Hill,76257915,Gold,31/01/2023,795.66
9187890232,46597215,08/02/2023,1123.1,Nathanil Crate,30/11/1974,07149355836,3 Beilfuss Alley,76546657,Gold,31/01/2023,434.77
5824449856,88538200,10/02/2023,1394.1,Lena McGiff,29/06/1960,07530042054,6839 Nobel Road,76662799,Basic,31/01/2023,296.68
1911852973,72716288,07/02/2023,1282.4,Maribeth L'Episcopio,04/12/1944,07146390021,81708 Almo Lane,76847816,Gold,31/01/2023,197.8
3827516005,19980716,02/02/2023,1774.7,Pace Le Guin,02/12/1941,07280999435,3 2nd Way,77342574,Gold,31/01/2023,907.34
6813115820,35405748,02/02/2023,1666,Pace Le Guin,02/12/1941,07280999435,3 2nd Way,77342574,Gold,31/01/2023,907.34
6575815251,26632358,07/02/2023,1029.9,Randi Rubinivitz,27/03/1979,07367414287,14 Rigney Crossing,77554032,Gold,31/01/2023,646.5
9076940436,46643937,12/02/2023,1041.9,Lara Betteriss,29/09/1997,07847260700,3774 Shopko Center,77931114,Gold,31/01/2023,480.52
7087580108,44317934,01/02/2023,1888.2,Silvain Gypson,17/02/1989,07180030696,366 Hagan Drive,78296743,Gold,31/01/2023,406.97
2837013145,87801896,03/02/2023,1632,Torrence Owtram,23/07/1992,07848649593,84 Pepper Wood Pass,78343618,Basic,31/01/2023,30.43
6438233536,71718483,02/02/2023,1193.3,Torrence Owtram,23/07/1992,07848649593,84 Pepper Wood Pass,78343618,Basic,31/01/2023,30.43
560740182,67147649,02/02/2023,1499.9,Derrik Fenelow,28/02/1950,07290005814,6627 Union Center,78362587,Gold,31/01/2023,390.79
921255039,81994568,04/02/2023,1510.5,Derrik Fenelow,28/02/1950,07290005814,6627 Union Center,78362587,Gold,31/01/2023,390.79
5805207273,87179572,01/02/2023,1292.5,Derrik Fenelow,28/02/1950,07290005814,6627 Union Center,78362587,Gold,31/01/2023,390.79
6568574511,54301151,12/02/2023,1619.3,Martynne Leversha,06/11/1989,07109047769,81 Algoma Crossing,78395863,Gold,31/01/2023,458.24
5934283340,32424424,06/02/2023,1751.6,Audrye Yarmouth,07/01/1937,07294196796,33 Banding Circle,78541427,Basic,31/01/2023,366.51
2589340206,25779398,11/02/2023,1104.5,Kary Jeanneau,02/12/1949,07581411435,66 Lawn Junction,78773905,Basic,31/01/2023,511.78
5106930413,16223952,05/02/2023,1174.8,Juline Gillion,18/10/1993,07398841684,1540 Karstens Way,78927989,Gold,31/01/2023,825.23
9800350713,30112323,09/02/2023,1504.7,Barnaby Boydon,10/11/1964,07560843018,917 Charing Cross Parkway,79033058,Basic,31/01/2023,97.12
2966603895,39504855,11/02/2023,1000.2,Cicily Dearnly,13/05/1980,07353891176,7585 Michigan Park,79570236,Gold,31/01/2023,91.66
187032653,54565625,06/02/2023,1947.3,Elysia Holah,10/08/1973,07662674087,8420 Sugar Center,80360244,Basic,31/01/2023,658.35
4692910372,98940578,06/02/2023,1032.3,Liva Sotheron,04/10/1994,07195063101,33439 Dexter Trail,80610910,Basic,31/01/2023,139.54
3268335284,61781801,08/02/2023,1051.4,Miguelita Wildbore,03/02/1976,07865100182,134 Gale Hill,80678427,Basic,31/01/2023,97.72
8821350304,64237458,05/02/2023,1295.5,Saundra Hargitt,01/09/1988,07281724264,7211 Eastlawn Junction,80787776,Gold,31/01/2023,460.46
3988237213,47483982,13/02/2023,1017.6,Aymer Chessman,14/05/1979,07629430015,92952 Jackson Place,80808205,Basic,31/01/2023,280.92
7389839740,92052516,02/02/2023,1082.7,Aymer Chessman,14/05/1979,07629430015,92952 Jackson Place,80808205,Basic,31/01/2023,280.92
8244446277,37796234,02/02/2023,1698,Aymer Chessman,14/05/1979,07629430015,92952 Jackson Place,80808205,Basic,31/01/2023,280.92
3776478144,85559926,09/02/2023,1727.8,Joanne Shrieves,21/12/1961,07961408348,31 Sauthoff Terrace,81049128,Basic,31/01/2023,694.91
8535701494,85994636,04/02/2023,1361,Donella Stutely,16/09/1992,07497282395,74 Fremont Court,81384411,Basic,31/01/2023,175.86
