Opportunity ID,AccountId,Opportunity Name,StageName,Amount,OwnerId,CreatedById,Account Name,Account Type,Created By Name,Owner Name,Account Created By Name,Account Owner Name
0068d000009MW7jAAG,0018d00000Ggx6qAAB,Opportunity for Gray19,Closed Won,690210,0058d000004QHafAAG,0058d000004B2qYAAS,Barnett543 Inc,Partner,Lorna Brown,Harold Campbell,Lorna Brown,Irene Kelley
0068d000009MW7kAAG,0018d00000GgwwQAAR,Opportunity for Hawkins22,Prospecting,136464,0058d000004QHaZAAW,0058d000004B2qYAAS,Duncan433 Inc,Customer,Lorna Brown,Laura Garza,Lorna Brown,Chris Riley
0068d000009MW7lAAG,0018d00000Ggx2hAAB,Opportunity for McCormick23,Negotiation/Review,744440,0058d000004QHaaAAG,0058d000004B2qYAAS,Lowe496 Inc,Partner,Lorna Brown,Bruce Kennedy,Lorna Brown,John Williams
0068d000009MW7mAAG,0018d00000Ggx5TAAR,Opportunity for Cox29,Closed Won,2345840,0058d000004QHaZAAW,0058d000004B2qYAAS,Vega718 Inc,Customer,Lorna Brown,Laura Garza,Lorna Brown,Laura Palmer
0068d000009MW7oAAG,0018d00000Ggx2RAAR,Opportunity for Bass32,Closed Won,4010350,0058d000004QHaeAAG,0058d000004B2qYAAS,Tucker284 Inc,Customer,Lorna Brown,Nicolas Weaver,Lorna Brown,Julie Chavez
0068d000009MW7pAAG,0018d00000Ggx35AAB,Opportunity for Butler33,Perception Analysis,8577295,0058d000004QHabAAG,0058d000004B2qYAAS,Watts685 Inc,Customer,Lorna Brown,Doroth Gardner,Lorna Brown,Laura Palmer
0068d000009MW7qAAG,0018d00000Ggx7AAAR,Opportunity for Alvarez35,Closed Won,266400,0058d000004QHanAAG,0058d000004B2qYAAS,Wade723 Inc,Customer,Lorna Brown,Evelyn Williamson,Lorna Brown,Laura Garza
0068d000009MW7rAAG,0018d00000Ggx75AAB,Opportunity for Nunez37,Closed Lost,809810,0058d000004QHacAAG,0058d000004B2qYAAS,Smith558 Inc,Partner,Lorna Brown,Irene Kelley,Lorna Brown,Laura Palmer
0068d000009MW7sAAG,0018d00000Ggx4pAAB,Opportunity for Wilkins38,Closed Won,980500,0058d000004QHapAAG,0058d000004B2qYAAS,Bennett519 Inc,Customer,Lorna Brown,Eric Sanchez,Lorna Brown,Chris Riley
0068d000009MW7tAAG,0018d00000Ggx0qAAB,Opportunity for Stevens152,Closed Lost,11883,0058d000004QHajAAG,0058d000004B2qYAAS,Rogers668 Inc,Partner,Lorna Brown,Laura Palmer,Lorna Brown,Bruce Kennedy
0068d000009MW7vAAG,0018d00000GgwzDAAR,Opportunity for Vega154,Closed Lost,77270,0058d000004QHaZAAW,0058d000004B2qYAAS,Stevenson954 Inc,Customer,Lorna Brown,Laura Garza,Lorna Brown,Kelly Frazier
0068d000009MW7wAAG,0018d00000GgwuRAAR,Opportunity for Moss156,Negotiation/Review,857500,0058d000004QHajAAG,0058d000004B2qYAAS,Rios384 Inc,Partner,Lorna Brown,Laura Palmer,Lorna Brown,Eric Gutierrez
0068d000009MW7xAAG,0018d00000Ggx90AAB,Opportunity for Hunt157,Closed Won,353136,0058d000004QHadAAG,0058d000004B2qYAAS,Brewer763 Inc,Customer,Lorna Brown,Eric Gutierrez,Lorna Brown,Dennis Howard
0068d000009MW7yAAG,0018d00000Ggx6qAAB,Opportunity for Mendoza161,Closed Won,567800,0058d000004QHahAAG,0058d000004B2qYAAS,Barnett543 Inc,Partner,Lorna Brown,Kelly Frazier,Lorna Brown,Irene Kelley
0068d000009MW7zAAG,0018d00000Ggx0CAAR,Opportunity for Todd162,Prospecting,465500,0058d000004QHapAAG,0058d000004B2qYAAS,Maldonado464 Inc,Customer,Lorna Brown,Eric Sanchez,Lorna Brown,Kelly Frazier
0068d000009MWCHAA4,0018d00000Ggx0FAAR,Opportunity for Lee759,Closed Won,710500,0058d000004QHajAAG,0058d000004B2qYAAS,McDaniel467 Inc,Customer,Lorna Brown,Laura Palmer,Lorna Brown,Doroth Gardner
0068d000009MWCKAA4,0018d00000Ggx4xAAB,Opportunity for Walters765,Closed Won,623750,0058d000004QHapAAG,0058d000004B2qYAAS,Snyder527 Inc,Customer,Lorna Brown,Eric Sanchez,Lorna Brown,Harold Campbell
0068d000009MWCLAA4,0018d00000Ggx8zAAB,Opportunity for Drake768,Perception Analysis,70368,0058d000004QHagAAG,0058d000004B2qYAAS,Fleming762 Inc,Customer,Lorna Brown,Chris Riley,Lorna Brown,Chris Riley
0068d000009MWCMAA4,0018d00000Ggx06AAB,Opportunity for Elliott770,Closed Won,646400,0058d000004QHajAAG,0058d000004B2qYAAS,Wells259 Inc,Customer,Lorna Brown,Laura Palmer,Lorna Brown,Laura Garza
0068d000009MWCNAA4,0018d00000Ggx5cAAB,Opportunity for Malone772,Closed Won,5880,0058d000004QHapAAG,0058d000004B2qYAAS,Norton877 Inc,Customer,Lorna Brown,Eric Sanchez,Lorna Brown,Eric Sanchez
0068d000009MWCOAA4,0018d00000GgwxyAAB,Opportunity for Newton773,Closed Won,887240,0058d000004QHagAAG,0058d000004B2qYAAS,Mann440 Inc,Customer,Lorna Brown,Chris Riley,Lorna Brown,Julie Chavez
0068d000009MWEWAA4,0018d00000Ggx7qAAB,Opportunity for Campbell1583,Closed Won,2008900,0058d000004QHajAAG,0058d000004B2qYAAS,Dixon915 Inc,Customer,Lorna Brown,Laura Palmer,Lorna Brown,Eric Sanchez
0068d000009MWEXAA4,0018d00000GgwzRAAR,Opportunity for Lamb1584,Closed Lost,1728950,0058d000004QHacAAG,0058d000004B2qYAAS,Long31 Inc,Customer,Lorna Brown,Irene Kelley,Lorna Brown,Doroth Gardner
0068d000009MWEYAA4,0018d00000Ggx1YAAR,Opportunity for Bates1952,Closed Won,127600,0058d000004QHapAAG,0058d000004B2qYAAS,Cummings974 Inc,Customer,Lorna Brown,Eric Sanchez,Lorna Brown,Laura Palmer
0068d000009MWEZAA4,0018d00000GgwyGAAR,Opportunity for Webster1954,Closed Won,171660,0058d000004QHajAAG,0058d000004B2qYAAS,Summers458 Inc,Customer,Lorna Brown,Laura Palmer,Lorna Brown,Kelly Frazier
0068d000009MWEaAAO,0018d00000Ggx5xAAB,Opportunity for Cobb1955,Closed Won,446461,0058d000004QHacAAG,0058d000004B2qYAAS,Floyd100 Inc,Customer,Lorna Brown,Irene Kelley,Lorna Brown,Nicolas Weaver
0068d000009MWEbAAO,0018d00000Ggx4uAAB,Opportunity for Wilkerson1956,Closed Won,1128970,0058d000004QHahAAG,0058d000004B2qYAAS,Lopez524 Inc,Partner,Lorna Brown,Kelly Frazier,Lorna Brown,Irene Kelley
0068d000009MWEcAAO,0018d00000Ggx6SAAR,Opportunity for Harper1957,Closed Won,421000,0058d000004QHanAAG,0058d000004B2qYAAS,Fowler322 Inc,Partner,Lorna Brown,Evelyn Williamson,Lorna Brown,Irene Kelley
0068d000009MWEdAAO,0018d00000Ggww4AAB,Opportunity for Stone1959,Closed Won,1052275,0058d000004QHaoAAG,0058d000004B2qYAAS,Payne411 Inc,Customer,Lorna Brown,Irene McCoy,Lorna Brown,Irene Kelley
0068d000009MWEeAAO,0018d00000GgwvfAAB,Opportunity for Bush1960,Closed Lost,1540000,0058d000004QHagAAG,0058d000004B2qYAAS,Lee192 Inc,Customer,Lorna Brown,Chris Riley,Lorna Brown,Johnny Green
0068d000009MWEgAAO,0018d00000Ggx1TAAR,Opportunity for Murphy1963,Negotiation/Review,1241390,0058d000004QHabAAG,0058d000004B2qYAAS,Rivera969 Inc,Customer,Lorna Brown,Doroth Gardner,Lorna Brown,Irene McCoy
0068d000009MWEiAAO,0018d00000GgwvpAAB,Opportunity for Bowen1968,Qualification,125340,0058d000004QHalAAG,0058d000004B2qYAAS,Reeves202 Inc,Customer,Lorna Brown,Johnny Green,Lorna Brown,Irene McCoy
0068d000009MWEjAAO,0018d00000GgwtiAAB,Opportunity for Nguyen1971,Proposal/Price Quote,2049800,0058d000004QHacAAG,0058d000004B2qYAAS,Pope139 Inc,Partner,Lorna Brown,Irene Kelley,Lorna Brown,John Williams
0068d000009MWGmAAO,0018d00000GgwwXAAR,Opportunity for Jacobs1642,Closed Lost,2560600,0058d000004QHaoAAG,0058d000004B2qYAAS,Davidson606 Inc,Customer,Lorna Brown,Irene McCoy,Lorna Brown,Julie Chavez
0068d000009MWGnAAO,0018d00000Ggx47AAB,Opportunity for Baker1644,Closed Won,2440900,0058d000004QHaqAAG,0058d000004B2qYAAS,Steele90 Inc,Customer,Lorna Brown,John Williams,Lorna Brown,John Williams
0068d000009MWGoAAO,0018d00000Ggx29AAB,Opportunity for Austin1650,Closed Won,1132600,0058d000004QHalAAG,0058d000004B2qYAAS,Beck266 Inc,Partner,Lorna Brown,Johnny Green,Lorna Brown,Irene Kelley
0068d000009MWGpAAO,0018d00000GgwyuAAB,Opportunity for Wright1651,Closed Won,286073,0058d000004QHaoAAG,0058d000004B2qYAAS,Roberts804 Inc,Partner,Lorna Brown,Irene McCoy,Lorna Brown,Johnny Green
0068d000009MWGqAAO,0018d00000Ggx0bAAB,Opportunity for McKenzie1652,Closed Won,2386625,0058d000004QHadAAG,0058d000004B2qYAAS,Warren653 Inc,Partner,Lorna Brown,Eric Gutierrez,Lorna Brown,Julie Chavez
0068d000009MWGrAAO,0018d00000GgwxpAAB,Opportunity for Newton532,Negotiation/Review,45265,0058d000004QHanAAG,0058d000004B2qYAAS,Fletcher234 Inc,Partner,Lorna Brown,Evelyn Williamson,Lorna Brown,Harold Campbell
0068d000009MWGsAAO,0018d00000Ggx7AAAR,Opportunity for Schwartz533,Closed Won,632960,0058d000004QHaiAAG,0058d000004B2qYAAS,Wade723 Inc,Customer,Lorna Brown,Dennis Howard,Lorna Brown,Laura Garza
0068d000009MWGtAAO,0018d00000Ggx9CAAR,Opportunity for Hunter534,Closed Lost,234750,0058d000004QHahAAG,0058d000004B2qYAAS,Graves925 Inc,Customer,Lorna Brown,Kelly Frazier,Lorna Brown,Harold Campbell
0068d000009MWGwAAO,0018d00000Ggx4WAAR,Opportunity for Tate537,Closed Lost,1238650,0058d000004QHafAAG,0058d000004B2qYAAS,Gutierrez305 Inc,Customer,Lorna Brown,Harold Campbell,Lorna Brown,Irene McCoy
0068d000009MWGyAAO,0018d00000Ggx5dAAB,Opportunity for Bryant543,Closed Won,3072000,0058d000004QHanAAG,0058d000004B2qYAAS,Barber878 Inc,Partner,Lorna Brown,Evelyn Williamson,Lorna Brown,Johnny Green
0068d000009MWGzAAO,0018d00000Ggx7tAAB,Opportunity for Wong544,Closed Lost,3498250,0058d000004QHafAAG,0058d000004B2qYAAS,Walters918 Inc,Partner,Lorna Brown,Harold Campbell,Lorna Brown,Eric Sanchez
0068d000009MWH0AAO,0018d00000Ggx4YAAR,Opportunity for Mack545,Closed Won,551580,0058d000004QHaqAAG,0058d000004B2qYAAS,Fowler307 Inc,Partner,Lorna Brown,John Williams,Lorna Brown,Bruce Kennedy
0068d000009MWH1AAO,0018d00000GgwyWAAR,Opportunity for Watkins896,Closed Won,358100,0058d000004QHaeAAG,0058d000004B2qYAAS,Herrera637 Inc,Customer,Lorna Brown,Nicolas Weaver,Lorna Brown,Harold Campbell
0068d000009MWH2AAO,0018d00000Ggx85AAB,Opportunity for Bridges897,Closed Lost,1316850,0058d000004QHaqAAG,0058d000004B2qYAAS,Benson346 Inc,Customer,Lorna Brown,John Williams,Lorna Brown,Julie Chavez
0068d000009MWH3AAO,0018d00000Ggx2OAAR,Opportunity for Powell899,Closed Won,1802500,0058d000004QHapAAG,0058d000004B2qYAAS,Evans281 Inc,Customer,Lorna Brown,Eric Sanchez,Lorna Brown,Dennis Howard
0068d000009MWH4AAO,0018d00000Ggx2wAAB,Opportunity for Wilkerson900,Prospecting,3537660,0058d000004QHaoAAG,0058d000004B2qYAAS,Gray676 Inc,Customer,Lorna Brown,Irene McCoy,Lorna Brown,John Williams
0068d000009MWJjAAO,0018d00000Ggx3dAAB,Opportunity for Weber619,Closed Won,3474950,0058d000004QHaiAAG,0058d000004B2qYAAS,Joseph988 Inc,Customer,Lorna Brown,Dennis Howard,Lorna Brown,Laura Garza
0068d000009MWJkAAO,0018d00000GgwvGAAR,Opportunity for West620,Closed Won,2151600,0058d000004QHadAAG,0058d000004B2qYAAS,Gonzales409 Inc,Customer,Lorna Brown,Eric Gutierrez,Lorna Brown,Doroth Gardner
0068d000009MWJlAAO,0018d00000GgwucAAB,Opportunity for Ingram622,Closed Won,4841250,0058d000004QHaZAAW,0058d000004B2qYAAS,Crawford184 Inc,Customer,Lorna Brown,Laura Garza,Lorna Brown,Laura Garza
0068d000009MWJmAAO,0018d00000GgwzOAAR,Opportunity for Jackson625,Closed Won,1948800,0058d000004QHaaAAG,0058d000004B2qYAAS,Cohen28 Inc,Customer,Lorna Brown,Bruce Kennedy,Lorna Brown,Eric Gutierrez
0068d000009MWJnAAO,0018d00000Ggx90AAB,Opportunity for Daniels627,Qualification,1422600,0058d000004QHaZAAW,0058d000004B2qYAAS,Brewer763 Inc,Customer,Lorna Brown,Laura Garza,Lorna Brown,Dennis Howard
0068d000009MWJrAAO,0018d00000Ggx01AAB,Opportunity for McCarthy999,Closed Won,775200,0058d000004QHagAAG,0058d000004B2qYAAS,Glover254 Inc,Partner,Lorna Brown,Chris Riley,Lorna Brown,Laura Palmer
0068d000009MWJtAAO,0018d00000Ggx45AAB,Opportunity for Chavez1002,Qualification,355680,0058d000004QHaZAAW,0058d000004B2qYAAS,Hunter88 Inc,Customer,Lorna Brown,Laura Garza,Lorna Brown,Dennis Howard
0068d000009MWJwAAO,0018d00000GgwtqAAB,Opportunity for Vasquez1005,Closed Won,269400,0058d000004QHaYAAW,0058d000004B2qYAAS,Graves147 Inc,Customer,Lorna Brown,Julie Chavez,Lorna Brown,Evelyn Williamson
0068d000009MWJxAAO,0018d00000Ggx23AAB,Opportunity for Schultz1008,Closed Won,5188750,0058d000004QHabAAG,0058d000004B2qYAAS,Sharp69 Inc,Customer,Lorna Brown,Doroth Gardner,Lorna Brown,Harold Campbell
0068d000009MWJyAAO,0018d00000Ggww5AAB,Opportunity for Holmes1012,Qualification,1348890,0058d000004QHadAAG,0058d000004B2qYAAS,Rodriquez412 Inc,Customer,Lorna Brown,Eric Gutierrez,Lorna Brown,Irene Kelley
0068d000009MWJzAAO,0018d00000Ggwu5AAB,Opportunity for Richardson1013,Value Proposition,499733,0058d000004QHaiAAG,0058d000004B2qYAAS,McCarthy162 Inc,Partner,Lorna Brown,Dennis Howard,Lorna Brown,Dennis Howard
0068d000009MWK0AAO,0018d00000GgwwBAAR,Opportunity for Floyd1015,Closed Won,401291,0058d000004QHamAAG,0058d000004B2qYAAS,Tyler418 Inc,Partner,Lorna Brown,Catherine Brown,Lorna Brown,Johnny Green
0068d000009MWK1AAO,0018d00000GgwttAAB,Opportunity for Atkins1016,Closed Won,1926610,0058d000004QHamAAG,0058d000004B2qYAAS,Salazar150 Inc,Customer,Lorna Brown,Catherine Brown,Lorna Brown,John Williams
0068d000009MWKBAA4,0018d00000Ggx3oAAB,Opportunity for Newman1387,Closed Won,2451210,0058d000004QHalAAG,0058d000004B2qYAAS,Riley999 Inc,Customer,Lorna Brown,Johnny Green,Lorna Brown,Dennis Howard
0068d000009MWKCAA4,0018d00000GgwtpAAB,Opportunity for Boone1390,Closed Won,69240,0058d000004QHaZAAW,0058d000004B2qYAAS,Knight146 Inc,Customer,Lorna Brown,Laura Garza,Lorna Brown,Nicolas Weaver
0068d000009MWKEAA4,0018d00000GgwvTAAR,Opportunity for Sanders1392,Closed Won,196890,0058d000004QHanAAG,0058d000004B2qYAAS,Yates593 Inc,Customer,Lorna Brown,Evelyn Williamson,Lorna Brown,Nicolas Weaver
0068d000009MWKFAA4,0018d00000Ggx95AAB,Opportunity for Maldonado1393,Closed Won,739550,0058d000004QHaqAAG,0058d000004B2qYAAS,Rodriguez768 Inc,Customer,Lorna Brown,John Williams,Lorna Brown,Nicolas Weaver
0068d000009MWKHAA4,0018d00000GgwtqAAB,Opportunity for Moran1395,Closed Won,234500,0058d000004QHamAAG,0058d000004B2qYAAS,Graves147 Inc,Customer,Lorna Brown,Catherine Brown,Lorna Brown,Evelyn Williamson
0068d000009MWKIAA4,0018d00000GgwzhAAB,Opportunity for Robinson1397,Closed Won,33600,0058d000004QHaYAAW,0058d000004B2qYAAS,Casey47 Inc,Customer,Lorna Brown,Julie Chavez,Lorna Brown,Laura Garza
0068d000009MWKJAA4,0018d00000GgwwTAAR,Opportunity for Salazar1398,Closed Won,555200,0058d000004QHapAAG,0058d000004B2qYAAS,McCarthy602 Inc,Partner,Lorna Brown,Eric Sanchez,Lorna Brown,Eric Gutierrez
0068d000009MWKKAA4,0018d00000Ggx7UAAR,Opportunity for Kelly1755,Closed Won,197075,0058d000004QHacAAG,0058d000004B2qYAAS,Mitchell743 Inc,Customer,Lorna Brown,Irene Kelley,Lorna Brown,Bruce Kennedy
0068d000009MWKLAA4,0018d00000Ggx3aAAB,Opportunity for Buchanan1756,Closed Lost,76532,0058d000004QHacAAG,0058d000004B2qYAAS,Tran866 Inc,Customer,Lorna Brown,Irene Kelley,Lorna Brown,Irene Kelley
0068d000009MWKMAA4,0018d00000GgwykAAB,Opportunity for McGee1757,Proposal/Price Quote,360800,0058d000004QHalAAG,0058d000004B2qYAAS,Weber794 Inc,Partner,Lorna Brown,Johnny Green,Lorna Brown,Chris Riley
0068d000009MWKNAA4,0018d00000Ggx5WAAR,Opportunity for Nguyen1759,Closed Lost,1324800,0058d000004QHamAAG,0058d000004B2qYAAS,Gomez871 Inc,Customer,Lorna Brown,Catherine Brown,Lorna Brown,Irene McCoy
0068d000009MWKOAA4,0018d00000GgwvwAAB,Opportunity for Luna1760,Closed Won,89400,0058d000004QHaoAAG,0058d000004B2qYAAS,Gonzales209 Inc,Customer,Lorna Brown,Irene McCoy,Lorna Brown,Harold Campbell
0068d000009MWKPAA4,0018d00000Ggx9SAAR,Opportunity for Sanders1761,Qualification,1049880,0058d000004QHaqAAG,0058d000004B2qYAAS,Brewer941 Inc,Partner,Lorna Brown,John Williams,Lorna Brown,Laura Garza
0068d000009MWKRAA4,0018d00000Ggx85AAB,Opportunity for Zimmerman1763,Qualification,4747520,0058d000004QHaeAAG,0058d000004B2qYAAS,Benson346 Inc,Customer,Lorna Brown,Nicolas Weaver,Lorna Brown,Julie Chavez
0068d000009MWKSAA4,0018d00000Ggx0BAAR,Opportunity for Barton1764,Value Proposition,3209120,0058d000004QHaZAAW,0058d000004B2qYAAS,Hill463 Inc,Customer,Lorna Brown,Laura Garza,Lorna Brown,Kelly Frazier
0068d000009MWKaAAO,0018d00000Ggww9AAB,Opportunity for Byrd640,Closed Won,499928,0058d000004QHanAAG,0058d000004B2qYAAS,West416 Inc,Customer,Lorna Brown,Evelyn Williamson,Lorna Brown,Laura Garza
0068d000009MWKbAAO,0018d00000GgwzPAAR,Opportunity for Carson641,Closed Won,376955,0058d000004QHanAAG,0058d000004B2qYAAS,Reid29 Inc,Customer,Lorna Brown,Evelyn Williamson,Lorna Brown,Johnny Green
0068d000009MWKcAAO,0018d00000Ggx9WAAR,Opportunity for Figueroa642,Needs Analysis,701400,0058d000004QHalAAG,0058d000004B2qYAAS,Holmes945 Inc,Customer,Lorna Brown,Johnny Green,Lorna Brown,Eric Sanchez
0068d000009MWKdAAO,0018d00000Ggwz4AAB,Opportunity for Jensen643,Closed Won,898800,0058d000004QHahAAG,0058d000004B2qYAAS,Gordon814 Inc,Partner,Lorna Brown,Kelly Frazier,Lorna Brown,Irene McCoy
0068d000009MWKeAAO,0018d00000GgwucAAB,Opportunity for Frazier644,Qualification,1528750,0058d000004QHafAAG,0058d000004B2qYAAS,Crawford184 Inc,Customer,Lorna Brown,Harold Campbell,Lorna Brown,Laura Garza
0068d000009MWKfAAO,0018d00000Ggx7NAAR,Opportunity for Barrett645,Closed Lost,2221650,0058d000004QHacAAG,0058d000004B2qYAAS,Schneider736 Inc,Customer,Lorna Brown,Irene Kelley,Lorna Brown,Chris Riley
0068d000009MWKgAAO,0018d00000Ggx1TAAR,Opportunity for Bowen646,Needs Analysis,1158700,0058d000004QHaaAAG,0058d000004B2qYAAS,Rivera969 Inc,Customer,Lorna Brown,Bruce Kennedy,Lorna Brown,Irene McCoy
0068d000009MWKiAAO,0018d00000GgwuLAAR,Opportunity for Ruiz650,Closed Won,209640,0058d000004QHadAAG,0058d000004B2qYAAS,Armstrong378 Inc,Customer,Lorna Brown,Eric Gutierrez,Lorna Brown,Johnny Green
0068d000009MWKjAAO,0018d00000Ggx91AAB,Opportunity for Blair652,Closed Won,965425,0058d000004QHaZAAW,0058d000004B2qYAAS,Sharp764 Inc,Customer,Lorna Brown,Laura Garza,Lorna Brown,Eric Sanchez
0068d000009MW85AAG,0018d00000GgwutAAB,Opportunity for Cunningham175,Closed Won,4357300,0058d000004QHahAAG,0058d000004B2qYAAS,Flores188 Inc,Customer,Lorna Brown,Kelly Frazier,Lorna Brown,Chris Riley
0068d000009MW86AAG,0018d00000GgwuaAAB,Opportunity for Bush283,Proposal/Price Quote,4067300,0058d000004QHagAAG,0058d000004B2qYAAS,Allen182 Inc,Customer,Lorna Brown,Chris Riley,Lorna Brown,Irene McCoy
0068d000009MW87AAG,0018d00000GgwzTAAR,Opportunity for Pearson288,Closed Won,1790440,0058d000004QHaYAAW,0058d000004B2qYAAS,Graves33 Inc,Customer,Lorna Brown,Julie Chavez,Lorna Brown,Irene McCoy
0068d000009MW88AAG,0018d00000Ggx72AAB,Opportunity for Higgins293,Negotiation/Review,3306425,0058d000004QHaYAAW,0058d000004B2qYAAS,Stone555 Inc,Customer,Lorna Brown,Julie Chavez,Lorna Brown,Harold Campbell
0068d000009MW89AAG,0018d00000GgwzWAAR,Opportunity for Armstrong296,Closed Won,236040,0058d000004QHahAAG,0058d000004B2qYAAS,Soto36 Inc,Customer,Lorna Brown,Kelly Frazier,Lorna Brown,Chris Riley
0068d000009MW8AAAW,0018d00000Ggx3TAAR,Opportunity for Francis298,Perception Analysis,219000,0058d000004QHaqAAG,0058d000004B2qYAAS,Jefferson859 Inc,Partner,Lorna Brown,John Williams,Lorna Brown,Eric Sanchez
0068d000009MW8BAAW,0018d00000Ggx9CAAR,Opportunity for McBride299,Value Proposition,567000,0058d000004QHalAAG,0058d000004B2qYAAS,Graves925 Inc,Customer,Lorna Brown,Johnny Green,Lorna Brown,Harold Campbell
0068d000009MW8CAAW,0018d00000Ggx53AAB,Opportunity for Miller300,Closed Won,2303500,0058d000004QHajAAG,0058d000004B2qYAAS,Stone533 Inc,Customer,Lorna Brown,Laura Palmer,Lorna Brown,Doroth Gardner
0068d000009MW8DAAW,0018d00000GgwwnAAB,Opportunity for Cross303,Perception Analysis,2086050,0058d000004QHaaAAG,0058d000004B2qYAAS,Thompson622 Inc,Customer,Lorna Brown,Bruce Kennedy,Lorna Brown,Julie Chavez
0068d000009MW8FAAW,0018d00000GgwxKAAR,Opportunity for Figueroa377,Perception Analysis,5839810,0058d000004QHaaAAG,0058d000004B2qYAAS,Harris13 Inc,Customer,Lorna Brown,Bruce Kennedy,Lorna Brown,Laura Garza
0068d000009MWH5AAO,0018d00000Ggx84AAB,Opportunity for McCoy901,Closed Won,2132690,0058d000004QHadAAG,0058d000004B2qYAAS,Armstrong345 Inc,Customer,Lorna Brown,Eric Gutierrez,Lorna Brown,Laura Garza
0068d000009MWHDAA4,0018d00000Ggx5OAAR,Opportunity for West913,Closed Won,1418640,0058d000004QHaaAAG,0058d000004B2qYAAS,Hernandez713 Inc,Customer,Lorna Brown,Bruce Kennedy,Lorna Brown,Johnny Green
0068d000009MWHEAA4,0018d00000GgwwrAAB,Opportunity for Armstrong916,Closed Lost,237283,0058d000004QHagAAG,0058d000004B2qYAAS,Duncan773 Inc,Customer,Lorna Brown,Chris Riley,Lorna Brown,Eric Sanchez
0068d000009MWH6AAO,0018d00000GgwyVAAR,Opportunity for Black902,Closed Won,340500,0058d000004QHaaAAG,0058d000004B2qYAAS,Walton636 Inc,Partner,Lorna Brown,Bruce Kennedy,Lorna Brown,Harold Campbell
0068d000009MWH7AAO,0018d00000Ggx91AAB,Opportunity for Morales903,Closed Won,2317340,0058d000004QHanAAG,0058d000004B2qYAAS,Sharp764 Inc,Customer,Lorna Brown,Evelyn Williamson,Lorna Brown,Eric Sanchez
0068d000009MWH8AAO,0018d00000Ggx5jAAB,Opportunity for Doyle904,Closed Won,94283,0058d000004QHamAAG,0058d000004B2qYAAS,Stevenson884 Inc,Customer,Lorna Brown,Catherine Brown,Lorna Brown,Doroth Gardner
0068d000009MWH9AAO,0018d00000Ggx3eAAB,Opportunity for Williamson906,Closed Won,2449675,0058d000004QHaZAAW,0058d000004B2qYAAS,Hogan989 Inc,Customer,Lorna Brown,Laura Garza,Lorna Brown,Chris Riley
0068d000009MWHAAA4,0018d00000GgwztAAB,Opportunity for Black908,Closed Won,165000,0058d000004QHalAAG,0058d000004B2qYAAS,Medina246 Inc,Customer,Lorna Brown,Johnny Green,Lorna Brown,Dennis Howard
0068d000009MWHBAA4,0018d00000Ggwx5AAB,Opportunity for Brady910,Closed Won,1355700,0058d000004QHahAAG,0058d000004B2qYAAS,Medina787 Inc,Partner,Lorna Brown,Kelly Frazier,Lorna Brown,Dennis Howard
0068d000009MWHCAA4,0018d00000Ggx5VAAR,Opportunity for Evans911,Value Proposition,185630,0058d000004QHapAAG,0058d000004B2qYAAS,Aguilar870 Inc,Customer,Lorna Brown,Eric Sanchez,Lorna Brown,Laura Palmer
0068d000009MWKUAA4,0018d00000GgwyXAAR,Opportunity for Ramirez1767,Closed Won,3440,0058d000004QHaYAAW,0058d000004B2qYAAS,Anderson638 Inc,Customer,Lorna Brown,Julie Chavez,Lorna Brown,Julie Chavez
0068d000009MWKVAA4,0018d00000Ggx1YAAR,Opportunity for James1768,Closed Won,1386250,0058d000004QHaZAAW,0058d000004B2qYAAS,Cummings974 Inc,Customer,Lorna Brown,Laura Garza,Lorna Brown,Laura Palmer
0068d000009MWKYAA4,0018d00000Ggx2RAAR,Opportunity for Abbott636,Closed Won,121490,0058d000004QHaqAAG,0058d000004B2qYAAS,Tucker284 Inc,Customer,Lorna Brown,John Williams,Lorna Brown,Julie Chavez
0068d000009MWKZAA4,0018d00000Ggx3YAAR,Opportunity for Jefferson638,Closed Won,719960,0058d000004QHacAAG,0058d000004B2qYAAS,Estrada864 Inc,Partner,Lorna Brown,Irene Kelley,Lorna Brown,Dennis Howard
0068d000009MWKlAAO,0018d00000GgwvyAAB,Opportunity for Bridges657,Qualification,1314400,0058d000004QHaZAAW,0058d000004B2qYAAS,Simmons211 Inc,Customer,Lorna Brown,Laura Garza,Lorna Brown,Catherine Brown
0068d000009MWKvAAO,0018d00000GgwyBAAR,Opportunity for Ortiz1039,Closed Won,128265,0058d000004QHaYAAW,0058d000004B2qYAAS,Paul453 Inc,Customer,Lorna Brown,Julie Chavez,Lorna Brown,Kelly Frazier
0068d000009MWKnAAO,0018d00000GgwzvAAB,Opportunity for Willis1022,Closed Won,296805,0058d000004QHaeAAG,0058d000004B2qYAAS,Greene248 Inc,Partner,Lorna Brown,Nicolas Weaver,Lorna Brown,Doroth Gardner
0068d000009MWKwAAO,0018d00000Ggx4jAAB,Opportunity for Lopez1040,Closed Won,79550,0058d000004QHafAAG,0058d000004B2qYAAS,Conner513 Inc,Partner,Lorna Brown,Harold Campbell,Lorna Brown,Catherine Brown
0068d000009MWKxAAO,0018d00000GgwwZAAR,Opportunity for Houston1041,Closed Won,3513380,0058d000004QHaaAAG,0058d000004B2qYAAS,Rodriguez608 Inc,Partner,Lorna Brown,Bruce Kennedy,Lorna Brown,Johnny Green
