Customer Classification,YoY Difference,Order?,Year,First Purchase,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Customer ID
Consistent,32,1,2021,2018,4010,CA-2021-144463,01/01/2021,05/01/2021,Standard Class,Steven Cartwright,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",474.43,11,0,199.2606,SC-20725
Sleeping,48,0,2020,2018,,,,,,Scott Cohen,,,,,,,,,,,,,,,SC-20260
Consistent,48,1,2020,2018,9131,CA-2020-130911,24/03/2020,26/03/2020,Second Class,Dan Campbell,Consumer,United States,Cleveland,Ohio,44105,East,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",18.656,2,0.2,1.6324,DC-12850
Consistent,48,1,2020,2018,9130,CA-2020-130911,24/03/2020,26/03/2020,Second Class,Dan Campbell,Consumer,United States,Cleveland,Ohio,44105,East,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,301.47,3,0.5,-241.176,DC-12850
Sleeping,-158,0,2019,2018,,,,,,Scott Williamson,,,,,,,,,,,,,,,SW-20275
Sleeping,18,0,2021,2019,,,,,,Carlos Meador,,,,,,,,,,,,,,,CM-11935
Consistent,32,1,2021,2018,9768,CA-2021-102659,09/12/2021,15/12/2021,Standard Class,Luke Weiss,Consumer,United States,Grand Rapids,Michigan,49505,Central,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,54.9,5,0,26.901,LW-17215
Consistent,32,1,2021,2018,9284,CA-2021-102218,02/09/2021,04/09/2021,Second Class,Luke Weiss,Consumer,United States,Fort Collins,Colorado,80525,West,OFF-LA-10002475,Office Supplies,Labels,Avery 519,11.696,2,0.2,3.9474,LW-17215
Consistent,32,1,2021,2018,2002,CA-2021-166128,11/04/2021,18/04/2021,Standard Class,Luke Weiss,Consumer,United States,Pasadena,California,91104,West,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86,7,0,14.2324,LW-17215
Consistent,32,1,2021,2018,2001,CA-2021-166128,11/04/2021,18/04/2021,Standard Class,Luke Weiss,Consumer,United States,Pasadena,California,91104,West,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5,0,21.9945,LW-17215
Consistent,18,1,2021,2019,8638,CA-2021-151281,27/04/2021,02/05/2021,Standard Class,Henry MacAllister,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,139.58,7,0,39.0824,HM-14980
Consistent,18,1,2021,2019,8319,CA-2021-130904,11/04/2021,16/04/2021,Standard Class,Henry MacAllister,Consumer,United States,Burlington,North Carolina,27217,South,OFF-AR-10000127,Office Supplies,Art,Newell 321,20.992,8,0.2,2.3616,HM-14980
Consistent,18,1,2021,2019,8318,CA-2021-130904,11/04/2021,16/04/2021,Standard Class,Henry MacAllister,Consumer,United States,Burlington,North Carolina,27217,South,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,1.752,1,0.2,0.1533,HM-14980
Consistent,48,1,2020,2018,2495,CA-2020-146206,10/09/2020,14/09/2020,Second Class,Kean Thornton,Consumer,United States,Houston,Texas,77095,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,719.96,5,0.2,53.997,KT-16480
Consistent,48,1,2020,2018,2494,CA-2020-146206,10/09/2020,14/09/2020,Second Class,Kean Thornton,Consumer,United States,Houston,Texas,77095,Central,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,300.93,5,0.3,-34.392,KT-16480
Consistent,32,1,2021,2018,8115,CA-2021-144820,03/10/2021,07/10/2021,Second Class,Laurel Workman,Corporate,United States,Pasadena,Texas,77506,Central,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,20.64,5,0.2,2.322,LW-16825
New,,1,2018,2018,2142,CA-2018-159520,06/06/2018,11/06/2018,Standard Class,Grant Thornton,Corporate,United States,Long Beach,New York,11561,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",991.764,3,0.4,-347.1174,GT-14635
New,,1,2018,2018,2141,CA-2018-159520,06/06/2018,11/06/2018,Standard Class,Grant Thornton,Corporate,United States,Long Beach,New York,11561,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,17.14,2,0,4.4564,GT-14635
New,,1,2018,2018,2140,CA-2018-159520,06/06/2018,11/06/2018,Standard Class,Grant Thornton,Corporate,United States,Long Beach,New York,11561,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,149.544,9,0.2,50.4711,GT-14635
Consistent,48,1,2020,2018,8567,CA-2020-134110,17/11/2020,18/11/2020,First Class,Barry Gonzalez,Consumer,United States,The Colony,Texas,75056,Central,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",15.232,4,0.2,5.5216,BG-11035
Consistent,48,1,2020,2018,8566,CA-2020-134110,17/11/2020,18/11/2020,First Class,Barry Gonzalez,Consumer,United States,The Colony,Texas,75056,Central,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,67.176,3,0.2,6.7176,BG-11035
New,,1,2018,2018,6356,CA-2018-110611,06/10/2018,13/10/2018,Standard Class,Joy Daniels,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",83.92,5,0.2,-13.637,JD-16015
New,,1,2018,2018,4948,CA-2018-102085,04/10/2018,09/10/2018,Standard Class,Joy Daniels,Consumer,United States,Seattle,Washington,98115,West,OFF-LA-10002475,Office Supplies,Labels,Avery 519,29.24,4,0,13.7428,JD-16015
New,,1,2018,2018,1975,CA-2018-148950,14/12/2018,19/12/2018,Standard Class,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,Central,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,35.016,3,0.2,-2.1885,JD-16015
New,,1,2018,2018,1974,CA-2018-148950,14/12/2018,19/12/2018,Standard Class,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,Central,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2.896,2,0.2,0.4706,JD-16015
New,,1,2018,2018,1973,CA-2018-148950,14/12/2018,19/12/2018,Standard Class,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,5.104,4,0.8,-8.6768,JD-16015
Consistent,48,1,2020,2018,1200,CA-2020-130946,08/04/2020,12/04/2020,Standard Class,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792,4,0.8,-1850.9464,ZC-21910
Consistent,48,1,2020,2018,1199,CA-2020-130946,08/04/2020,12/04/2020,Standard Class,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,95.984,4,0.3,-4.1136,ZC-21910
Consistent,48,1,2020,2018,1198,CA-2020-130946,08/04/2020,12/04/2020,Standard Class,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,9,0.2,64.7892,ZC-21910
Consistent,48,1,2020,2018,1048,CA-2020-169103,08/03/2020,13/03/2020,Standard Class,Zuschuss Carroll,Consumer,United States,Miami,Florida,33142,South,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.838500000,ZC-21910
Consistent,48,1,2020,2018,1047,CA-2020-169103,08/03/2020,13/03/2020,Standard Class,Zuschuss Carroll,Consumer,United States,Miami,Florida,33142,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,0.2,85.2475,ZC-21910
Consistent,48,1,2020,2018,592,US-2020-156986,20/03/2020,24/03/2020,Standard Class,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,10.368,2,0.2,3.6288,ZC-21910
Consistent,48,1,2020,2018,591,US-2020-156986,20/03/2020,24/03/2020,Standard Class,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,16.821,3,0.7,-12.8961,ZC-21910
Consistent,48,1,2020,2018,590,US-2020-156986,20/03/2020,24/03/2020,Standard Class,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,20.736,4,0.2,7.2576,ZC-21910
Consistent,48,1,2020,2018,589,US-2020-156986,20/03/2020,24/03/2020,Standard Class,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,2,0.2,-20.1362,ZC-21910
New,,1,2018,2018,6108,CA-2018-120852,20/12/2018,25/12/2018,Standard Class,William Brown,Consumer,United States,Grand Prairie,Texas,75051,Central,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,65.44,5,0.2,-8.18,WB-21850
New,,1,2018,2018,6107,CA-2018-120852,20/12/2018,25/12/2018,Standard Class,William Brown,Consumer,United States,Grand Prairie,Texas,75051,Central,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,19.432,2,0.8,-49.5516,WB-21850
New,,1,2018,2018,4313,CA-2018-125829,04/11/2018,11/11/2018,Standard Class,William Brown,Consumer,United States,Los Angeles,California,90045,West,TEC-MA-10003246,Technology,Machines,Hewlett-Packard Deskjet D4360 Printer,447.968,4,0.2,139.99,WB-21850
New,,1,2018,2018,4312,CA-2018-125829,04/11/2018,11/11/2018,Standard Class,William Brown,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,19.44,3,0,9.3312,WB-21850
New,,1,2018,2018,4311,CA-2018-125829,04/11/2018,11/11/2018,Standard Class,William Brown,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,21.936,3,0.2,8.226,WB-21850
New,,1,2018,2018,4310,CA-2018-125829,04/11/2018,11/11/2018,Standard Class,William Brown,Consumer,United States,Los Angeles,California,90045,West,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",573.728,4,0.2,-64.5444,WB-21850
New,,1,2018,2018,4309,CA-2018-125829,04/11/2018,11/11/2018,Standard Class,William Brown,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,666.344,7,0.2,66.6344,WB-21850
New,,1,2018,2018,2149,CA-2018-141607,12/12/2018,17/12/2018,Standard Class,William Brown,Consumer,United States,Concord,California,94521,West,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,1,0,4.331,WB-21850
New,,1,2018,2018,5913,CA-2018-120432,24/08/2018,26/08/2018,Second Class,Dorothy Wardle,Corporate,United States,Owensboro,Kentucky,42301,South,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,25.5,3,0,6.63,DW-13585
Consistent,-158,1,2019,2018,7460,CA-2019-137974,16/04/2019,18/04/2019,First Class,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980,South,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,523.26,9,0,125.5824,LL-16840
Consistent,-158,1,2019,2018,7459,CA-2019-137974,16/04/2019,18/04/2019,First Class,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980,South,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,1196.86,7,0,119.686,LL-16840
Consistent,-158,1,2019,2018,7458,CA-2019-137974,16/04/2019,18/04/2019,First Class,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980,South,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,9.14,1,0,4.57,LL-16840
Consistent,-158,1,2019,2018,7457,CA-2019-137974,16/04/2019,18/04/2019,First Class,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980,South,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,569.64,2,0,148.1064,LL-16840
Consistent,-158,1,2019,2018,1817,CA-2019-164833,04/06/2019,04/06/2019,Same Day,Lauren Leatherbury,Consumer,United States,Seattle,Washington,98105,West,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26,2,0,3.0558,LL-16840
Consistent,-158,1,2019,2018,1816,CA-2019-164833,04/06/2019,04/06/2019,Same Day,Lauren Leatherbury,Consumer,United States,Seattle,Washington,98105,West,OFF-LA-10000443,Office Supplies,Labels,Avery 501,7.38,2,0,3.4686,LL-16840
Consistent,18,1,2021,2019,6837,CA-2021-142643,15/10/2021,20/10/2021,Standard Class,Dionis Lloyd,Corporate,United States,Thousand Oaks,California,91360,West,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",22.72,1,0,9.3152,DL-13495
Consistent,18,1,2021,2019,6836,CA-2021-142643,15/10/2021,20/10/2021,Standard Class,Dionis Lloyd,Corporate,United States,Thousand Oaks,California,91360,West,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",152.65,5,0,70.219,DL-13495
Consistent,18,1,2021,2019,6416,CA-2021-144750,21/08/2021,21/08/2021,Same Day,Dionis Lloyd,Corporate,United States,Chandler,Arizona,85224,West,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,83.88,1,0.2,29.358,DL-13495
Consistent,18,1,2021,2019,2535,US-2021-117723,15/08/2021,18/08/2021,Second Class,Dionis Lloyd,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,6,0.2,-337.806,DL-13495
Consistent,18,1,2021,2019,1491,CA-2021-151911,30/04/2021,05/05/2021,Second Class,Dionis Lloyd,Corporate,United States,New York City,New York,10024,East,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",62.96,4,0,28.332,DL-13495
Returning,32,1,2021,2018,8399,CA-2021-120061,02/11/2021,07/11/2021,Second Class,Sharelle Roach,Home Office,United States,Springfield,Ohio,45503,East,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,155.372,2,0.3,-35.5136,SR-20425
Returning,32,1,2021,2018,8093,CA-2021-143658,08/11/2021,13/11/2021,Second Class,Sharelle Roach,Home Office,United States,New York City,New York,10035,East,OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,109.9,5,0,32.97,SR-20425
Returning,32,1,2021,2018,7151,CA-2021-100412,22/12/2021,26/12/2021,Standard Class,Sharelle Roach,Home Office,United States,Tuscaloosa,Alabama,35401,South,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",141.96,2,0,35.49,SR-20425
Returning,32,1,2021,2018,3015,CA-2021-134845,17/04/2021,23/04/2021,Standard Class,Sharelle Roach,Home Office,United States,Louisville,Colorado,80027,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,20.736,4,0.2,7.2576,SR-20425
Returning,32,1,2021,2018,3014,CA-2021-134845,17/04/2021,23/04/2021,Standard Class,Sharelle Roach,Home Office,United States,Louisville,Colorado,80027,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,8.964,6,0.7,-6.5736,SR-20425
Returning,32,1,2021,2018,3013,CA-2021-134845,17/04/2021,23/04/2021,Standard Class,Sharelle Roach,Home Office,United States,Louisville,Colorado,80027,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,21.594,2,0.7,-15.8356,SR-20425
Returning,32,1,2021,2018,3012,CA-2021-134845,17/04/2021,23/04/2021,Standard Class,Sharelle Roach,Home Office,United States,Louisville,Colorado,80027,West,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,2549.985,5,0.7,-3399.98,SR-20425
Returning,32,1,2021,2018,3011,CA-2021-134845,17/04/2021,23/04/2021,Standard Class,Sharelle Roach,Home Office,United States,Louisville,Colorado,80027,West,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,12.03,5,0.7,-9.223,SR-20425
Returning,48,1,2020,2018,2723,CA-2020-164735,14/04/2020,19/04/2020,Second Class,Tom Boeckenhauer,Consumer,United States,Alexandria,Virginia,22304,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,81.2,5,0,12.18,TB-21400
Consistent,48,1,2020,2018,9880,CA-2020-122581,21/08/2020,25/08/2020,Standard Class,Jay Kimmel,Consumer,United States,New York City,New York,10035,East,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",573.174,7,0.1,63.686,JK-15370
Consistent,48,1,2020,2018,8343,CA-2020-132549,25/11/2020,30/11/2020,Standard Class,Jay Kimmel,Consumer,United States,Huntsville,Alabama,35810,South,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,73.36,7,0,19.8072,JK-15370
Consistent,-158,1,2019,2018,8557,CA-2019-117884,22/03/2019,22/03/2019,Same Day,Debra Catini,Consumer,United States,Plantation,Florida,33317,South,OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",150.408,9,0.2,-33.8418,DC-13285
Consistent,-158,1,2019,2018,8556,CA-2019-117884,22/03/2019,22/03/2019,Same Day,Debra Catini,Consumer,United States,Plantation,Florida,33317,South,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,447.944,7,0.2,89.5888,DC-13285
Consistent,-158,1,2019,2018,5539,CA-2019-120551,13/04/2019,20/04/2019,Standard Class,Sonia Sunley,Consumer,United States,Norfolk,Nebraska,68701,Central,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,17.43,3,0,8.0178,SS-20590
Consistent,48,1,2020,2018,7736,US-2020-106313,22/08/2020,26/08/2020,Standard Class,Deirdre Greer,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,19.44,3,0,9.3312,DG-13300
Consistent,32,1,2021,2018,6008,CA-2021-129028,01/04/2021,03/04/2021,First Class,George Bell,Corporate,United States,Florence,South Carolina,29501,South,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3,0,21.7515,GB-14530
Consistent,32,1,2021,2018,899,CA-2021-160983,29/10/2021,31/10/2021,Second Class,George Bell,Corporate,United States,Auburn,New York,13021,East,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,46.96,8,0,22.5408,GB-14530
New,,1,2019,2019,7251,CA-2019-158491,04/06/2019,09/06/2019,Second Class,Becky Pak,Consumer,United States,Los Angeles,California,90008,West,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,989.97,3,0,395.988,BP-11155
New,,1,2019,2019,7250,CA-2019-158491,04/06/2019,09/06/2019,Second Class,Becky Pak,Consumer,United States,Los Angeles,California,90008,West,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,119.98,2,0,35.994,BP-11155
Sleeping,-158,0,2019,2018,,,,,,Katherine Hughes,,,,,,,,,,,,,,,KH-16360
Consistent,32,1,2021,2018,4084,US-2021-151316,24/06/2021,30/06/2021,Standard Class,Matthew Clasen,Corporate,United States,Decatur,Illinois,62521,Central,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,10.272,3,0.2,3.21,MC-17635
Consistent,32,1,2021,2018,4083,US-2021-151316,24/06/2021,30/06/2021,Standard Class,Matthew Clasen,Corporate,United States,Decatur,Illinois,62521,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.994,3,0.8,-320.2395,MC-17635
Consistent,48,1,2020,2018,5507,US-2020-162026,08/10/2020,08/10/2020,Same Day,Joel Eaton,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,61.96,2,0,27.882,JE-15745
Consistent,48,1,2020,2018,2776,CA-2020-144729,21/10/2020,25/10/2020,Standard Class,Joel Eaton,Consumer,United States,San Diego,California,92037,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3,0,1.5444,JE-15745
Consistent,48,1,2020,2018,1179,CA-2020-113621,01/12/2020,05/12/2020,Standard Class,Joel Eaton,Consumer,United States,Rockville,Maryland,20852,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97,3,0,44.9925,JE-15745
Consistent,48,1,2020,2018,1178,CA-2020-113621,01/12/2020,05/12/2020,Standard Class,Joel Eaton,Consumer,United States,Rockville,Maryland,20852,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,172.5,2,0,51.75,JE-15745
Consistent,32,1,2021,2018,7918,CA-2021-100783,04/09/2021,08/09/2021,Second Class,Julie Kriz,Home Office,United States,Garland,Texas,75043,Central,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",30.384,1,0.2,3.798000000,JK-16120
Consistent,32,1,2021,2018,4703,CA-2021-140298,11/05/2021,17/05/2021,Standard Class,Julie Kriz,Home Office,United States,Austin,Texas,78745,Central,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,7.996,1,0.6,-6.9965,JK-16120
Consistent,32,1,2021,2018,4702,CA-2021-140298,11/05/2021,17/05/2021,Standard Class,Julie Kriz,Home Office,United States,Austin,Texas,78745,Central,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,6.848,2,0.2,2.14,JK-16120
Consistent,32,1,2021,2018,4701,CA-2021-140298,11/05/2021,17/05/2021,Standard Class,Julie Kriz,Home Office,United States,Austin,Texas,78745,Central,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,74.416,2,0.2,-14.8832,JK-16120
Consistent,32,1,2021,2018,4700,CA-2021-140298,11/05/2021,17/05/2021,Standard Class,Julie Kriz,Home Office,United States,Austin,Texas,78745,Central,OFF-AR-10003481,Office Supplies,Art,Newell 348,5.248,2,0.2,0.590400000,JK-16120
Consistent,32,1,2021,2018,3861,CA-2021-154039,17/02/2021,22/02/2021,Standard Class,Julie Kriz,Home Office,United States,Chicago,Illinois,60653,Central,TEC-PH-10002789,Technology,Phones,LG Exalt,124.792,1,0.2,10.9193,JK-16120
Consistent,32,1,2021,2018,3860,CA-2021-154039,17/02/2021,22/02/2021,Standard Class,Julie Kriz,Home Office,United States,Chicago,Illinois,60653,Central,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",480.96,3,0.5,-269.3376,JK-16120
Consistent,32,1,2021,2018,3601,CA-2021-138310,26/06/2021,30/06/2021,Standard Class,Nora Preis,Consumer,United States,Denver,Colorado,80219,West,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,9,0.2,64.7892,NP-18700
Consistent,32,1,2021,2018,2399,CA-2021-169264,14/08/2021,16/08/2021,Second Class,Nora Preis,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10000246,Office Supplies,Art,Newell 318,16.68,6,0,4.3368,NP-18700
Consistent,32,1,2021,2018,2398,CA-2021-169264,14/08/2021,16/08/2021,Second Class,Nora Preis,Consumer,United States,San Francisco,California,94109,West,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,5.76,2,0,2.8224,NP-18700
New,,1,2018,2018,2339,CA-2018-110639,23/08/2018,23/08/2018,Same Day,Rick Hansen,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,45.92,4,0,22.5008,RH-19495
New,,1,2018,2018,2338,CA-2018-110639,23/08/2018,23/08/2018,Same Day,Rick Hansen,Consumer,United States,New York City,New York,10009,East,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,25.92,4,0,12.4416,RH-19495
Consistent,48,1,2020,2018,6919,CA-2020-105473,16/04/2020,18/04/2020,Second Class,Bryan Mills,Consumer,United States,Seattle,Washington,98115,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,28.8,3,0,0.864000000,BM-11785
Consistent,48,1,2020,2018,4763,CA-2020-117660,30/12/2020,04/01/2021,Standard Class,Bryan Mills,Consumer,United States,Columbus,Ohio,43229,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,13.712,2,0.2,1.0284,BM-11785
Consistent,48,1,2020,2018,4762,CA-2020-117660,30/12/2020,04/01/2021,Standard Class,Bryan Mills,Consumer,United States,Columbus,Ohio,43229,East,OFF-LA-10003720,Office Supplies,Labels,Avery 487,5.904,2,0.2,1.9926,BM-11785
Consistent,48,1,2020,2018,1306,CA-2020-101966,14/07/2020,16/07/2020,Second Class,Bryan Mills,Consumer,United States,Houston,Texas,77036,Central,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.944,7,0.2,52.493,BM-11785
Consistent,-158,1,2019,2018,8742,CA-2019-113222,09/11/2019,09/11/2019,Same Day,Anthony Garverick,Home Office,United States,Lawrence,Indiana,46226,Central,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,10.74,3,0,5.1552,AG-10765
Consistent,-158,1,2019,2018,4579,CA-2019-110947,09/06/2019,15/06/2019,Standard Class,Anthony Garverick,Home Office,United States,Hampton,Virginia,23666,South,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,113.1,3,0,56.55,AG-10765
New,,1,2018,2018,4554,US-2018-106334,27/12/2018,02/01/2019,Standard Class,Jeremy Farry,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,12.84,3,0,5.778,JF-15490
New,,1,2018,2018,4553,US-2018-106334,27/12/2018,02/01/2019,Standard Class,Jeremy Farry,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.028,JF-15490
New,,1,2018,2018,1594,CA-2018-117317,19/10/2018,19/10/2018,Same Day,Jeremy Farry,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,13.44,3,0,6.5856,JF-15490
Sleeping,-158,0,2019,2018,,,,,,Christine Abelman,,,,,,,,,,,,,,,CA-12310
