id,Agent Name,Leader 1,Leader Name,Location,Month Start Date,Calls Offered,Calls Not Answered,Calls Answered,Total Duration,Sentiment,Transfers,Not Answered Percent < 5,Sentiment Score >= 0,Not Answered Rate,Agent Avg Duration,Met Sentiment Goal,Met Not Answered Rate
93,"Lardner, Brand",1,"Howroyd, Kylie",Margaree,1/8/2021,522.0,16.0,506.0,10962.0,79.0,17.0,5.0,0.0,0.031,22.0,1.0,1.0
93,"Lardner, Brand",1,"Howroyd, Kylie",Margaree,1/9/2021,617.0,86.0,531.0,4936.0,-36.0,20.0,5.0,0.0,0.139,9.0,0.0,0.0
93,"Lardner, Brand",1,"Howroyd, Kylie",Margaree,1/10/2021,731.0,14.0,717.0,10234.0,31.0,26.0,5.0,0.0,0.019,14.0,1.0,1.0
93,"Lardner, Brand",1,"Howroyd, Kylie",Margaree,1/11/2021,603.0,62.0,541.0,9648.0,-70.0,26.0,5.0,0.0,0.103,18.0,0.0,0.0
93,"Lardner, Brand",1,"Howroyd, Kylie",Margaree,1/12/2021,432.0,86.0,346.0,4752.0,-20.0,21.0,5.0,0.0,0.199,14.0,0.0,0.0
97,"Rosetti, Cherrita",1,"Howroyd, Kylie",Margaree,1/1/2021,772.0,21.0,751.0,13124.0,-35.0,,5.0,0.0,0.027,17.0,0.0,1.0
97,"Rosetti, Cherrita",1,"Howroyd, Kylie",Margaree,1/2/2021,810.0,19.0,791.0,8910.0,78.0,,5.0,0.0,0.023,11.0,1.0,1.0
97,"Rosetti, Cherrita",1,"Howroyd, Kylie",Margaree,1/3/2021,478.0,37.0,441.0,3824.0,55.0,,5.0,0.0,0.077,9.0,1.0,0.0
97,"Rosetti, Cherrita",1,"Howroyd, Kylie",Margaree,1/4/2021,935.0,79.0,856.0,4675.0,-2.0,,5.0,0.0,0.084,5.0,0.0,0.0
97,"Rosetti, Cherrita",1,"Howroyd, Kylie",Margaree,1/5/2021,682.0,37.0,645.0,8184.0,4.0,24.0,5.0,0.0,0.054,13.0,1.0,0.0
97,"Rosetti, Cherrita",1,"Howroyd, Kylie",Margaree,1/6/2021,718.0,73.0,645.0,14360.0,-85.0,21.0,5.0,0.0,0.102,22.0,0.0,0.0
97,"Rosetti, Cherrita",1,"Howroyd, Kylie",Margaree,1/7/2021,497.0,37.0,460.0,2485.0,-85.0,5.0,5.0,0.0,0.074,5.0,0.0,0.0
97,"Rosetti, Cherrita",1,"Howroyd, Kylie",Margaree,1/8/2021,554.0,67.0,487.0,8864.0,-31.0,19.0,5.0,0.0,0.121,18.0,0.0,0.0
97,"Rosetti, Cherrita",1,"Howroyd, Kylie",Margaree,1/9/2021,512.0,38.0,474.0,8192.0,-52.0,7.0,5.0,0.0,0.074,17.0,0.0,0.0
97,"Rosetti, Cherrita",1,"Howroyd, Kylie",Margaree,1/10/2021,706.0,29.0,677.0,14826.0,-17.0,25.0,5.0,0.0,0.041,22.0,0.0,1.0
97,"Rosetti, Cherrita",1,"Howroyd, Kylie",Margaree,1/11/2021,811.0,55.0,756.0,15409.0,-34.0,12.0,5.0,0.0,0.068,20.0,0.0,0.0
97,"Rosetti, Cherrita",1,"Howroyd, Kylie",Margaree,1/12/2021,998.0,67.0,931.0,13972.0,63.0,15.0,5.0,0.0,0.067,15.0,1.0,0.0
105,"Mintrim, Gwyneth",3,"Befroy, Yorke",Margaree,1/1/2021,498.0,21.0,477.0,2988.0,-16.0,,5.0,0.0,0.042,6.0,0.0,1.0
105,"Mintrim, Gwyneth",3,"Befroy, Yorke",Margaree,1/2/2021,862.0,85.0,777.0,9482.0,-8.0,,5.0,0.0,0.099,12.0,0.0,0.0
105,"Mintrim, Gwyneth",3,"Befroy, Yorke",Margaree,1/3/2021,727.0,11.0,716.0,12359.0,-6.0,,5.0,0.0,0.015,17.0,0.0,1.0
105,"Mintrim, Gwyneth",3,"Befroy, Yorke",Margaree,1/4/2021,734.0,85.0,649.0,5138.0,91.0,,5.0,0.0,0.116,8.0,1.0,0.0
105,"Mintrim, Gwyneth",3,"Befroy, Yorke",Margaree,1/5/2021,844.0,64.0,780.0,5908.0,-23.0,4.0,5.0,0.0,0.076,8.0,0.0,0.0
105,"Mintrim, Gwyneth",3,"Befroy, Yorke",Margaree,1/6/2021,873.0,43.0,830.0,16587.0,-21.0,14.0,5.0,0.0,0.049,20.0,0.0,1.0
105,"Mintrim, Gwyneth",3,"Befroy, Yorke",Margaree,1/7/2021,974.0,45.0,929.0,5844.0,-25.0,6.0,5.0,0.0,0.046,6.0,0.0,1.0
105,"Mintrim, Gwyneth",3,"Befroy, Yorke",Margaree,1/8/2021,709.0,30.0,679.0,3545.0,-25.0,25.0,5.0,0.0,0.042,5.0,0.0,1.0
105,"Mintrim, Gwyneth",3,"Befroy, Yorke",Margaree,1/9/2021,802.0,63.0,739.0,15238.0,30.0,19.0,5.0,0.0,0.079,21.0,1.0,0.0
105,"Mintrim, Gwyneth",3,"Befroy, Yorke",Margaree,1/10/2021,928.0,72.0,856.0,17632.0,28.0,26.0,5.0,0.0,0.078,21.0,1.0,0.0
105,"Mintrim, Gwyneth",3,"Befroy, Yorke",Margaree,1/11/2021,969.0,13.0,956.0,5814.0,-85.0,3.0,5.0,0.0,0.013,6.0,0.0,1.0
105,"Mintrim, Gwyneth",3,"Befroy, Yorke",Margaree,1/12/2021,854.0,72.0,782.0,6832.0,-99.0,21.0,5.0,0.0,0.084,9.0,0.0,0.0
107,"Kerry, Moshe",1,"Howroyd, Kylie",Margaree,1/1/2021,736.0,3.0,733.0,3680.0,-72.0,,5.0,0.0,0.004,5.0,0.0,1.0
107,"Kerry, Moshe",1,"Howroyd, Kylie",Margaree,1/2/2021,678.0,0.0,678.0,6102.0,-49.0,,5.0,0.0,0.0,9.0,0.0,1.0
107,"Kerry, Moshe",1,"Howroyd, Kylie",Margaree,1/3/2021,750.0,66.0,684.0,6750.0,-16.0,,5.0,0.0,0.088,10.0,0.0,0.0
107,"Kerry, Moshe",1,"Howroyd, Kylie",Margaree,1/4/2021,870.0,87.0,783.0,7830.0,-38.0,,5.0,0.0,0.1,10.0,0.0,0.0
107,"Kerry, Moshe",1,"Howroyd, Kylie",Margaree,1/5/2021,806.0,3.0,803.0,13702.0,48.0,6.0,5.0,0.0,0.004,17.0,1.0,1.0
107,"Kerry, Moshe",1,"Howroyd, Kylie",Margaree,1/6/2021,919.0,14.0,905.0,2757.0,75.0,9.0,5.0,0.0,0.015,3.0,1.0,1.0
107,"Kerry, Moshe",1,"Howroyd, Kylie",Margaree,1/7/2021,862.0,77.0,785.0,9482.0,-80.0,0.0,5.0,0.0,0.089,12.0,0.0,0.0
107,"Kerry, Moshe",1,"Howroyd, Kylie",Margaree,1/8/2021,642.0,9.0,633.0,6420.0,14.0,18.0,5.0,0.0,0.014,10.0,1.0,1.0
107,"Kerry, Moshe",1,"Howroyd, Kylie",Margaree,1/9/2021,424.0,2.0,422.0,2544.0,95.0,27.0,5.0,0.0,0.005,6.0,1.0,1.0
107,"Kerry, Moshe",1,"Howroyd, Kylie",Margaree,1/10/2021,636.0,41.0,595.0,3816.0,-25.0,9.0,5.0,0.0,0.064,6.0,0.0,0.0
107,"Kerry, Moshe",1,"Howroyd, Kylie",Margaree,1/11/2021,886.0,70.0,816.0,9746.0,55.0,20.0,5.0,0.0,0.079,12.0,1.0,0.0
107,"Kerry, Moshe",1,"Howroyd, Kylie",Margaree,1/12/2021,838.0,2.0,836.0,10056.0,-80.0,16.0,5.0,0.0,0.002,12.0,0.0,1.0
108,"Suff, Herschel",1,"Howroyd, Kylie",Margaree,1/1/2021,578.0,17.0,561.0,3468.0,-57.0,,5.0,0.0,0.029,6.0,0.0,1.0
108,"Suff, Herschel",1,"Howroyd, Kylie",Margaree,1/2/2021,817.0,23.0,794.0,14706.0,-23.0,,5.0,0.0,0.028,19.0,0.0,1.0
108,"Suff, Herschel",1,"Howroyd, Kylie",Margaree,1/3/2021,561.0,45.0,516.0,1683.0,-75.0,,5.0,0.0,0.08,3.0,0.0,0.0
108,"Suff, Herschel",1,"Howroyd, Kylie",Margaree,1/4/2021,531.0,50.0,481.0,7434.0,-40.0,,5.0,0.0,0.094,15.0,0.0,0.0
108,"Suff, Herschel",1,"Howroyd, Kylie",Margaree,1/5/2021,559.0,23.0,536.0,7826.0,75.0,20.0,5.0,0.0,0.041,15.0,1.0,1.0
108,"Suff, Herschel",1,"Howroyd, Kylie",Margaree,1/6/2021,619.0,84.0,535.0,6809.0,39.0,27.0,5.0,0.0,0.136,13.0,1.0,0.0
108,"Suff, Herschel",1,"Howroyd, Kylie",Margaree,1/7/2021,444.0,55.0,389.0,8880.0,28.0,22.0,5.0,0.0,0.124,23.0,1.0,0.0
108,"Suff, Herschel",1,"Howroyd, Kylie",Margaree,1/8/2021,833.0,13.0,820.0,14994.0,-99.0,16.0,5.0,0.0,0.016,18.0,0.0,1.0
108,"Suff, Herschel",1,"Howroyd, Kylie",Margaree,1/9/2021,717.0,83.0,634.0,10038.0,40.0,4.0,5.0,0.0,0.116,16.0,1.0,0.0
108,"Suff, Herschel",1,"Howroyd, Kylie",Margaree,1/10/2021,645.0,56.0,589.0,12255.0,-19.0,19.0,5.0,0.0,0.087,21.0,0.0,0.0
108,"Suff, Herschel",1,"Howroyd, Kylie",Margaree,1/11/2021,578.0,50.0,528.0,12138.0,97.0,19.0,5.0,0.0,0.087,23.0,1.0,0.0
108,"Suff, Herschel",1,"Howroyd, Kylie",Margaree,1/12/2021,421.0,23.0,398.0,2526.0,69.0,23.0,5.0,0.0,0.055,6.0,1.0,0.0
109,"Haughin, Carita",3,"Befroy, Yorke",Margaree,1/1/2021,839.0,25.0,814.0,13424.0,60.0,,5.0,0.0,0.03,16.0,1.0,1.0
109,"Haughin, Carita",3,"Befroy, Yorke",Margaree,1/2/2021,952.0,58.0,894.0,8568.0,2.0,,5.0,0.0,0.061,10.0,1.0,0.0
109,"Haughin, Carita",3,"Befroy, Yorke",Margaree,1/3/2021,989.0,33.0,956.0,2967.0,-17.0,,5.0,0.0,0.033,3.0,0.0,1.0
109,"Haughin, Carita",3,"Befroy, Yorke",Margaree,1/4/2021,717.0,56.0,661.0,8604.0,48.0,,5.0,0.0,0.078,13.0,1.0,0.0
109,"Haughin, Carita",3,"Befroy, Yorke",Margaree,1/5/2021,419.0,11.0,408.0,5447.0,-98.0,5.0,5.0,0.0,0.026,13.0,0.0,1.0
109,"Haughin, Carita",3,"Befroy, Yorke",Margaree,1/6/2021,582.0,54.0,528.0,11640.0,92.0,20.0,5.0,0.0,0.093,22.0,1.0,0.0
109,"Haughin, Carita",3,"Befroy, Yorke",Margaree,1/7/2021,788.0,65.0,723.0,3940.0,-72.0,11.0,5.0,0.0,0.082,5.0,0.0,0.0
109,"Haughin, Carita",3,"Befroy, Yorke",Margaree,1/8/2021,909.0,29.0,880.0,9999.0,85.0,14.0,5.0,0.0,0.032,11.0,1.0,1.0
109,"Haughin, Carita",3,"Befroy, Yorke",Margaree,1/9/2021,528.0,28.0,500.0,2112.0,36.0,17.0,5.0,0.0,0.053,4.0,1.0,0.0
109,"Haughin, Carita",3,"Befroy, Yorke",Margaree,1/10/2021,768.0,72.0,696.0,9984.0,-100.0,18.0,5.0,0.0,0.094,14.0,0.0,0.0
109,"Haughin, Carita",3,"Befroy, Yorke",Margaree,1/11/2021,480.0,48.0,432.0,6240.0,-8.0,13.0,5.0,0.0,0.1,14.0,0.0,0.0
109,"Haughin, Carita",3,"Befroy, Yorke",Margaree,1/12/2021,676.0,31.0,645.0,4056.0,-81.0,15.0,5.0,0.0,0.046,6.0,0.0,1.0
111,"Dominik, Christa",1,"Howroyd, Kylie",Margaree,1/1/2021,,,,,,,5.0,0.0,,,,
111,"Dominik, Christa",1,"Howroyd, Kylie",Margaree,1/2/2021,,,,,,,5.0,0.0,,,,
111,"Dominik, Christa",1,"Howroyd, Kylie",Margaree,1/3/2021,,,,,,,5.0,0.0,,,,
111,"Dominik, Christa",1,"Howroyd, Kylie",Margaree,1/4/2021,,,,,,,5.0,0.0,,,,
111,"Dominik, Christa",1,"Howroyd, Kylie",Margaree,1/5/2021,866.0,48.0,818.0,7794.0,-84.0,2.0,5.0,0.0,0.055,10.0,0.0,0.0
111,"Dominik, Christa",1,"Howroyd, Kylie",Margaree,1/6/2021,609.0,4.0,605.0,5481.0,89.0,2.0,5.0,0.0,0.007,9.0,1.0,1.0
111,"Dominik, Christa",1,"Howroyd, Kylie",Margaree,1/7/2021,517.0,78.0,439.0,2585.0,-52.0,14.0,5.0,0.0,0.151,6.0,0.0,0.0
111,"Dominik, Christa",1,"Howroyd, Kylie",Margaree,1/8/2021,834.0,32.0,802.0,2502.0,91.0,0.0,5.0,0.0,0.038,3.0,1.0,1.0
111,"Dominik, Christa",1,"Howroyd, Kylie",Margaree,1/9/2021,485.0,5.0,480.0,9215.0,-51.0,26.0,5.0,0.0,0.01,19.0,0.0,1.0
111,"Dominik, Christa",1,"Howroyd, Kylie",Margaree,1/10/2021,443.0,29.0,414.0,3101.0,-98.0,24.0,5.0,0.0,0.065,7.0,0.0,0.0
111,"Dominik, Christa",1,"Howroyd, Kylie",Margaree,1/11/2021,968.0,50.0,918.0,18392.0,7.0,16.0,5.0,0.0,0.052,20.0,1.0,0.0
111,"Dominik, Christa",1,"Howroyd, Kylie",Margaree,1/12/2021,402.0,8.0,394.0,2814.0,10.0,7.0,5.0,0.0,0.02,7.0,1.0,1.0
113,"Vannah, Matilda",2,"MacAne, Madelyn",Margaree,1/1/2021,,,,,,,5.0,0.0,,,,
113,"Vannah, Matilda",2,"MacAne, Madelyn",Margaree,1/2/2021,,,,,,,5.0,0.0,,,,
113,"Vannah, Matilda",2,"MacAne, Madelyn",Margaree,1/3/2021,,,,,,,5.0,0.0,,,,
113,"Vannah, Matilda",2,"MacAne, Madelyn",Margaree,1/4/2021,,,,,,,5.0,0.0,,,,
113,"Vannah, Matilda",2,"MacAne, Madelyn",Margaree,1/5/2021,475.0,73.0,402.0,3800.0,-95.0,22.0,5.0,0.0,0.154,9.0,0.0,0.0
113,"Vannah, Matilda",2,"MacAne, Madelyn",Margaree,1/6/2021,817.0,56.0,761.0,8170.0,-57.0,3.0,5.0,0.0,0.069,11.0,0.0,0.0
113,"Vannah, Matilda",2,"MacAne, Madelyn",Margaree,1/7/2021,794.0,10.0,784.0,4764.0,-41.0,1.0,5.0,0.0,0.013,6.0,0.0,1.0
113,"Vannah, Matilda",2,"MacAne, Madelyn",Margaree,1/8/2021,583.0,36.0,547.0,5247.0,-91.0,22.0,5.0,0.0,0.062,10.0,0.0,0.0
113,"Vannah, Matilda",2,"MacAne, Madelyn",Margaree,1/9/2021,527.0,45.0,482.0,11067.0,10.0,21.0,5.0,0.0,0.085,23.0,1.0,0.0
113,"Vannah, Matilda",2,"MacAne, Madelyn",Margaree,1/10/2021,894.0,4.0,890.0,16092.0,-99.0,9.0,5.0,0.0,0.004,18.0,0.0,1.0
113,"Vannah, Matilda",2,"MacAne, Madelyn",Margaree,1/11/2021,837.0,49.0,788.0,10881.0,32.0,10.0,5.0,0.0,0.059,14.0,1.0,0.0
113,"Vannah, Matilda",2,"MacAne, Madelyn",Margaree,1/12/2021,519.0,82.0,437.0,9861.0,-2.0,21.0,5.0,0.0,0.158,23.0,0.0,0.0
117,"McCurrie, Connie",2,"MacAne, Madelyn",Margaree,1/1/2021,,,,,,,5.0,0.0,,,,
117,"McCurrie, Connie",2,"MacAne, Madelyn",Margaree,1/2/2021,,,,,,,5.0,0.0,,,,
117,"McCurrie, Connie",2,"MacAne, Madelyn",Margaree,1/3/2021,,,,,,,5.0,0.0,,,,
117,"McCurrie, Connie",2,"MacAne, Madelyn",Margaree,1/4/2021,,,,,,,5.0,0.0,,,,
117,"McCurrie, Connie",2,"MacAne, Madelyn",Margaree,1/5/2021,880.0,64.0,816.0,17600.0,2.0,24.0,5.0,0.0,0.073,22.0,1.0,0.0
117,"McCurrie, Connie",2,"MacAne, Madelyn",Margaree,1/6/2021,669.0,45.0,624.0,10704.0,32.0,16.0,5.0,0.0,0.067,17.0,1.0,0.0
117,"McCurrie, Connie",2,"MacAne, Madelyn",Margaree,1/7/2021,971.0,80.0,891.0,8739.0,-28.0,15.0,5.0,0.0,0.082,10.0,0.0,0.0
117,"McCurrie, Connie",2,"MacAne, Madelyn",Margaree,1/8/2021,412.0,40.0,372.0,4532.0,52.0,13.0,5.0,0.0,0.097,12.0,1.0,0.0
117,"McCurrie, Connie",2,"MacAne, Madelyn",Margaree,1/9/2021,471.0,41.0,430.0,8949.0,37.0,4.0,5.0,0.0,0.087,21.0,1.0,0.0
117,"McCurrie, Connie",2,"MacAne, Madelyn",Margaree,1/10/2021,651.0,30.0,621.0,2604.0,-84.0,18.0,5.0,0.0,0.046,4.0,0.0,1.0
117,"McCurrie, Connie",2,"MacAne, Madelyn",Margaree,1/11/2021,523.0,58.0,465.0,7322.0,99.0,24.0,5.0,0.0,0.111,16.0,1.0,0.0
117,"McCurrie, Connie",2,"MacAne, Madelyn",Margaree,1/12/2021,635.0,64.0,571.0,8890.0,82.0,21.0,5.0,0.0,0.101,16.0,1.0,0.0
119,"Espasa, Karla",1,"Howroyd, Kylie",Margaree,1/1/2021,,,,,,,5.0,0.0,,,,
119,"Espasa, Karla",1,"Howroyd, Kylie",Margaree,1/2/2021,,,,,,,5.0,0.0,,,,
119,"Espasa, Karla",1,"Howroyd, Kylie",Margaree,1/3/2021,,,,,,,5.0,0.0,,,,
119,"Espasa, Karla",1,"Howroyd, Kylie",Margaree,1/4/2021,,,,,,,5.0,0.0,,,,
119,"Espasa, Karla",1,"Howroyd, Kylie",Margaree,1/5/2021,657.0,28.0,629.0,5913.0,-35.0,7.0,5.0,0.0,0.043,9.0,0.0,1.0
119,"Espasa, Karla",1,"Howroyd, Kylie",Margaree,1/6/2021,634.0,80.0,554.0,9510.0,-94.0,18.0,5.0,0.0,0.126,17.0,0.0,0.0
119,"Espasa, Karla",1,"Howroyd, Kylie",Margaree,1/7/2021,870.0,0.0,870.0,12180.0,-22.0,16.0,5.0,0.0,0.0,14.0,0.0,1.0
119,"Espasa, Karla",1,"Howroyd, Kylie",Margaree,1/8/2021,986.0,64.0,922.0,7888.0,64.0,10.0,5.0,0.0,0.065,9.0,1.0,0.0
119,"Espasa, Karla",1,"Howroyd, Kylie",Margaree,1/9/2021,463.0,87.0,376.0,8334.0,77.0,15.0,5.0,0.0,0.188,22.0,1.0,0.0
119,"Espasa, Karla",1,"Howroyd, Kylie",Margaree,1/10/2021,491.0,72.0,419.0,2455.0,54.0,21.0,5.0,0.0,0.147,6.0,1.0,0.0
119,"Espasa, Karla",1,"Howroyd, Kylie",Margaree,1/11/2021,634.0,58.0,576.0,2536.0,18.0,8.0,5.0,0.0,0.091,4.0,1.0,0.0
119,"Espasa, Karla",1,"Howroyd, Kylie",Margaree,1/12/2021,884.0,56.0,828.0,9724.0,64.0,12.0,5.0,0.0,0.063,12.0,1.0,0.0
129,"Kemell, Conni",3,"Befroy, Yorke",Margaree,1/1/2021,,,,,,,5.0,0.0,,,,
129,"Kemell, Conni",3,"Befroy, Yorke",Margaree,1/2/2021,,,,,,,5.0,0.0,,,,
129,"Kemell, Conni",3,"Befroy, Yorke",Margaree,1/3/2021,,,,,,,5.0,0.0,,,,
129,"Kemell, Conni",3,"Befroy, Yorke",Margaree,1/4/2021,,,,,,,5.0,0.0,,,,
129,"Kemell, Conni",3,"Befroy, Yorke",Margaree,1/5/2021,735.0,31.0,704.0,15435.0,1.0,23.0,5.0,0.0,0.042,22.0,1.0,1.0
129,"Kemell, Conni",3,"Befroy, Yorke",Margaree,1/6/2021,859.0,80.0,779.0,6013.0,9.0,2.0,5.0,0.0,0.093,8.0,1.0,0.0
129,"Kemell, Conni",3,"Befroy, Yorke",Margaree,1/7/2021,980.0,71.0,909.0,11760.0,11.0,24.0,5.0,0.0,0.072,13.0,1.0,0.0
129,"Kemell, Conni",3,"Befroy, Yorke",Margaree,1/8/2021,543.0,0.0,543.0,6516.0,-47.0,27.0,5.0,0.0,0.0,12.0,0.0,1.0
129,"Kemell, Conni",3,"Befroy, Yorke",Margaree,1/9/2021,853.0,78.0,775.0,8530.0,-2.0,8.0,5.0,0.0,0.091,11.0,0.0,0.0
129,"Kemell, Conni",3,"Befroy, Yorke",Margaree,1/10/2021,823.0,84.0,739.0,7407.0,-89.0,16.0,5.0,0.0,0.102,10.0,0.0,0.0
129,"Kemell, Conni",3,"Befroy, Yorke",Margaree,1/11/2021,853.0,44.0,809.0,9383.0,-29.0,25.0,5.0,0.0,0.052,12.0,0.0,0.0
129,"Kemell, Conni",3,"Befroy, Yorke",Margaree,1/12/2021,453.0,53.0,400.0,6342.0,-27.0,3.0,5.0,0.0,0.117,16.0,0.0,0.0
130,"Chesson, Gerek",3,"Befroy, Yorke",Margaree,1/1/2021,,,,,,,5.0,0.0,,,,
130,"Chesson, Gerek",3,"Befroy, Yorke",Margaree,1/2/2021,,,,,,,5.0,0.0,,,,
130,"Chesson, Gerek",3,"Befroy, Yorke",Margaree,1/3/2021,,,,,,,5.0,0.0,,,,
130,"Chesson, Gerek",3,"Befroy, Yorke",Margaree,1/4/2021,,,,,,,5.0,0.0,,,,
130,"Chesson, Gerek",3,"Befroy, Yorke",Margaree,1/5/2021,954.0,80.0,874.0,13356.0,-25.0,24.0,5.0,0.0,0.084,15.0,0.0,0.0
130,"Chesson, Gerek",3,"Befroy, Yorke",Margaree,1/6/2021,734.0,67.0,667.0,6606.0,11.0,13.0,5.0,0.0,0.091,10.0,1.0,0.0
130,"Chesson, Gerek",3,"Befroy, Yorke",Margaree,1/7/2021,938.0,1.0,937.0,12194.0,-3.0,4.0,5.0,0.0,0.001,13.0,0.0,1.0
130,"Chesson, Gerek",3,"Befroy, Yorke",Margaree,1/8/2021,776.0,54.0,722.0,6208.0,40.0,15.0,5.0,0.0,0.07,9.0,1.0,0.0
130,"Chesson, Gerek",3,"Befroy, Yorke",Margaree,1/9/2021,742.0,44.0,698.0,11872.0,-51.0,1.0,5.0,0.0,0.059,17.0,0.0,0.0
130,"Chesson, Gerek",3,"Befroy, Yorke",Margaree,1/10/2021,753.0,69.0,684.0,6024.0,22.0,20.0,5.0,0.0,0.092,9.0,1.0,0.0
130,"Chesson, Gerek",3,"Befroy, Yorke",Margaree,1/11/2021,845.0,2.0,843.0,10140.0,-79.0,18.0,5.0,0.0,0.002,12.0,0.0,1.0
130,"Chesson, Gerek",3,"Befroy, Yorke",Margaree,1/12/2021,801.0,45.0,756.0,8811.0,32.0,1.0,5.0,0.0,0.056,12.0,1.0,0.0
131,"Goding, Persis",1,"Howroyd, Kylie",Margaree,1/1/2021,,,,,,,5.0,0.0,,,,
131,"Goding, Persis",1,"Howroyd, Kylie",Margaree,1/2/2021,,,,,,,5.0,0.0,,,,
131,"Goding, Persis",1,"Howroyd, Kylie",Margaree,1/3/2021,,,,,,,5.0,0.0,,,,
131,"Goding, Persis",1,"Howroyd, Kylie",Margaree,1/4/2021,,,,,,,5.0,0.0,,,,
131,"Goding, Persis",1,"Howroyd, Kylie",Margaree,1/5/2021,675.0,78.0,597.0,10800.0,-74.0,25.0,5.0,0.0,0.116,18.0,0.0,0.0
131,"Goding, Persis",1,"Howroyd, Kylie",Margaree,1/6/2021,671.0,8.0,663.0,2684.0,-73.0,19.0,5.0,0.0,0.012,4.0,0.0,1.0
131,"Goding, Persis",1,"Howroyd, Kylie",Margaree,1/7/2021,646.0,82.0,564.0,12274.0,-58.0,21.0,5.0,0.0,0.127,22.0,0.0,0.0
131,"Goding, Persis",1,"Howroyd, Kylie",Margaree,1/8/2021,624.0,59.0,565.0,4368.0,-89.0,4.0,5.0,0.0,0.095,8.0,0.0,0.0
131,"Goding, Persis",1,"Howroyd, Kylie",Margaree,1/9/2021,642.0,7.0,635.0,7704.0,-3.0,21.0,5.0,0.0,0.011,12.0,0.0,1.0
131,"Goding, Persis",1,"Howroyd, Kylie",Margaree,1/10/2021,427.0,4.0,423.0,5124.0,36.0,5.0,5.0,0.0,0.009,12.0,1.0,1.0
131,"Goding, Persis",1,"Howroyd, Kylie",Margaree,1/11/2021,906.0,0.0,906.0,4530.0,73.0,25.0,5.0,0.0,0.0,5.0,1.0,1.0
131,"Goding, Persis",1,"Howroyd, Kylie",Margaree,1/12/2021,989.0,81.0,908.0,15824.0,18.0,3.0,5.0,0.0,0.082,17.0,1.0,0.0
1,"Ellgood, Cordi",5,"Gallardo, Silvan",Halifax,1/1/2021,477.0,18.0,459.0,2385.0,48.0,,5.0,0.0,0.038,5.0,1.0,1.0
1,"Ellgood, Cordi",5,"Gallardo, Silvan",Halifax,1/2/2021,407.0,75.0,332.0,2035.0,12.0,,5.0,0.0,0.184,6.0,1.0,0.0
1,"Ellgood, Cordi",5,"Gallardo, Silvan",Halifax,1/3/2021,798.0,36.0,762.0,7182.0,59.0,,5.0,0.0,0.045,9.0,1.0,1.0
1,"Ellgood, Cordi",5,"Gallardo, Silvan",Halifax,1/4/2021,766.0,29.0,737.0,11490.0,38.0,,5.0,0.0,0.038,16.0,1.0,1.0
1,"Ellgood, Cordi",5,"Gallardo, Silvan",Halifax,1/5/2021,524.0,83.0,441.0,9432.0,50.0,14.0,5.0,0.0,0.158,21.0,1.0,0.0
1,"Ellgood, Cordi",5,"Gallardo, Silvan",Halifax,1/6/2021,467.0,35.0,432.0,3269.0,85.0,25.0,5.0,0.0,0.075,8.0,1.0,0.0
1,"Ellgood, Cordi",5,"Gallardo, Silvan",Halifax,1/7/2021,566.0,26.0,540.0,11320.0,44.0,3.0,5.0,0.0,0.046,21.0,1.0,1.0
1,"Ellgood, Cordi",5,"Gallardo, Silvan",Halifax,1/8/2021,641.0,60.0,581.0,1923.0,-78.0,14.0,5.0,0.0,0.094,3.0,0.0,0.0
1,"Ellgood, Cordi",5,"Gallardo, Silvan",Halifax,1/9/2021,652.0,7.0,645.0,9780.0,61.0,24.0,5.0,0.0,0.011,15.0,1.0,1.0
1,"Ellgood, Cordi",5,"Gallardo, Silvan",Halifax,1/10/2021,928.0,87.0,841.0,7424.0,-66.0,18.0,5.0,0.0,0.094,9.0,0.0,0.0
1,"Ellgood, Cordi",5,"Gallardo, Silvan",Halifax,1/11/2021,855.0,13.0,842.0,3420.0,-50.0,6.0,5.0,0.0,0.015,4.0,0.0,1.0
1,"Ellgood, Cordi",5,"Gallardo, Silvan",Halifax,1/12/2021,431.0,9.0,422.0,8620.0,-19.0,5.0,5.0,0.0,0.021,20.0,0.0,1.0
9,"Tacey, Owen",5,"Gallardo, Silvan",Halifax,1/1/2021,556.0,10.0,546.0,5004.0,-42.0,,5.0,0.0,0.018,9.0,0.0,1.0
9,"Tacey, Owen",5,"Gallardo, Silvan",Halifax,1/2/2021,779.0,27.0,752.0,8569.0,-82.0,,5.0,0.0,0.035,11.0,0.0,1.0
9,"Tacey, Owen",5,"Gallardo, Silvan",Halifax,1/3/2021,829.0,75.0,754.0,16580.0,-43.0,,5.0,0.0,0.09,22.0,0.0,0.0
9,"Tacey, Owen",5,"Gallardo, Silvan",Halifax,1/4/2021,607.0,74.0,533.0,8498.0,57.0,,5.0,0.0,0.122,16.0,1.0,0.0
9,"Tacey, Owen",5,"Gallardo, Silvan",Halifax,1/5/2021,876.0,73.0,803.0,3504.0,75.0,16.0,5.0,0.0,0.083,4.0,1.0,0.0
9,"Tacey, Owen",5,"Gallardo, Silvan",Halifax,1/6/2021,785.0,48.0,737.0,4710.0,-79.0,11.0,5.0,0.0,0.061,6.0,0.0,0.0
9,"Tacey, Owen",5,"Gallardo, Silvan",Halifax,1/7/2021,491.0,36.0,455.0,7365.0,-74.0,26.0,5.0,0.0,0.073,16.0,0.0,0.0
