id,Agent Name,Leader 1,Leader Name,Month Start Date,Location,Calls Answered,Calls Not Answered,Not Answered Rate,Met Not Answered Rate,Not Answered Percent < 5,Calls Offered,Total Duration,Agent Avg Duration,Transfers,Sentiment,Sentiment Score >= 0,Met Sentiment Goal
44,"Roch, Lilith",2,"MacAne, Madelyn",1/1/2021,Margaree,710,24,0.033,TRUE,5,734,10276,14,,48,0,TRUE
47,"Dionisi, Shanda",2,"MacAne, Madelyn",1/12/2021,Margaree,740,55,0.069,FALSE,5,795,2385,3,19,-83,0,FALSE
47,"Dionisi, Shanda",2,"MacAne, Madelyn",1/11/2021,Margaree,356,59,0.142,FALSE,5,415,6225,17,25,-91,0,FALSE
47,"Dionisi, Shanda",2,"MacAne, Madelyn",1/10/2021,Margaree,577,78,0.119,FALSE,5,655,9825,17,17,-13,0,FALSE
47,"Dionisi, Shanda",2,"MacAne, Madelyn",1/9/2021,Margaree,381,75,0.164,FALSE,5,456,4104,11,5,-96,0,FALSE
47,"Dionisi, Shanda",2,"MacAne, Madelyn",1/8/2021,Margaree,419,78,0.157,FALSE,5,497,3479,8,4,19,0,TRUE
47,"Dionisi, Shanda",2,"MacAne, Madelyn",1/7/2021,Margaree,765,87,0.102,FALSE,5,852,10224,13,13,87,0,TRUE
47,"Dionisi, Shanda",2,"MacAne, Madelyn",1/6/2021,Margaree,472,86,0.154,FALSE,5,558,3348,7,14,11,0,TRUE
47,"Dionisi, Shanda",2,"MacAne, Madelyn",1/5/2021,Margaree,565,19,0.033,TRUE,5,584,2920,5,0,93,0,TRUE
47,"Dionisi, Shanda",2,"MacAne, Madelyn",1/4/2021,Margaree,732,6,0.008,TRUE,5,738,8118,11,,-73,0,FALSE
47,"Dionisi, Shanda",2,"MacAne, Madelyn",1/3/2021,Margaree,582,0,0,TRUE,5,582,11058,19,,29,0,TRUE
47,"Dionisi, Shanda",2,"MacAne, Madelyn",1/2/2021,Margaree,475,31,0.061,FALSE,5,506,7084,15,,-12,0,FALSE
47,"Dionisi, Shanda",2,"MacAne, Madelyn",1/1/2021,Margaree,644,9,0.014,TRUE,5,653,3265,5,,76,0,TRUE
51,"Dagnan, Avictor",1,"Howroyd, Kylie",1/12/2021,Margaree,615,37,0.057,FALSE,5,652,2608,4,10,34,0,TRUE
51,"Dagnan, Avictor",1,"Howroyd, Kylie",1/11/2021,Margaree,534,71,0.117,FALSE,5,605,12100,23,27,62,0,TRUE
51,"Dagnan, Avictor",1,"Howroyd, Kylie",1/10/2021,Margaree,841,57,0.063,FALSE,5,898,3592,4,10,15,0,TRUE
51,"Dagnan, Avictor",1,"Howroyd, Kylie",1/9/2021,Margaree,520,38,0.068,FALSE,5,558,5022,10,12,95,0,TRUE
51,"Dagnan, Avictor",1,"Howroyd, Kylie",1/8/2021,Margaree,944,50,0.05,FALSE,5,994,11928,13,15,70,0,TRUE
51,"Dagnan, Avictor",1,"Howroyd, Kylie",1/7/2021,Margaree,968,1,0.001,TRUE,5,969,17442,18,13,96,0,TRUE
51,"Dagnan, Avictor",1,"Howroyd, Kylie",1/6/2021,Margaree,766,41,0.051,FALSE,5,807,13719,18,14,-81,0,FALSE
51,"Dagnan, Avictor",1,"Howroyd, Kylie",1/5/2021,Margaree,868,53,0.058,FALSE,5,921,8289,10,13,92,0,TRUE
51,"Dagnan, Avictor",1,"Howroyd, Kylie",1/4/2021,Margaree,503,60,0.107,FALSE,5,563,9571,19,,-31,0,FALSE
51,"Dagnan, Avictor",1,"Howroyd, Kylie",1/3/2021,Margaree,769,54,0.066,FALSE,5,823,4938,6,,75,0,TRUE
51,"Dagnan, Avictor",1,"Howroyd, Kylie",1/2/2021,Margaree,378,74,0.164,FALSE,5,452,7684,20,,19,0,TRUE
51,"Dagnan, Avictor",1,"Howroyd, Kylie",1/1/2021,Margaree,392,3,0.008,TRUE,5,395,4345,11,,-19,0,FALSE
54,"Fallis, Irwinn",1,"Howroyd, Kylie",1/12/2021,Margaree,363,43,0.106,FALSE,5,406,3248,9,26,-40,0,FALSE
54,"Fallis, Irwinn",1,"Howroyd, Kylie",1/11/2021,Margaree,862,23,0.026,TRUE,5,885,11505,13,18,35,0,TRUE
54,"Fallis, Irwinn",1,"Howroyd, Kylie",1/10/2021,Margaree,437,28,0.06,FALSE,5,465,8835,20,26,22,0,TRUE
54,"Fallis, Irwinn",1,"Howroyd, Kylie",1/9/2021,Margaree,389,34,0.08,FALSE,5,423,7191,18,4,-57,0,FALSE
54,"Fallis, Irwinn",1,"Howroyd, Kylie",1/8/2021,Margaree,975,26,0.026,TRUE,5,1001,10010,10,10,70,0,TRUE
54,"Fallis, Irwinn",1,"Howroyd, Kylie",1/7/2021,Margaree,806,32,0.038,TRUE,5,838,7542,9,0,58,0,TRUE
54,"Fallis, Irwinn",1,"Howroyd, Kylie",1/6/2021,Margaree,820,41,0.048,TRUE,5,861,12915,16,20,39,0,TRUE
54,"Fallis, Irwinn",1,"Howroyd, Kylie",1/5/2021,Margaree,357,64,0.152,FALSE,5,421,7157,20,8,12,0,TRUE
54,"Fallis, Irwinn",1,"Howroyd, Kylie",1/4/2021,Margaree,772,84,0.098,FALSE,5,856,17120,22,,59,0,TRUE
54,"Fallis, Irwinn",1,"Howroyd, Kylie",1/3/2021,Margaree,764,35,0.044,TRUE,5,799,5593,7,,52,0,TRUE
54,"Fallis, Irwinn",1,"Howroyd, Kylie",1/2/2021,Margaree,630,80,0.113,FALSE,5,710,2130,3,,-38,0,FALSE
54,"Fallis, Irwinn",1,"Howroyd, Kylie",1/1/2021,Margaree,589,24,0.039,TRUE,5,613,2452,4,,22,0,TRUE
58,"Stiffell, Deonne",2,"MacAne, Madelyn",1/12/2021,Margaree,582,37,0.06,FALSE,5,619,12380,21,1,-99,0,FALSE
58,"Stiffell, Deonne",2,"MacAne, Madelyn",1/11/2021,Margaree,460,45,0.089,FALSE,5,505,2525,5,20,60,0,TRUE
58,"Stiffell, Deonne",2,"MacAne, Madelyn",1/10/2021,Margaree,800,67,0.077,FALSE,5,867,3468,4,16,28,0,TRUE
58,"Stiffell, Deonne",2,"MacAne, Madelyn",1/9/2021,Margaree,449,47,0.095,FALSE,5,496,9920,22,20,45,0,TRUE
58,"Stiffell, Deonne",2,"MacAne, Madelyn",1/8/2021,Margaree,401,64,0.138,FALSE,5,465,3720,9,19,-24,0,FALSE
58,"Stiffell, Deonne",2,"MacAne, Madelyn",1/7/2021,Margaree,744,24,0.031,TRUE,5,768,11520,15,17,-37,0,FALSE
58,"Stiffell, Deonne",2,"MacAne, Madelyn",1/6/2021,Margaree,980,19,0.019,TRUE,5,999,7992,8,25,8,0,TRUE
58,"Stiffell, Deonne",2,"MacAne, Madelyn",1/5/2021,Margaree,865,48,0.053,FALSE,5,913,19173,22,9,67,0,TRUE
58,"Stiffell, Deonne",2,"MacAne, Madelyn",1/4/2021,Margaree,887,50,0.053,FALSE,5,937,10307,12,,-22,0,FALSE
58,"Stiffell, Deonne",2,"MacAne, Madelyn",1/3/2021,Margaree,667,2,0.003,TRUE,5,669,4014,6,,54,0,TRUE
58,"Stiffell, Deonne",2,"MacAne, Madelyn",1/2/2021,Margaree,830,19,0.022,TRUE,5,849,17829,21,,88,0,TRUE
58,"Stiffell, Deonne",2,"MacAne, Madelyn",1/1/2021,Margaree,681,2,0.003,TRUE,5,683,5464,8,,-21,0,FALSE
60,"Fipp, Katrina",2,"MacAne, Madelyn",1/12/2021,Margaree,463,68,0.128,FALSE,5,531,3717,8,26,-59,0,FALSE
60,"Fipp, Katrina",2,"MacAne, Madelyn",1/11/2021,Margaree,848,72,0.078,FALSE,5,920,4600,5,7,4,0,TRUE
60,"Fipp, Katrina",2,"MacAne, Madelyn",1/10/2021,Margaree,463,1,0.002,TRUE,5,464,5568,12,23,-65,0,FALSE
60,"Fipp, Katrina",2,"MacAne, Madelyn",1/9/2021,Margaree,686,11,0.016,TRUE,5,697,7667,11,13,8,0,TRUE
60,"Fipp, Katrina",2,"MacAne, Madelyn",1/8/2021,Margaree,517,66,0.113,FALSE,5,583,8162,16,16,-88,0,FALSE
60,"Fipp, Katrina",2,"MacAne, Madelyn",1/7/2021,Margaree,784,76,0.088,FALSE,5,860,12040,15,10,36,0,TRUE
60,"Fipp, Katrina",2,"MacAne, Madelyn",1/6/2021,Margaree,519,36,0.065,FALSE,5,555,1665,3,20,-69,0,FALSE
60,"Fipp, Katrina",2,"MacAne, Madelyn",1/5/2021,Margaree,445,16,0.035,TRUE,5,461,3688,8,10,-100,0,FALSE
60,"Fipp, Katrina",2,"MacAne, Madelyn",1/4/2021,Margaree,777,29,0.036,TRUE,5,806,11284,15,,92,0,TRUE
60,"Fipp, Katrina",2,"MacAne, Madelyn",1/3/2021,Margaree,861,85,0.09,FALSE,5,946,10406,12,,14,0,TRUE
60,"Fipp, Katrina",2,"MacAne, Madelyn",1/2/2021,Margaree,395,82,0.172,FALSE,5,477,1908,5,,41,0,TRUE
60,"Fipp, Katrina",2,"MacAne, Madelyn",1/1/2021,Margaree,841,0,0,TRUE,5,841,4205,5,,73,0,TRUE
63,"Clynmans, Oralee",1,"Howroyd, Kylie",1/12/2021,Margaree,869,87,0.091,FALSE,5,956,18164,21,7,-98,0,FALSE
63,"Clynmans, Oralee",1,"Howroyd, Kylie",1/11/2021,Margaree,412,8,0.019,TRUE,5,420,8400,20,16,-70,0,FALSE
63,"Clynmans, Oralee",1,"Howroyd, Kylie",1/10/2021,Margaree,735,25,0.033,TRUE,5,760,13680,19,27,36,0,TRUE
63,"Clynmans, Oralee",1,"Howroyd, Kylie",1/9/2021,Margaree,454,46,0.092,FALSE,5,500,6000,13,17,-43,0,FALSE
63,"Clynmans, Oralee",1,"Howroyd, Kylie",1/8/2021,Margaree,694,15,0.021,TRUE,5,709,4254,6,8,-15,0,FALSE
63,"Clynmans, Oralee",1,"Howroyd, Kylie",1/7/2021,Margaree,480,70,0.127,FALSE,5,550,1650,3,14,-53,0,FALSE
63,"Clynmans, Oralee",1,"Howroyd, Kylie",1/6/2021,Margaree,889,1,0.001,TRUE,5,890,10680,12,14,-60,0,FALSE
63,"Clynmans, Oralee",1,"Howroyd, Kylie",1/5/2021,Margaree,706,74,0.095,FALSE,5,780,9360,13,14,-96,0,FALSE
63,"Clynmans, Oralee",1,"Howroyd, Kylie",1/4/2021,Margaree,355,56,0.136,FALSE,5,411,1644,5,,15,0,TRUE
63,"Clynmans, Oralee",1,"Howroyd, Kylie",1/3/2021,Margaree,840,19,0.022,TRUE,5,859,3436,4,,-11,0,FALSE
63,"Clynmans, Oralee",1,"Howroyd, Kylie",1/2/2021,Margaree,710,11,0.015,TRUE,5,721,2163,3,,79,0,TRUE
63,"Clynmans, Oralee",1,"Howroyd, Kylie",1/1/2021,Margaree,835,11,0.013,TRUE,5,846,12690,15,,0,0,TRUE
65,"Paoletto, Dennie",1,"Howroyd, Kylie",1/12/2021,Margaree,634,31,0.047,TRUE,5,665,5320,8,21,22,0,TRUE
65,"Paoletto, Dennie",1,"Howroyd, Kylie",1/11/2021,Margaree,705,64,0.083,FALSE,5,769,7690,11,2,-43,0,FALSE
65,"Paoletto, Dennie",1,"Howroyd, Kylie",1/10/2021,Margaree,357,62,0.148,FALSE,5,419,5447,15,1,-86,0,FALSE
65,"Paoletto, Dennie",1,"Howroyd, Kylie",1/9/2021,Margaree,687,66,0.088,FALSE,5,753,3012,4,20,99,0,TRUE
65,"Paoletto, Dennie",1,"Howroyd, Kylie",1/8/2021,Margaree,491,2,0.004,TRUE,5,493,4437,9,16,8,0,TRUE
65,"Paoletto, Dennie",1,"Howroyd, Kylie",1/7/2021,Margaree,664,80,0.108,FALSE,5,744,2232,3,24,93,0,TRUE
65,"Paoletto, Dennie",1,"Howroyd, Kylie",1/6/2021,Margaree,663,50,0.07,FALSE,5,713,8556,13,8,52,0,TRUE
65,"Paoletto, Dennie",1,"Howroyd, Kylie",1/5/2021,Margaree,622,30,0.046,TRUE,5,652,13692,22,6,-14,0,FALSE
65,"Paoletto, Dennie",1,"Howroyd, Kylie",1/4/2021,Margaree,909,75,0.076,FALSE,5,984,5904,6,,48,0,TRUE
65,"Paoletto, Dennie",1,"Howroyd, Kylie",1/3/2021,Margaree,561,23,0.039,TRUE,5,584,9928,18,,32,0,TRUE
65,"Paoletto, Dennie",1,"Howroyd, Kylie",1/2/2021,Margaree,424,30,0.066,FALSE,5,454,2270,5,,13,0,TRUE
65,"Paoletto, Dennie",1,"Howroyd, Kylie",1/1/2021,Margaree,801,0,0,TRUE,5,801,12015,15,,4,0,TRUE
67,"Alldis, Evelyn",3,"Befroy, Yorke",1/12/2021,Margaree,609,41,0.063,FALSE,5,650,7150,12,16,63,0,TRUE
67,"Alldis, Evelyn",3,"Befroy, Yorke",1/11/2021,Margaree,707,16,0.022,TRUE,5,723,13737,19,7,-70,0,FALSE
67,"Alldis, Evelyn",3,"Befroy, Yorke",1/10/2021,Margaree,456,20,0.042,TRUE,5,476,1428,3,24,91,0,TRUE
67,"Alldis, Evelyn",3,"Befroy, Yorke",1/9/2021,Margaree,412,87,0.174,FALSE,5,499,4491,11,21,-45,0,FALSE
67,"Alldis, Evelyn",3,"Befroy, Yorke",1/8/2021,Margaree,611,64,0.095,FALSE,5,675,10125,17,0,10,0,TRUE
67,"Alldis, Evelyn",3,"Befroy, Yorke",1/7/2021,Margaree,401,51,0.113,FALSE,5,452,6328,16,8,63,0,TRUE
67,"Alldis, Evelyn",3,"Befroy, Yorke",1/6/2021,Margaree,899,50,0.053,FALSE,5,949,17082,19,12,-23,0,FALSE
67,"Alldis, Evelyn",3,"Befroy, Yorke",1/5/2021,Margaree,776,47,0.057,FALSE,5,823,5761,7,13,-17,0,FALSE
67,"Alldis, Evelyn",3,"Befroy, Yorke",1/4/2021,Margaree,550,63,0.103,FALSE,5,613,7356,13,,-48,0,FALSE
67,"Alldis, Evelyn",3,"Befroy, Yorke",1/3/2021,Margaree,903,23,0.025,TRUE,5,926,14816,16,,-38,0,FALSE
67,"Alldis, Evelyn",3,"Befroy, Yorke",1/2/2021,Margaree,631,14,0.022,TRUE,5,645,5160,8,,23,0,TRUE
67,"Alldis, Evelyn",3,"Befroy, Yorke",1/1/2021,Margaree,650,2,0.003,TRUE,5,652,3260,5,,72,0,TRUE
68,"Garbutt, Smitty",1,"Howroyd, Kylie",1/12/2021,Margaree,571,12,0.021,TRUE,5,583,8745,15,7,-1,0,FALSE
68,"Garbutt, Smitty",1,"Howroyd, Kylie",1/11/2021,Margaree,557,77,0.121,FALSE,5,634,6340,11,2,54,0,TRUE
68,"Garbutt, Smitty",1,"Howroyd, Kylie",1/10/2021,Margaree,946,31,0.032,TRUE,5,977,6839,7,10,-47,0,FALSE
68,"Garbutt, Smitty",1,"Howroyd, Kylie",1/9/2021,Margaree,454,43,0.087,FALSE,5,497,4473,10,17,76,0,TRUE
68,"Garbutt, Smitty",1,"Howroyd, Kylie",1/8/2021,Margaree,644,51,0.073,FALSE,5,695,6255,10,26,95,0,TRUE
68,"Garbutt, Smitty",1,"Howroyd, Kylie",1/7/2021,Margaree,558,62,0.1,FALSE,5,620,11780,21,8,-1,0,FALSE
68,"Garbutt, Smitty",1,"Howroyd, Kylie",1/6/2021,Margaree,812,71,0.08,FALSE,5,883,3532,4,17,-54,0,FALSE
68,"Garbutt, Smitty",1,"Howroyd, Kylie",1/5/2021,Margaree,417,71,0.145,FALSE,5,488,8784,21,3,-24,0,FALSE
68,"Garbutt, Smitty",1,"Howroyd, Kylie",1/4/2021,Margaree,604,66,0.099,FALSE,5,670,6700,11,,-48,0,FALSE
68,"Garbutt, Smitty",1,"Howroyd, Kylie",1/3/2021,Margaree,637,28,0.042,TRUE,5,665,10640,17,,66,0,TRUE
68,"Garbutt, Smitty",1,"Howroyd, Kylie",1/2/2021,Margaree,669,3,0.004,TRUE,5,672,6720,10,,-37,0,FALSE
68,"Garbutt, Smitty",1,"Howroyd, Kylie",1/1/2021,Margaree,432,15,0.034,TRUE,5,447,4023,9,,-5,0,FALSE
71,"Corbitt, Alane",1,"Howroyd, Kylie",1/12/2021,Margaree,510,68,0.118,FALSE,5,578,10982,22,22,95,0,TRUE
71,"Corbitt, Alane",1,"Howroyd, Kylie",1/11/2021,Margaree,868,11,0.013,TRUE,5,879,4395,5,12,60,0,TRUE
71,"Corbitt, Alane",1,"Howroyd, Kylie",1/10/2021,Margaree,478,69,0.126,FALSE,5,547,1641,3,4,72,0,TRUE
71,"Corbitt, Alane",1,"Howroyd, Kylie",1/9/2021,Margaree,980,15,0.015,TRUE,5,995,2985,3,16,57,0,TRUE
71,"Corbitt, Alane",1,"Howroyd, Kylie",1/8/2021,Margaree,811,19,0.023,TRUE,5,830,11620,14,2,-87,0,FALSE
71,"Corbitt, Alane",1,"Howroyd, Kylie",1/7/2021,Margaree,734,56,0.071,FALSE,5,790,6320,9,4,-38,0,FALSE
71,"Corbitt, Alane",1,"Howroyd, Kylie",1/6/2021,Margaree,575,17,0.029,TRUE,5,592,2960,5,14,-79,0,FALSE
71,"Corbitt, Alane",1,"Howroyd, Kylie",1/5/2021,Margaree,867,76,0.081,FALSE,5,943,10373,12,26,-44,0,FALSE
71,"Corbitt, Alane",1,"Howroyd, Kylie",1/4/2021,Margaree,932,25,0.026,TRUE,5,957,14355,15,,-50,0,FALSE
71,"Corbitt, Alane",1,"Howroyd, Kylie",1/3/2021,Margaree,859,48,0.053,FALSE,5,907,2721,3,,13,0,TRUE
71,"Corbitt, Alane",1,"Howroyd, Kylie",1/2/2021,Margaree,595,30,0.048,TRUE,5,625,12500,21,,-58,0,FALSE
71,"Corbitt, Alane",1,"Howroyd, Kylie",1/1/2021,Margaree,590,2,0.003,TRUE,5,592,2368,4,,57,0,TRUE
73,"Semark, Rona",3,"Befroy, Yorke",1/12/2021,Margaree,662,58,0.081,FALSE,5,720,11520,17,26,48,0,TRUE
73,"Semark, Rona",3,"Befroy, Yorke",1/11/2021,Margaree,448,84,0.158,FALSE,5,532,6384,14,14,60,0,TRUE
73,"Semark, Rona",3,"Befroy, Yorke",1/10/2021,Margaree,470,1,0.002,TRUE,5,471,5652,12,6,18,0,TRUE
73,"Semark, Rona",3,"Befroy, Yorke",1/9/2021,Margaree,638,16,0.024,TRUE,5,654,5232,8,4,46,0,TRUE
73,"Semark, Rona",3,"Befroy, Yorke",1/8/2021,Margaree,528,3,0.006,TRUE,5,531,9558,18,19,-71,0,FALSE
73,"Semark, Rona",3,"Befroy, Yorke",1/7/2021,Margaree,755,13,0.017,TRUE,5,768,12288,16,23,-94,0,FALSE
73,"Semark, Rona",3,"Befroy, Yorke",1/6/2021,Margaree,892,25,0.027,TRUE,5,917,15589,17,12,-52,0,FALSE
73,"Semark, Rona",3,"Befroy, Yorke",1/5/2021,Margaree,656,84,0.114,FALSE,5,740,15540,24,10,-15,0,FALSE
73,"Semark, Rona",3,"Befroy, Yorke",1/4/2021,Margaree,703,26,0.036,TRUE,5,729,13122,19,,2,0,TRUE
73,"Semark, Rona",3,"Befroy, Yorke",1/3/2021,Margaree,701,74,0.095,FALSE,5,775,3100,4,,-75,0,FALSE
73,"Semark, Rona",3,"Befroy, Yorke",1/2/2021,Margaree,900,34,0.036,TRUE,5,934,4670,5,,79,0,TRUE
73,"Semark, Rona",3,"Befroy, Yorke",1/1/2021,Margaree,523,24,0.044,TRUE,5,547,2188,4,,-7,0,FALSE
74,"Nevitt, Romonda",2,"MacAne, Madelyn",1/12/2021,Margaree,697,73,0.095,FALSE,5,770,4620,7,2,-39,0,FALSE
74,"Nevitt, Romonda",2,"MacAne, Madelyn",1/11/2021,Margaree,498,23,0.044,TRUE,5,521,9378,19,8,-7,0,FALSE
74,"Nevitt, Romonda",2,"MacAne, Madelyn",1/10/2021,Margaree,783,63,0.074,FALSE,5,846,5076,6,11,-31,0,FALSE
74,"Nevitt, Romonda",2,"MacAne, Madelyn",1/9/2021,Margaree,596,1,0.002,TRUE,5,597,9552,16,12,7,0,TRUE
74,"Nevitt, Romonda",2,"MacAne, Madelyn",1/8/2021,Margaree,906,71,0.073,FALSE,5,977,2931,3,5,65,0,TRUE
74,"Nevitt, Romonda",2,"MacAne, Madelyn",1/7/2021,Margaree,866,30,0.033,TRUE,5,896,6272,7,16,43,0,TRUE
74,"Nevitt, Romonda",2,"MacAne, Madelyn",1/6/2021,Margaree,473,62,0.116,FALSE,5,535,9095,19,1,22,0,TRUE
74,"Nevitt, Romonda",2,"MacAne, Madelyn",1/5/2021,Margaree,384,78,0.169,FALSE,5,462,7854,20,19,-46,0,FALSE
74,"Nevitt, Romonda",2,"MacAne, Madelyn",1/4/2021,Margaree,678,67,0.09,FALSE,5,745,13410,20,,42,0,TRUE
74,"Nevitt, Romonda",2,"MacAne, Madelyn",1/3/2021,Margaree,802,21,0.026,TRUE,5,823,14814,18,,69,0,TRUE
74,"Nevitt, Romonda",2,"MacAne, Madelyn",1/2/2021,Margaree,403,33,0.076,FALSE,5,436,3488,9,,2,0,TRUE
74,"Nevitt, Romonda",2,"MacAne, Madelyn",1/1/2021,Margaree,648,7,0.011,TRUE,5,655,5895,9,,-60,0,FALSE
80,"Klima, Nari",1,"Howroyd, Kylie",1/12/2021,Margaree,835,84,0.091,FALSE,5,919,2757,3,20,44,0,TRUE
80,"Klima, Nari",1,"Howroyd, Kylie",1/11/2021,Margaree,717,17,0.023,TRUE,5,734,15414,21,16,35,0,TRUE
80,"Klima, Nari",1,"Howroyd, Kylie",1/10/2021,Margaree,403,49,0.108,FALSE,5,452,8136,20,3,-64,0,FALSE
80,"Klima, Nari",1,"Howroyd, Kylie",1/9/2021,Margaree,552,57,0.094,FALSE,5,609,9135,17,15,16,0,TRUE
80,"Klima, Nari",1,"Howroyd, Kylie",1/8/2021,Margaree,836,73,0.08,FALSE,5,909,19089,23,16,68,0,TRUE
80,"Klima, Nari",1,"Howroyd, Kylie",1/7/2021,Margaree,757,49,0.061,FALSE,5,806,16926,22,15,39,0,TRUE
80,"Klima, Nari",1,"Howroyd, Kylie",1/6/2021,Margaree,945,54,0.054,FALSE,5,999,20979,22,25,26,0,TRUE
80,"Klima, Nari",1,"Howroyd, Kylie",1/5/2021,Margaree,480,33,0.064,FALSE,5,513,6156,13,27,-71,0,FALSE
80,"Klima, Nari",1,"Howroyd, Kylie",1/4/2021,Margaree,734,29,0.038,TRUE,5,763,3815,5,,23,0,TRUE
80,"Klima, Nari",1,"Howroyd, Kylie",1/3/2021,Margaree,668,56,0.077,FALSE,5,724,10136,15,,-31,0,FALSE
80,"Klima, Nari",1,"Howroyd, Kylie",1/2/2021,Margaree,436,9,0.02,TRUE,5,445,1780,4,,-8,0,FALSE
80,"Klima, Nari",1,"Howroyd, Kylie",1/1/2021,Margaree,553,7,0.013,TRUE,5,560,6160,11,,78,0,TRUE
81,"Davydoch, Janot",3,"Befroy, Yorke",1/12/2021,Margaree,775,64,0.076,FALSE,5,839,2517,3,26,-61,0,FALSE
81,"Davydoch, Janot",3,"Befroy, Yorke",1/11/2021,Margaree,819,68,0.077,FALSE,5,887,13305,16,15,39,0,TRUE
81,"Davydoch, Janot",3,"Befroy, Yorke",1/10/2021,Margaree,651,77,0.106,FALSE,5,728,13104,20,3,-2,0,FALSE
81,"Davydoch, Janot",3,"Befroy, Yorke",1/9/2021,Margaree,753,34,0.043,TRUE,5,787,4722,6,17,66,0,TRUE
81,"Davydoch, Janot",3,"Befroy, Yorke",1/8/2021,Margaree,670,85,0.113,FALSE,5,755,7550,11,3,-54,0,FALSE
81,"Davydoch, Janot",3,"Befroy, Yorke",1/7/2021,Margaree,347,79,0.185,FALSE,5,426,1278,4,2,16,0,TRUE
81,"Davydoch, Janot",3,"Befroy, Yorke",1/6/2021,Margaree,605,81,0.118,FALSE,5,686,10290,17,22,-1,0,FALSE
81,"Davydoch, Janot",3,"Befroy, Yorke",1/5/2021,Margaree,562,9,0.016,TRUE,5,571,2284,4,22,53,0,TRUE
81,"Davydoch, Janot",3,"Befroy, Yorke",1/4/2021,Margaree,624,65,0.094,FALSE,5,689,2756,4,,-28,0,FALSE
81,"Davydoch, Janot",3,"Befroy, Yorke",1/3/2021,Margaree,823,28,0.033,TRUE,5,851,10212,12,,81,0,TRUE
81,"Davydoch, Janot",3,"Befroy, Yorke",1/2/2021,Margaree,985,2,0.002,TRUE,5,987,5922,6,,-98,0,FALSE
81,"Davydoch, Janot",3,"Befroy, Yorke",1/1/2021,Margaree,567,7,0.012,TRUE,5,574,4592,8,,-96,0,FALSE
85,"Brognot, Myriam",2,"MacAne, Madelyn",1/12/2021,Margaree,456,73,0.138,FALSE,5,529,11109,24,11,46,0,TRUE
85,"Brognot, Myriam",2,"MacAne, Madelyn",1/11/2021,Margaree,762,70,0.084,FALSE,5,832,13312,17,18,84,0,TRUE
85,"Brognot, Myriam",2,"MacAne, Madelyn",1/10/2021,Margaree,912,83,0.083,FALSE,5,995,8955,10,1,45,0,TRUE
85,"Brognot, Myriam",2,"MacAne, Madelyn",1/9/2021,Margaree,439,75,0.146,FALSE,5,514,10794,25,14,69,0,TRUE
85,"Brognot, Myriam",2,"MacAne, Madelyn",1/8/2021,Margaree,781,15,0.019,TRUE,5,796,4776,6,10,-92,0,FALSE
85,"Brognot, Myriam",2,"MacAne, Madelyn",1/7/2021,Margaree,634,11,0.017,TRUE,5,645,5160,8,15,-93,0,FALSE
85,"Brognot, Myriam",2,"MacAne, Madelyn",1/6/2021,Margaree,557,57,0.093,FALSE,5,614,11666,21,8,25,0,TRUE
85,"Brognot, Myriam",2,"MacAne, Madelyn",1/5/2021,Margaree,438,52,0.106,FALSE,5,490,1470,3,12,-60,0,FALSE
85,"Brognot, Myriam",2,"MacAne, Madelyn",1/4/2021,Margaree,588,51,0.08,FALSE,5,639,3195,5,,-47,0,FALSE
85,"Brognot, Myriam",2,"MacAne, Madelyn",1/3/2021,Margaree,958,31,0.031,TRUE,5,989,15824,17,,70,0,TRUE
85,"Brognot, Myriam",2,"MacAne, Madelyn",1/2/2021,Margaree,764,41,0.051,FALSE,5,805,6440,8,,-41,0,FALSE
85,"Brognot, Myriam",2,"MacAne, Madelyn",1/1/2021,Margaree,820,15,0.018,TRUE,5,835,13360,16,,-64,0,FALSE
91,"Prover, Barbi",3,"Befroy, Yorke",1/12/2021,Margaree,757,79,0.094,FALSE,5,836,9196,12,7,96,0,TRUE
91,"Prover, Barbi",3,"Befroy, Yorke",1/11/2021,Margaree,441,58,0.116,FALSE,5,499,1497,3,1,62,0,TRUE
91,"Prover, Barbi",3,"Befroy, Yorke",1/10/2021,Margaree,440,2,0.005,TRUE,5,442,3536,8,18,-19,0,FALSE
91,"Prover, Barbi",3,"Befroy, Yorke",1/9/2021,Margaree,904,79,0.08,FALSE,5,983,2949,3,20,-82,0,FALSE
91,"Prover, Barbi",3,"Befroy, Yorke",1/8/2021,Margaree,850,85,0.091,FALSE,5,935,15895,19,11,54,0,TRUE
91,"Prover, Barbi",3,"Befroy, Yorke",1/7/2021,Margaree,405,37,0.084,FALSE,5,442,8398,21,14,26,0,TRUE
91,"Prover, Barbi",3,"Befroy, Yorke",1/6/2021,Margaree,524,60,0.103,FALSE,5,584,2336,4,19,-58,0,FALSE
91,"Prover, Barbi",3,"Befroy, Yorke",1/5/2021,Margaree,822,49,0.056,FALSE,5,871,5226,6,5,14,0,TRUE
91,"Prover, Barbi",3,"Befroy, Yorke",1/4/2021,Margaree,407,73,0.152,FALSE,5,480,1920,5,,-87,0,FALSE
91,"Prover, Barbi",3,"Befroy, Yorke",1/3/2021,Margaree,868,18,0.02,TRUE,5,886,9746,11,,-3,0,FALSE
91,"Prover, Barbi",3,"Befroy, Yorke",1/2/2021,Margaree,558,60,0.097,FALSE,5,618,1854,3,,-66,0,FALSE
