OrderID,Customer,Order Date,Return State,Category,Sub-Category,Product Name,Unit Price,Quantity
Manchester-1615,Mrs Catlett,19/03/2021,Return Processed,Office Supplies,Paper,Xerox 1951,£5.67,1
London-1679,Mr Wilson,05/03/2021,,Office Supplies,Paper,Xerox 1951,£5.67,7
Manchester-2156,Mrs Moren,24/03/2021,Return Processed,Office Supplies,Paper,Xerox 1951,£5.67,1
Birmingham-1271,Mr Lloyd,02/03/2021,Return Processed,Office Supplies,Paper,Xerox 1974,£5.99,10
Newcastle-1362,Mr Cortes,17/03/2021,,Office Supplies,Paper,Xerox 1974,£5.99,10
York-1501,Mr Ulpright,25/03/2021,Return Processed,Office Supplies,Paper,Xerox 1974,£5.99,4
Bristol-1513,Mr Barton,03/03/2021,Return Processed,Office Supplies,Paper,Xerox 1974,£5.99,2
Bristol-1680,Mr Swint,05/03/2021,,Office Supplies,Paper,Xerox 1974,£5.99,11
Manchester-1806,Mr Noonan,31/03/2021,,Office Supplies,Paper,Xerox 1974,£5.99,11
Manchester-1839,Mrs Reese,28/03/2021,,Office Supplies,Paper,Xerox 1974,£5.99,4
Manchester-1097,Mr Fuller,31/03/2021,,Office Supplies,Paper,Xerox 1979,£6.45,10
Bristol-1278,Mrs Hart,26/03/2021,Return Processed,Office Supplies,Paper,Xerox 1979,£6.45,2
London-1311,Mr Crestani,13/03/2021,,Office Supplies,Paper,Xerox 1979,£6.45,8
Bristol-1351,Mr Hallsten,25/03/2021,,Office Supplies,Paper,Xerox 1979,£6.45,6
Bristol-1455,Mr Ferrer,11/03/2021,,Office Supplies,Paper,Xerox 1979,£6.45,8
York-1838,Mr Kennedy,28/03/2021,,Office Supplies,Paper,Xerox 1979,£6.45,8
York-1886,Mr Yedwab,26/03/2021,,Office Supplies,Paper,Xerox 1979,£6.45,2
Manchester-1097,Mr Fuller,31/03/2021,,Office Supplies,Paper,Xerox 200,£6.52,9
York-1203,Mr Yotov,10/03/2021,Return Processed,Office Supplies,Paper,Xerox 200,£6.52,11
Newcastle-1761,Mr Anderson,21/03/2021,,Office Supplies,Paper,Xerox 200,£6.52,1
Newcastle-1961,Mr Butterfield,06/03/2021,,Office Supplies,Paper,Xerox 200,£6.52,10
Birmingham-2092,Mr Carroll,16/03/2021,,Office Supplies,Paper,Xerox 200,£6.52,3
Bristol-2140,Mrs Moren,02/03/2021,,Office Supplies,Paper,Xerox 200,£6.52,4
Newcastle-1201,Mrs Roberts,10/03/2021,,Office Supplies,Paper,Xerox 2000,£6.89,8
York-1469,Mr Magee,13/03/2021,,Office Supplies,Paper,Xerox 2000,£6.89,6
Manchester-1544,Mrs Blanton,05/03/2021,,Office Supplies,Paper,Xerox 2000,£6.89,9
Manchester-1615,Mrs Catlett,19/03/2021,Return Processed,Office Supplies,Paper,Xerox 2000,£6.89,6
Manchester-1699,Mr Gainer,08/03/2021,,Office Supplies,Paper,Xerox 2000,£6.89,6
Manchester-1863,Mr MacIntyre,05/03/2021,,Office Supplies,Paper,Xerox 2000,£6.89,5
London-2061,Mr Lloyd,11/03/2021,,Office Supplies,Paper,Xerox 2000,£6.89,4
Newcastle-1124,Mr Dominguez,18/03/2021,,Office Supplies,Paper,Xerox 208,£7.14,4
York-1203,Mr Yotov,10/03/2021,Return Processed,Office Supplies,Paper,Xerox 208,£7.14,8
Manchester-1282,Mr Crestani,28/03/2021,Return Processed,Office Supplies,Paper,Xerox 208,£7.14,8
Newcastle-1487,Mrs Pelletier,12/03/2021,Return Processed,Office Supplies,Paper,Xerox 208,£7.14,7
York-1835,Mrs Dodson,28/03/2021,,Office Supplies,Paper,Xerox 208,£7.14,7
Manchester-1863,Mr MacIntyre,05/03/2021,,Office Supplies,Paper,Xerox 208,£7.14,6
London-1306,Mrs Huffman,24/03/2021,,Office Supplies,Paper,Xerox 219,£7.50,4
Newcastle-1362,Mr Cortes,17/03/2021,,Office Supplies,Paper,Xerox 219,£7.50,4
Newcastle-1487,Mrs Pelletier,12/03/2021,Return Processed,Office Supplies,Paper,Xerox 219,£7.50,10
Bristol-1680,Mr Swint,05/03/2021,,Office Supplies,Paper,Xerox 219,£7.50,6
Newcastle-1124,Mr Dominguez,18/03/2021,,Office Supplies,Paper,Xerox 221,£7.80,11
Newcastle-1202,Mrs Myrick,10/03/2021,Return Processed,Office Supplies,Paper,Xerox 221,£7.80,2
Birmingham-1214,Mr Carreira,03/03/2021,,Office Supplies,Paper,Xerox 221,£7.80,1
Newcastle-1760,Mrs Sink,21/03/2021,,Office Supplies,Paper,Xerox 221,£7.80,6
Manchester-1806,Mr Noonan,31/03/2021,,Office Supplies,Paper,Xerox 221,£7.80,10
London-1364,Mrs Brumfield,17/03/2021,,Office Supplies,Paper,Xerox 232,£7.99,6
Manchester-1367,Mr Collister,17/03/2021,,Office Supplies,Paper,Xerox 232,£7.99,9
Bristol-1653,Mr Crowe,12/03/2021,,Office Supplies,Paper,Xerox 232,£7.99,7
Newcastle-1716,Mr Frazer,23/03/2021,,Office Supplies,Paper,Xerox 232,£7.99,8
Manchester-1806,Mr Noonan,31/03/2021,,Office Supplies,Paper,Xerox 232,£7.99,6
Manchester-1807,Mr Tran,31/03/2021,Return Processed,Office Supplies,Paper,Xerox 232,£7.99,11
Newcastle-1961,Mr Butterfield,06/03/2021,,Office Supplies,Paper,Xerox 232,£7.99,10
Newcastle-1201,Mrs Roberts,10/03/2021,,Office Supplies,Storage,Stacking Storage Drawers,£43.26,11
York-1204,Mrs Overfelt,10/03/2021,,Office Supplies,Storage,Stacking Storage Drawers,£43.26,11
London-1311,Mr Crestani,13/03/2021,,Office Supplies,Storage,Stacking Storage Drawers,£43.26,5
Manchester-1352,Mrs Rupert,25/03/2021,,Office Supplies,Storage,Stacking Storage Drawers,£43.26,8
Bristol-1357,Mrs Hendricks,23/03/2021,,Office Supplies,Storage,Stacking Storage Drawers,£43.26,6
York-1469,Mr Magee,13/03/2021,,Office Supplies,Storage,Stacking Storage Drawers,£43.26,1
York-1512,Mr Moss,03/03/2021,,Office Supplies,Storage,Stacking Storage Drawers,£43.26,6
Manchester-2120,Mr Cox,30/03/2021,,Office Supplies,Storage,Stacking Storage Drawers,£43.26,2
York-2131,Mr Duston,31/03/2021,,Office Supplies,Storage,Stacking Storage Drawers,£43.26,5
Edinburgh-1088,Mrs Zewe,08/03/2021,,Office Supplies,Storage,Lockers,£89.97,2
York-1365,Mr Lanier,17/03/2021,,Office Supplies,Storage,Lockers,£89.97,5
Bristol-1370,Mrs MacAllister,17/03/2021,,Office Supplies,Storage,Lockers,£89.97,6
Edinburgh-1762,Mr Hudgings,21/03/2021,,Office Supplies,Storage,Lockers,£89.97,9
Newcastle-1774,Mr West,12/03/2021,,Office Supplies,Storage,Lockers,£89.97,6
London-1973,Mr Bergman,03/03/2021,Return Processed,Office Supplies,Storage,Lockers,£89.97,1
York-1279,Mr Leslie,26/03/2021,Return Processed,Technology,Accessories,USB Wired Mouse,£5.99,9
Manchester-1292,Mr Hightower,16/03/2021,,Technology,Accessories,USB Wired Mouse,£5.99,3
Manchester-1615,Mrs Catlett,19/03/2021,Return Processed,Technology,Accessories,USB Wired Mouse,£5.99,2
Manchester-1806,Mr Noonan,31/03/2021,,Technology,Accessories,USB Wired Mouse,£5.99,9
Manchester-1885,Mr Rosenberg,26/03/2021,Return Processed,Technology,Accessories,USB Wired Mouse,£5.99,8
Newcastle-1125,Mr Fortune,18/03/2021,,Technology,Accessories,Keyboard,£19.94,7
Newcastle-1487,Mrs Pelletier,12/03/2021,Return Processed,Technology,Accessories,Keyboard,£19.94,9
Manchester-1494,Mr Venier,31/03/2021,,Technology,Accessories,Keyboard,£19.94,11
Bristol-1680,Mr Swint,05/03/2021,,Technology,Accessories,Keyboard,£19.94,6
Bristol-1744,Mr Lloyd,19/03/2021,,Technology,Accessories,Keyboard,£19.94,11
York-1838,Mr Kennedy,28/03/2021,,Technology,Accessories,Keyboard,£19.94,11
York-1937,Mrs Kriz,04/03/2021,,Technology,Accessories,Keyboard,£19.94,3
Bristol-2067,Mr Coakley,26/03/2021,,Technology,Accessories,Keyboard,£19.94,5
Newcastle-1202,Mrs Myrick,10/03/2021,Return Processed,Technology,Accessories,PC Headset,£45.89,11
York-1365,Mr Lanier,17/03/2021,,Technology,Accessories,PC Headset,£45.89,10
Manchester-1635,Mr Howell,13/03/2021,,Technology,Accessories,PC Headset,£45.89,1
Newcastle-1961,Mr Butterfield,06/03/2021,,Technology,Accessories,PC Headset,£45.89,7
Manchester-1282,Mr Crestani,28/03/2021,Return Processed,Technology,Machines,Videoconferencing Unit,£168.76,8
Manchester-1292,Mr Hightower,16/03/2021,,Technology,Machines,Videoconferencing Unit,£168.76,3
London-1306,Mrs Huffman,24/03/2021,,Technology,Machines,Videoconferencing Unit,£168.76,10
Edinburgh-1617,Mr Baird,19/03/2021,,Technology,Machines,Videoconferencing Unit,£168.76,6
Edinburgh-1745,Mr Knutson,19/03/2021,,Technology,Machines,Videoconferencing Unit,£168.76,3
Bristol-1969,Mr liebe,31/03/2021,,Technology,Machines,Videoconferencing Unit,£168.76,10
London-2061,Mr Lloyd,11/03/2021,,Technology,Machines,Videoconferencing Unit,£168.76,1
Newcastle-1125,Mr Fortune,18/03/2021,,Technology,Machines,Shredder,£65.49,8
Edinburgh-1476,Mr DeCherney,31/03/2021,,Technology,Machines,Shredder,£65.49,1
Newcastle-1487,Mrs Pelletier,12/03/2021,Return Processed,Technology,Machines,Shredder,£65.49,4
York-1812,Mr Bolton,13/03/2021,,Technology,Machines,Shredder,£65.49,10
York-1823,Mrs Soltero,23/03/2021,Return Processed,Technology,Machines,Shredder,£65.49,1
Newcastle-1961,Mr Butterfield,06/03/2021,,Technology,Machines,Shredder,£65.49,9
Edinburgh-2141,Mr Brooks,02/03/2021,,Technology,Machines,Shredder,£65.49,10
Birmingham-1214,Mr Carreira,03/03/2021,,Technology,Machines,Printer,£129.99,3
Edinburgh-1270,Mrs Lichtenstein,02/03/2021,Return Processed,Technology,Machines,Printer,£129.99,11
Manchester-1282,Mr Crestani,28/03/2021,Return Processed,Technology,Machines,Printer,£129.99,10
Bristol-1351,Mr Hallsten,25/03/2021,,Technology,Machines,Printer,£129.99,11
York-1369,Mr Sweed,17/03/2021,,Technology,Machines,Printer,£129.99,10
Edinburgh-1476,Mr DeCherney,31/03/2021,,Technology,Machines,Printer,£129.99,6
Manchester-1743,Mrs Blanton,19/03/2021,,Technology,Machines,Printer,£129.99,3
Manchester-1810,Mr Roelle,13/03/2021,,Technology,Machines,Printer,£129.99,4
Manchester-1839,Mrs Reese,28/03/2021,,Technology,Machines,Printer,£129.99,11
Birmingham-2062,Mrs Kaydos,11/03/2021,,Technology,Machines,Printer,£129.99,4
Newcastle-1310,Mrs Kendrick,31/03/2021,Return Processed,Technology,Phones,Speakerphone,£79.46,9
York-1369,Mr Sweed,17/03/2021,,Technology,Phones,Speakerphone,£79.46,3
York-1449,Mr Hirasaki,25/03/2021,,Technology,Phones,Speakerphone,£79.46,7
York-1607,Mrs Philippe,26/03/2021,,Technology,Phones,Speakerphone,£79.46,6
York-1698,Mr McGuire,08/03/2021,,Technology,Phones,Speakerphone,£79.46,2
Birmingham-2066,Mrs Folk,26/03/2021,,Technology,Phones,Speakerphone,£79.46,7
Manchester-1292,Mr Hightower,16/03/2021,,Technology,Phones,Fast-charging Portable Charger,£15.64,7
Newcastle-1310,Mrs Kendrick,31/03/2021,Return Processed,Technology,Phones,Fast-charging Portable Charger,£15.64,4
Birmingham-1382,Mrs Halladay,02/03/2021,,Technology,Phones,Fast-charging Portable Charger,£15.64,10
Newcastle-1467,Mrs Odegard,13/03/2021,,Technology,Phones,Fast-charging Portable Charger,£15.64,1
London-1468,Mr Campbell,13/03/2021,,Technology,Phones,Fast-charging Portable Charger,£15.64,6
Newcastle-1760,Mrs Sink,21/03/2021,,Technology,Phones,Fast-charging Portable Charger,£15.64,3
London-1834,Mr Blacks,28/03/2021,,Technology,Phones,Fast-charging Portable Charger,£15.64,5
Manchester-1839,Mrs Reese,28/03/2021,,Technology,Phones,Fast-charging Portable Charger,£15.64,6
Edinburgh-1123,Mr Campbell,18/03/2021,,Technology,Phones,Bluetooth Headset,£86.99,5
York-1126,Mrs Trevino,18/03/2021,,Technology,Phones,Bluetooth Headset,£86.99,2
Edinburgh-1270,Mrs Lichtenstein,02/03/2021,Return Processed,Technology,Phones,Bluetooth Headset,£86.99,1
London-1538,Mr Gockenbach,06/03/2021,,Technology,Phones,Bluetooth Headset,£86.99,11
Edinburgh-1614,Mrs McVee,19/03/2021,,Technology,Phones,Bluetooth Headset,£86.99,8
London-1973,Mr Bergman,03/03/2021,Return Processed,Technology,Phones,Bluetooth Headset,£86.99,8
London-1363,Mr Elijah,17/03/2021,Return Processed,Technology,Phones,Motorola L703CM,£356.99,4
Birmingham-1611,Mrs Harrigan,10/03/2021,,Technology,Phones,Motorola L703CM,£356.99,10
London-1814,Mr Bergmann,13/03/2021,Return Processed,Technology,Phones,Motorola L703CM,£356.99,9
York-1838,Mr Kennedy,28/03/2021,,Technology,Phones,Motorola L703CM,£356.99,6
Birmingham-1959,Mr Gordon,06/03/2021,Return Processed,Technology,Phones,Motorola L703CM,£356.99,10
York-1203,Mr Yotov,10/03/2021,Return Processed,Technology,Phones,Motorola L804,£459.67,7
York-1204,Mrs Overfelt,10/03/2021,,Technology,Phones,Motorola L804,£459.67,10
London-1701,Mrs Roper,07/03/2021,,Technology,Phones,Motorola L804,£459.67,8
York-1817,Mrs Pelletier,25/03/2021,Return Processed,Technology,Phones,Motorola L804,£459.67,4
Manchester-1938,Mr Hildebrand,04/03/2021,,Technology,Phones,Motorola L804,£459.67,6
York-1501,Mr Ulpright,25/03/2021,Return Processed,Technology,Phones,Panasonic KX T7731-B Digital phone,£451.27,11
Edinburgh-1668,Mr MacIntyre,30/03/2021,Return Processed,Technology,Phones,Panasonic KX T7731-B Digital phone,£451.27,3
York-1812,Mr Bolton,13/03/2021,,Technology,Phones,Panasonic KX T7731-B Digital phone,£451.27,6
Manchester-2068,Mr Cox,26/03/2021,,Technology,Phones,Panasonic KX T7731-B Digital phone,£451.27,7
Manchester-1087,Mrs Kotsonis,08/03/2021,,Technology,Phones,Panasonic KX TS3282W Corded phone,£297.50,1
London-1218,Mrs Kimmel,31/03/2021,,Technology,Phones,Panasonic KX TS3282W Corded phone,£297.50,11
Birmingham-1219,Mr Norris,31/03/2021,Return Processed,Technology,Phones,Panasonic KX TS3282W Corded phone,£297.50,11
Edinburgh-1229,Mrs Kamberova,07/03/2021,Return Processed,Technology,Phones,Panasonic KX TS3282W Corded phone,£297.50,11
Edinburgh-1270,Mrs Lichtenstein,02/03/2021,Return Processed,Technology,Phones,Panasonic KX TS3282W Corded phone,£297.50,10
London-1468,Mr Campbell,13/03/2021,,Technology,Phones,Panasonic KX TS3282W Corded phone,£297.50,7
London-1538,Mr Gockenbach,06/03/2021,,Technology,Phones,Panasonic KX TS3282W Corded phone,£297.50,2
York-1607,Mrs Philippe,26/03/2021,,Technology,Phones,Panasonic KX TS3282W Corded phone,£297.50,2
Birmingham-1836,Mr Jacobs,28/03/2021,Return Processed,Technology,Phones,Panasonic KX TS3282W Corded phone,£297.50,2
Edinburgh-2141,Mr Brooks,02/03/2021,,Technology,Phones,Panasonic KX TS3282W Corded phone,£297.50,6
London-2155,Mr Chapman,24/03/2021,Return Processed,Technology,Phones,Panasonic KX TS3282W Corded phone,£297.50,4
York-1279,Mr Leslie,26/03/2021,Return Processed,Technology,Phones,Panasonic KX-TG9471B,£397.54,10
York-1290,Mr Ryan,16/03/2021,,Technology,Phones,Panasonic KX-TG9471B,£397.54,1
Edinburgh-1433,Mrs Goranitis,23/03/2021,,Technology,Phones,Panasonic KX-TG9471B,£397.54,5
Newcastle-1760,Mrs Sink,21/03/2021,,Technology,Phones,Panasonic KX-TG9471B,£397.54,8
Manchester-1806,Mr Noonan,31/03/2021,,Technology,Phones,Panasonic KX-TG9471B,£397.54,2
Manchester-1885,Mr Rosenberg,26/03/2021,Return Processed,Technology,Phones,Panasonic KX-TG9471B,£397.54,2
Edinburgh-1960,Mr Barton,06/03/2021,,Technology,Phones,Panasonic KX-TG9471B,£397.54,3
London-1973,Mr Bergman,03/03/2021,Return Processed,Technology,Phones,Panasonic KX-TG9471B,£397.54,1
London-1096,Mr Takahito,20/03/2021,Return Processed,Technology,Phones,Panasonic Kx-TS550,£657.55,6
Manchester-1343,Mr Engle,21/03/2021,Return Processed,Technology,Phones,Panasonic Kx-TS550,£657.55,3
York-1449,Mr Hirasaki,25/03/2021,,Technology,Phones,Panasonic Kx-TS550,£657.55,8
Newcastle-1467,Mrs Odegard,13/03/2021,,Technology,Phones,Panasonic Kx-TS550,£657.55,4
Bristol-1513,Mr Barton,03/03/2021,Return Processed,Technology,Phones,Panasonic Kx-TS550,£657.55,10
York-1533,Mrs Folk,18/03/2021,,Technology,Phones,Panasonic Kx-TS550,£657.55,11
Birmingham-1539,Mr Castell,06/03/2021,,Technology,Phones,Panasonic Kx-TS550,£657.55,11
Bristol-1680,Mr Swint,05/03/2021,,Technology,Phones,Panasonic Kx-TS550,£657.55,2
London-1701,Mrs Roper,07/03/2021,,Technology,Phones,Panasonic Kx-TS550,£657.55,11
London-1808,Mrs Tron,13/03/2021,,Technology,Phones,Panasonic Kx-TS550,£657.55,2
York-1809,Mrs Manning,13/03/2021,,Technology,Phones,Panasonic Kx-TS550,£657.55,10
Birmingham-1821,Mr DeMoss,26/03/2021,,Technology,Phones,Panasonic Kx-TS550,£657.55,1
Birmingham-1836,Mr Jacobs,28/03/2021,Return Processed,Technology,Phones,Panasonic Kx-TS550,£657.55,11
Manchester-1097,Mr Fuller,31/03/2021,,Technology,Phones,Samsung Galaxy Note 2,£809.56,3
London-1311,Mr Crestani,13/03/2021,,Technology,Phones,Samsung Galaxy Note 2,£809.56,4
Edinburgh-1433,Mrs Goranitis,23/03/2021,,Technology,Phones,Samsung Galaxy Note 2,£809.56,11
Manchester-1807,Mr Tran,31/03/2021,Return Processed,Technology,Phones,Samsung Galaxy Note 2,£809.56,7
York-1838,Mr Kennedy,28/03/2021,,Technology,Phones,Samsung Galaxy Note 2,£809.56,11
Edinburgh-1864,Mrs Ordway,05/03/2021,,Technology,Phones,Samsung Galaxy Note 2,£809.56,7
Bristol-1082,Mr Häberlin,15/04/2021,Return Processed,Furniture,Bookcases,Bookcase,£60.07,3
Bristol-1175,Mr Hightower,09/04/2021,Return Processed,Furniture,Bookcases,Bookcase,£60.07,3
Birmingham-1454,Mr Zypern,26/04/2021,,Furniture,Bookcases,Bookcase,£60.07,10
Manchester-1871,Mrs Eno,01/04/2021,Return Processed,Furniture,Bookcases,Bookcase,£60.07,9
York-2027,Mrs Prescott,17/04/2021,,Furniture,Bookcases,Bookcase,£60.07,2
Manchester-1480,Mr Zypern,14/04/2021,,Furniture,Chairs,Armless Task Chair,£37.75,10
York-1789,Mr Stewart,01/04/2021,,Furniture,Chairs,Armless Task Chair,£37.75,11
York-1189,Mr Cox,21/04/2021,Return Processed,Furniture,Chairs,Leather Highback Executive Chair,£96.82,2
York-1264,Mr McGrath,24/04/2021,,Furniture,Chairs,Leather Highback Executive Chair,£96.82,6
Newcastle-1353,Mr Matthias,01/04/2021,,Furniture,Chairs,Leather Highback Executive Chair,£96.82,1
York-1595,Mr Baird,01/04/2021,Return Processed,Furniture,Chairs,Leather Highback Executive Chair,£96.82,10
Newcastle-1800,Mr Black,30/04/2021,Return Processed,Furniture,Chairs,Leather Highback Executive Chair,£96.82,4
York-2107,Mr Ballard,10/04/2021,,Furniture,Chairs,Leather Highback Executive Chair,£96.82,11
Bristol-1076,Mr Zydlo,07/04/2021,,Furniture,Chairs,Task/Swivel Chairs,£43.29,4
Manchester-1172,Mrs Monton,09/04/2021,,Furniture,Chairs,Task/Swivel Chairs,£43.29,6
London-1479,Mr Becker,27/04/2021,Return Processed,Furniture,Chairs,Task/Swivel Chairs,£43.29,6
Bristol-1596,Mr Ballard,01/04/2021,,Furniture,Chairs,Task/Swivel Chairs,£43.29,10
Edinburgh-1613,Mr Ryan,01/04/2021,,Furniture,Chairs,Task/Swivel Chairs,£43.29,1
Newcastle-1896,Mrs Nunn,20/04/2021,Return Processed,Furniture,Chairs,Task/Swivel Chairs,£43.29,5
York-2065,Mr Prichep,25/04/2021,,Furniture,Chairs,Task/Swivel Chairs,£43.29,8
York-2107,Mr Ballard,10/04/2021,,Furniture,Chairs,Task/Swivel Chairs,£43.29,5
Edinburgh-2133,Mr Lucas,21/04/2021,Return Processed,Furniture,Chairs,Task/Swivel Chairs,£43.29,4
Birmingham-1308,Mrs Eno,13/04/2021,,Furniture,Chairs,Operator's Chair,£20.87,11
Newcastle-1354,Mrs Nockton,01/04/2021,,Furniture,Chairs,Operator's Chair,£20.87,5
London-1651,Mr Chapman,30/04/2021,,Furniture,Chairs,Operator's Chair,£20.87,9
London-1759,Mr Crowe,30/04/2021,Return Processed,Furniture,Chairs,Operator's Chair,£20.87,2
York-1894,Mr Swint,20/04/2021,,Furniture,Chairs,Operator's Chair,£20.87,10
Bristol-1157,Mrs Sayre,10/04/2021,Return Processed,Furniture,Chairs,Folding Chairs,£15.69,1
Manchester-1174,Mrs Eplett,09/04/2021,Return Processed,Furniture,Chairs,Folding Chairs,£15.69,5
Manchester-1266,Mr Cooley,29/04/2021,,Furniture,Chairs,Folding Chairs,£15.69,10
London-1385,Mrs Harrigan,16/04/2021,,Furniture,Chairs,Folding Chairs,£15.69,3
Newcastle-1457,Mr Takahito,17/04/2021,,Furniture,Chairs,Folding Chairs,£15.69,11
Manchester-1461,Mr Hughsby,22/04/2021,,Furniture,Chairs,Folding Chairs,£15.69,6
York-1537,Mrs Patel,03/04/2021,,Furniture,Chairs,Folding Chairs,£15.69,3
Birmingham-2074,Mrs Abelman,21/04/2021,,Furniture,Chairs,Folding Chairs,£15.69,8
York-2094,Mr Jackson,15/04/2021,,Furniture,Chairs,Folding Chairs,£15.69,11
Birmingham-2150,Mr Elijah,16/04/2021,Return Processed,Furniture,Chairs,Folding Chairs,£15.69,2
York-1288,Mr Dawkins,30/04/2021,,Furniture,Furnishings,Round Wall Clock,£8.80,9
Manchester-1528,Mr Holt,24/04/2021,,Furniture,Furnishings,Round Wall Clock,£8.80,4
Birmingham-1728,Mrs Gerbode,25/04/2021,Return Processed,Furniture,Furnishings,Round Wall Clock,£8.80,10
Birmingham-1077,Mr Gardner,07/04/2021,Return Processed,Furniture,Furnishings,Stackable Tray,£2.60,6
Bristol-1398,Mr Spruell,01/04/2021,,Furniture,Furnishings,Stackable Tray,£2.60,4
Newcastle-1458,Mr Seite,17/04/2021,,Furniture,Furnishings,Stackable Tray,£2.60,11
Edinburgh-1897,Mr Rosenberg,04/04/2021,Return Processed,Furniture,Furnishings,Stackable Tray,£2.60,11
London-2015,Mr Bensley,20/04/2021,Return Processed,Furniture,Furnishings,Stackable Tray,£2.60,7
York-2065,Mr Prichep,25/04/2021,,Furniture,Furnishings,Stackable Tray,£2.60,1
York-1260,Mr DeMoss,30/04/2021,,Furniture,Furnishings,Desk Lamp Bulbs,£10.00,10
Birmingham-1406,Mr Koutras,14/04/2021,Return Processed,Furniture,Furnishings,Desk Lamp Bulbs,£10.00,8
London-1422,Mr liebe,16/04/2021,,Furniture,Furnishings,Desk Lamp Bulbs,£10.00,10
Manchester-1461,Mr Hughsby,22/04/2021,,Furniture,Furnishings,Desk Lamp Bulbs,£10.00,6
Manchester-1528,Mr Holt,24/04/2021,,Furniture,Furnishings,Desk Lamp Bulbs,£10.00,7
Manchester-1684,Mr Klamczynski,30/04/2021,Return Processed,Furniture,Furnishings,Desk Lamp Bulbs,£10.00,9
Bristol-1865,Mr Willingham,15/04/2021,,Furniture,Furnishings,Desk Lamp Bulbs,£10.00,4
Birmingham-2032,Mrs Andreadi,25/04/2021,,Furniture,Furnishings,Desk Lamp Bulbs,£10.00,4
London-1176,Mrs Odegard,09/04/2021,Return Processed,Furniture,Furnishings,Desk Lamp,£19.99,6
Bristol-1596,Mr Ballard,01/04/2021,,Furniture,Furnishings,Desk Lamp,£19.99,11
Newcastle-1458,Mr Seite,17/04/2021,,Furniture,Tables,Solid Wood Round Tables,£264.46,10
York-1537,Mrs Patel,03/04/2021,,Furniture,Tables,Solid Wood Round Tables,£264.46,4
Manchester-1782,Mr Glantz,28/04/2021,,Furniture,Tables,Solid Wood Round Tables,£264.46,5
Edinburgh-2014,Mr Boyes,20/04/2021,Return Processed,Furniture,Tables,Solid Wood Round Tables,£264.46,1
York-2065,Mr Prichep,25/04/2021,,Furniture,Tables,Solid Wood Round Tables,£264.46,4
Birmingham-2150,Mr Elijah,16/04/2021,Return Processed,Furniture,Tables,Solid Wood Round Tables,£264.46,7
London-1075,Mr Webber,07/04/2021,,Furniture,Tables,Round Conference Table,£562.90,7
Bristol-1157,Mrs Sayre,10/04/2021,Return Processed,Furniture,Tables,Round Conference Table,£562.90,8
London-1208,Mrs Chong,09/04/2021,Return Processed,Furniture,Tables,Round Conference Table,£562.90,2
Birmingham-1495,Mr Koutras,17/04/2021,Return Processed,Furniture,Tables,Round Conference Table,£562.90,9
Edinburgh-2026,Mr DeCherney,17/04/2021,,Furniture,Tables,Round Conference Table,£562.90,3
Manchester-2084,Mrs Hane,23/04/2021,,Furniture,Tables,Round Conference Table,£562.90,10
Bristol-1076,Mr Zydlo,07/04/2021,,Furniture,Tables,Laminate Occasional Tables,£464.29,3
Manchester-1872,Mrs Blanton,24/04/2021,,Furniture,Tables,Laminate Occasional Tables,£464.29,1
York-2094,Mr Jackson,15/04/2021,,Furniture,Tables,Laminate Occasional Tables,£464.29,7
York-2132,Mr Cortes,21/04/2021,,Furniture,Tables,Laminate Occasional Tables,£464.29,11
Birmingham-1308,Mrs Eno,13/04/2021,,Furniture,Tables,Desk,£125.33,11
Edinburgh-1535,Mr Swint,21/04/2021,,Furniture,Tables,Desk,£125.33,11
London-1738,Mr Reiter,15/04/2021,,Furniture,Tables,Desk,£125.33,6
Newcastle-2082,Mr Flanagan,23/04/2021,,Furniture,Tables,Desk,£125.33,4
London-1075,Mr Webber,07/04/2021,,Office Supplies,Appliances,Vaccuum,£605.39,7
Edinburgh-1146,Mrs Goranitis,22/04/2021,Return Processed,Office Supplies,Appliances,Vaccuum,£605.39,10
London-1156,Mr Rawles,10/04/2021,,Office Supplies,Appliances,Vaccuum,£605.39,3
London-1265,Mrs Nockton,24/04/2021,Return Processed,Office Supplies,Appliances,Vaccuum,£605.39,10
London-1738,Mr Reiter,15/04/2021,,Office Supplies,Appliances,Vaccuum,£605.39,9
Bristol-1769,Mr Webber,08/04/2021,Return Processed,Office Supplies,Appliances,Vaccuum,£605.39,3
Manchester-1172,Mrs Monton,09/04/2021,,Office Supplies,Appliances,Refrigerator,£897.65,2
Newcastle-1460,Mr Wendt,17/04/2021,,Office Supplies,Appliances,Refrigerator,£897.65,7
Birmingham-1478,Mrs Hazard,27/04/2021,,Office Supplies,Appliances,Refrigerator,£897.65,10
Birmingham-1787,Mr Tillman,01/04/2021,,Office Supplies,Appliances,Refrigerator,£897.65,8
Newcastle-1079,Mr Olsen,07/04/2021,Return Processed,Office Supplies,Appliances,Microwave,£104.58,6
Manchester-1164,Mrs Baptist,14/04/2021,,Office Supplies,Appliances,Microwave,£104.58,8
Birmingham-1308,Mrs Eno,13/04/2021,,Office Supplies,Appliances,Microwave,£104.58,11
Newcastle-1354,Mrs Nockton,01/04/2021,,Office Supplies,Appliances,Microwave,£104.58,7
Birmingham-1397,Mrs Grace,01/04/2021,,Office Supplies,Appliances,Microwave,£104.58,9
Bristol-1398,Mr Spruell,01/04/2021,,Office Supplies,Appliances,Microwave,£104.58,4
