Account Number,Transaction Value,Balance
28629966,,60.86
66954664,,620.1
91305080,105.63,228.84
13713704,,1.48
19524427,,579.16
24859951,,950.69
59135815,-800,-559.4
88306714,,808
45790907,1376.64,1944.31
83565726,,910.38
28822117,-98.74,106.05
30112323,126.28,646.01
55009163,,435.8
86893452,-1044.73,-402.89
88040274,,550.79
24638469,-209.89,758.38
30970897,-141.6,-84.43
42882563,,419.69
53977562,,398.76
64226824,,794.79
91943555,,438.21
98138904,,885.18
59984692,,818.03
62746004,,638.36
63301094,,532.03
28811285,,813.63
46064017,,672.77
52468167,-102.76,266.66
64460080,-85.99,227.38
71213535,,686.81
29608056,,248.43
32370392,,369.09
45015570,892.62,1798.19
54377538,,845.93
91142310,,363.08
28240243,-122.07,728.63
32641357,,12.39
36871984,,949.89
40091206,86.72,899.06
94629877,,908.69
11778031,,514.7
33914941,-160.48,505.42
66700123,-106.46,68.69
68346907,-844.6,-91.72
86624158,,818.29
87836000,,937.46
17434670,,148.92
63635633,,202.35
21655728,,761.31
27870202,,286.17
48429255,,79.7
66257438,78.4,896.97
37443706,,621.08
42232896,,647.99
86155528,81.56,853.94
89318229,,675.08
80747298,,768.33
81159651,,466.71
91445572,,405.88
21966927,,511.1
39122920,,445.68
63232279,118.27,1050.05
89223056,,139.98
96278865,,930.45
71183710,,989.68
81590655,,742.17
24976861,91.95,1074.48
26528251,,539.97
32991596,166.48,922.4
50813708,172.78,511.82
53845552,,285.52
54932317,,378.86
88436283,,689.71
33632099,,943.81
60659147,-140.1,183.75
96050548,,299.46
15768459,,997.4
70385129,121.46,373.91
75164598,84.96,654.36
84928531,-75.09,161.27
91658755,126.06,473.65
68484031,,853.99
72309641,,386.61
81267006,,425.16
27580272,,352.81
48781678,-856.5,-454.95
84411377,,870.25
28743137,,781.13
60860851,,17.96
61781801,,699.78
64065043,,245.44
31957459,98.52,857.21
33967237,142.15,466.95
44234432,-127.46,271.71
56878640,,846.85
49216581,-754.9,157.01
22404690,,726.06
29303323,,525.6
60202402,,783.7
38839019,884.11,1071.26
44243236,-54.25,743.7
54958511,,454.61
71045135,,98.76
81227009,62.34,537.79
85493851,,796.35
94814824,,716.75
18584434,,877.81
31392168,,615.42
50402197,-534.62,182.45
79213491,,308.65
61279456,,814.3
73321391,,100.12
74441123,-143.97,689.27
88551691,89.41,1068.65
78167719,,969.06
78667134,,672.23
71675127,,353.48
92920645,,644.88
98159348,,703.62
60751083,,115.23
68962066,,304.46
75893682,,573.74
90871147,,362.86
92750088,-1069.7,-509.3
40673170,95.49,220.15
43338400,-80.7,702.42
85238291,-142.98,522.7
88657589,,712.85
30718836,109.99,470.77
53960481,,490.82
80709302,,280.92
92944470,152.59,598.07
12666385,352.6,906.84
73510067,,895.82
29422349,,623.61
38749064,143.97,713.95
41211432,6.69,211.69
48444386,,962.57
67541253,,985.49
73439131,,863.01
97048058,,977.42
23269253,899.8,1224.36
35539408,,469.13
38558525,,833.07
60707792,-3.5,216.85
29887258,,392.91
37017424,-184.35,-113.01
89497773,,637.02
10847941,,40.25
69939682,-25.22,828.96
10005367,,728.25
57450523,,609.41
12725274,167.85,194.04
39402264,1255.3,2248.34
44873253,,660.51
65815967,,0.43
71383376,-170.96,277.3
12964138,46.13,603.17
62756075,,896.87
71469803,,14.79
97773835,,165.51
68423238,,972.94
14505806,974.4,1663.65
77722115,-160.76,575.18
79599747,,393.28
18185362,,609.36
19705767,,997.48
31774984,127.57,1092.14
98112233,-54.5,68.76
55353228,,923.38
35506101,,713.65
27430568,-286.57,163.88
62477219,,715.67
84416510,,793.45
28254911,,697.78
46326165,,571.8
48050578,,203.26
64177019,,298.31
20992354,-82.18,5.08
25412464,,203.46
40048102,,519.25
40712298,,781.72
50647892,,540.71
92910876,,643.19
13788234,,302.78
36114551,,876.22
46768821,,458.81
59167707,-109.32,795.11
19216744,,123.53
22730750,33.48,507.04
35540836,120.69,138.6
72600465,,595.44
94342965,,282.51
31183587,,725
48757991,141.6,818.2
58703801,,520.81
77243259,-19.92,594.94
77847751,,850.14
78076137,128.93,419.4
83693383,,138.05
34336001,-48.39,348.36
41954037,,768.8
52814597,-1821.6,-922.21
53086727,,408.74
92563438,-57.38,908.43
31525756,81.02,444.7
46597215,,455.5
65220738,-89.8,783.76
71082437,,717.98
81475774,,568.11
39001531,,882.34
40507682,86.68,611.31
47127756,,300.02
81337623,,815.36
33915504,,742.98
80005822,,930.08
27628187,,344.63
24725325,,567.17
49534905,,383.91
75954317,,583.28
78296743,-1888.2,-1481.23
92195724,-25.52,701.4
99937043,71.22,989.64
39427922,-131.53,662.57
46552077,,672.51
53211412,,69.51
53538823,,750.37
85826354,,611.74
39749381,,576.13
57096259,,540.54
70214700,-1255.3,-1102.51
71293250,,686
73538236,60.58,292.51
75573750,-671.47,-511.55
81181209,,828.91
30623117,,266.92
46741126,,393.18
62412215,,766.15
19980716,,432.98
50018070,,450.64
64462046,,847.04
20464830,,181.25
44902994,85.77,876.11
53421312,,937.86
31557275,,362.05
37319261,,574.42
38429514,-72.18,555.44
52317175,,25.94
80291188,70.27,408.92
23321929,,408.3
48591774,84.03,506.97
72120467,,340.15
28738041,,907.31
24519138,-123.96,-65.81
38780970,-118.27,728.32
43368978,55.49,188.56
64571970,,693.34
92898446,,64.49
94247629,,308.63
70920653,,577.7
19160862,,211.53
54033811,-188.33,346.5
56189750,,365.48
11228111,-142.2,-11.84
40098912,,951.18
72354216,,852.23
18645136,120.09,674.96
48081999,,290.89
56573058,129.52,164.18
35712712,,828.88
55819086,300.6,908.73
57027965,,979.57
72986897,,603.23
11744491,255.15,361.07
30372316,,189.39
35772673,-76.39,441.51
41245805,,753.91
55106431,,460.48
67561762,170.35,639.58
36425954,,93.85
83187508,130.8,845.22
96401230,1663.4,1684.84
37767441,-88.19,638.27
76078639,9.8,327.97
86020532,,972.95
96605778,-112.98,-42.26
14780986,105.85,286.05
49520335,77.78,276.57
94106013,,844.86
12172627,,550.41
35510004,,723.62
64979248,,202.63
79355498,812.6,945.34
88974311,-152.59,348.88
98119030,,179.3
35555120,,598.72
36837451,146.02,575.54
51471469,,611.19
23775829,,771.57
57395511,,747.89
96197628,,829.37
56458213,-588.3,143
86266595,-156.73,383.23
95113741,,102.12
95645055,,645.58
13474543,120.92,559.28
17840180,0.96,558.52
35082945,,713.95
54589543,,817.51
51102699,,626.91
52911248,-161.89,268.27
95367755,,926.51
46067647,,677.66
76256026,114.21,150.92
10273387,,581.83
10842511,,651.77
11764022,-117.24,169.42
22393008,,753.5
34403979,181.06,282.2
53496996,146.28,449.43
60755797,,207.78
47902339,,919.92
41170515,,713.46
81340143,,647.34
83128544,,25.71
13197335,184.28,809.99
16124993,,148.14
40127778,-85.77,110.97
53240505,,188.87
67532228,,805.91
67911201,65.26,827.43
83531401,,445.24
25787771,,494.02
69153577,,402.52
91349198,,669.58
32109414,116.27,1083.58
35126236,,739.8
41881442,-347.81,302.53
46792863,-81.07,762.43
40082477,-131.11,40.63
19334563,-774.6,-249.15
35330225,,717.9
96153427,84.08,108.41
43616790,,365.67
50335174,,650.98
77966293,,904.28
98611122,-72.23,522.99
53634705,,853.12
27389680,,815.68
27589482,129.54,623.57
34866268,,516.92
71718483,1089.6,1836.94
78362587,-1292.5,-901.71
80283776,,334.03
97426293,,771.74
97439311,,196.91
38528119,,165.9
44358901,-144.31,432.42
58306431,-102.89,473.67
62289297,,802.44
85420056,,107.03
45822265,,881.34
66187843,-112.17,423.17
73604500,,689.4
74662976,1634.7,2417
92015508,,457.52
24539679,,768.68
85310930,,688.91
22951653,17.61,432.25
46479025,,323.03
43811112,,99.92
53754887,,162.05
89065134,,447.32
99611232,-119.74,729.98
86816054,,391.59
30110747,98.39,1048.15
88235115,,150.58
24533829,118.62,309.42
75258542,,772.67
35321469,76.26,270.83
16093178,,96.62
28548067,,499.29
58305943,58.02,1028.58
83788130,-132.46,701.22
24113784,,47.67
94200289,,207.5
41194009,,585.15
57687949,119.2,662.12
60189055,,814.54
76799768,-77.81,903.27
12388837,,463.31
20287993,,616.17
36007496,,239.44
39123048,-9.23,678.36
39744047,,505.93
49834565,,51.12
93325549,177.63,339.08
36668239,,566.32
52230539,,394.34
79036903,16.06,507.29
29043142,,210.89
72176895,,109.78
85846175,,22.88
65200379,,4.27
74604471,,661.57
98353764,,763.6
44242297,-136.95,251.07
61152319,-75.45,395.86
96051784,111.89,133.59
97542348,175.3,944.17
88285378,,473.79
94082779,,49.87
12198380,,445.46
18685463,,476.02
51398784,,909.2
58830897,,834.24
91939298,-121.69,-60.1
12185627,,873.23
13076932,,419.47
24462859,,646
48056301,,943.28
28553155,-131.36,15.73
48491614,120.88,875.33
66681692,,712.12
69683385,,519.63
78343618,89.75,120.18
64990799,,480.33
93429066,,652.04
17483941,-225.73,258.08
37953007,,440.78
63405199,,18.35
60916657,,893.41
86007729,,320.78
15428008,,131.02
23325248,,49.31
27108454,,423.96
39491241,,564
47040996,-130.83,332.12
81740267,,67.86
85709972,,936.57
93076057,,218.56
76454427,,267.03
79069274,,685.1
84969883,,672.74
15529292,-117.6,265.35
56120063,,94.32
62077439,345.3,678.77
32221529,,887.75
40112082,,289.68
95081571,-76.26,635.81
15960008,,455.42
26953669,81.22,894.43
58811985,,616.7
78395863,168.34,626.58
19001745,,507.55
78184766,,98.1
89689059,,906.88
45974864,,957.27
13558846,-43.73,554.72
18046225,,205.83
64533535,,535.88
27117946,,342.03
32192958,,209.37
82461559,,652.26
84822607,,425.79
25099734,,872.31
79163824,-899.8,38.35
12899540,-83.35,873.85
16191280,,825.86
98931016,,561.33
43365633,,57.11
48500030,,917.05
15100785,,934.1
15810455,,81.69
52264506,,934.07
57675131,,410.85
89353946,,809.48
97487639,-9.52,394.44
50324230,,945.15
89645445,,287.29
88074391,,851.54
93446276,134.8,319.54
97258853,106.33,454.82
97988499,-97.37,246.91
51771015,,876.29
65603779,-121.46,531.37
72627756,,473.02
95390412,-149.8,403.24
16223952,,222.18
38606148,,956.59
86439949,,782.42
92340721,,844.79
31770323,,666.66
37599317,,177.32
42515631,,186.74
47654093,,294
25033680,-615.8,23.67
70129567,52.32,939.24
80787776,142.26,602.72
13687711,,757.76
20369153,387.9,681.68
24382889,,14.23
88343796,,338
25737886,,410.76
68189902,,448.56
92001688,,339.08
97305293,,241.02
71394875,-112.34,666.43
79181666,,600.88
11736814,,381.51
14648004,14.79,251.46
15044055,,204.3
50150279,,567.24
90717656,,409.99
70013367,,38.86
19789505,1041.9,1935.8
30324819,,823.45
36841261,-127.65,44.72
59265775,55.85,750.87
77377150,-8.07,664.96
94935991,,645.53
17692892,,457.79
23141588,,281.28
83852014,103.4,933.42
90951743,,220.81
15805500,,230.39
31541158,,215.94
23935849,,888.11
41716822,78.07,496.12
83067540,,258.33
86207903,-172.45,738.99
24529850,,800.79
27596004,1198.37,1704.1
60684197,,752.92
97555037,,405.29
99730589,,988.44
13584908,,162
62320219,,178.4
17191420,130.78,848.06
75692380,,477.28
85250129,-119.21,281.7
99015119,,443.55
11360263,100.02,236.81
26506201,,592.7
48911149,,580.54
50132654,,562.17
89244577,,706.67
53366488,115.41,452.59
72055977,,172.73
40797438,49.69,729.07
82911152,,564.11
86765156,,290.53
94060198,-1663.4,-1353.5
96367914,,528.67
39504855,,890.63
51906599,-125.14,49.34
81145048,,290.02
90338454,-162.02,586.61
45089475,,676.92
98575383,-152.59,785.13
53234515,-70.5,784.17
76336076,,288.71
77867306,,907.96
81200849,,479.29
89632856,,557.83
32084810,,610.7
41879906,-80.81,-51.76
44759468,-97.92,864.99
59198134,,122.62
86053438,1152.9,1455.96
98568929,,396.03
15779976,,129.01
37796234,,992.46
70010970,,114.23
40004707,,206.15
66239954,,181.14
84682032,,612.1
87133080,,947.42
67490657,,588.58
53380359,-133.29,-132.48
58668564,-105.85,707.43
68239576,238.62,303.04
85399459,,705.94
85496714,,353.13
20345467,-72.35,780.15
78268704,,888.99
85503501,53.46,67.12
15801209,-695.3,-686.46
52213806,,597.62
66914990,-98.33,666.42
78234498,69.18,767.06
28380949,-131.58,805.66
33348876,,267.33
51358248,,222.93
61512912,,328
76953050,,453.1
77010964,,899.11
44066457,,18.09
85724829,,189.94
29288598,,386.76
43387803,,646.4
77980498,-234.22,659.65
81823420,102.1,361.83
20705548,,184.81
21558805,,586.63
22035411,,9.55
69090518,,473.87
22412680,,637.99
50837270,,613.53
51122335,,219.24
64716185,,391.53
72230395,,773.55
73234341,,811.71
45859156,-146.02,498.48
62584374,130.11,464.19
85156953,,900.09
85344981,,874.46
10608220,-55.92,577
71280775,,427.44
85771346,,458.88
16026987,,772.57
31187024,,950.41
47582488,,744.99
83166098,-116.71,711.1
33634912,,888.99
80015485,,310.56
23959928,,878.83
87010556,,175.33
23310842,,78.85
37273974,,533.14
71014167,58.05,712.21
52127978,,84.8
57446648,,542.41
87967388,,682.7
47232232,126.4,179.84
51435617,,140.46
89697097,,449.71
91971494,,74.37
28053942,-1821.2,-1750.26
45021115,,464.27
72623919,,610.63
88293767,,487.22
98459176,-229.8,-61.61
74218001,,133.02
59235925,-66.43,581.37
39298122,135,742.25
40906801,185.45,269.22
71868471,,474.32
87827496,,935.66
41755476,,72.71
25110012,103.35,403.38
96224831,,926.76
46913859,-119.68,290.51
80244844,-90.07,684.47
24010877,107.29,760.24
41542689,,246.73
61847987,,874.22
18447548,99.41,673.65
20316429,,697.84
20991411,,572.64
44317934,1888.2,2808.41
46059921,-95.21,810.57
55168205,-78.1,500.3
66667727,145.77,577.08
11790056,24.48,74.18
21918195,,510.33
48018851,,288.26
53884266,,21.72
68800062,,749.65
69118170,151.41,260.76
70643766,,143.86
75094093,,478.09
38564653,,647.95
44133867,,358.61
69446767,,672.47
33202593,,329.25
44130477,,918
88399132,,751.13
88482062,-321.2,-171.89
77587664,,769.43
84406205,,818.63
23865100,,201.44
29920698,,922.07
50428641,,271.51
72008772,-110.9,614.32
24250015,132.46,725.05
38991889,,292.35
84187157,,252.9
46730484,,398.49
49031081,,788.18
24999129,,750.61
34400277,-1393.7,-1186.11
67987326,-151.18,10.49
80325529,,996.6
85192761,,982.48
93630048,,317.95
37678813,,767.56
10949168,,471.8
25628234,,808.37
31830289,44.29,860.84
44701536,-76.18,919.22
90054505,-129.54,456.58
23093541,,326.05
38903150,,263.28
72268811,,694.68
11662506,-167.85,406.04
14840078,-118.24,465.92
45027876,-155.38,-75.25
98596312,,768.92
34374766,131.53,1047.62
34650969,,177.82
90287712,105.25,421.42
38740782,,702.64
95446510,,581.43
39400991,,896.44
24085667,78.1,327.2
85177718,,478.18
75027308,,307.44
83128181,-97.36,718.76
98156945,,449.81
12099406,-94.97,586.14
47266645,,207.15
79656355,1820.3,2586.71
12423613,,459.18
17051223,,558.16
88466448,,920.61
39875057,,126.02
43354643,,863.38
16628269,,27.11
29000698,,954.02
59933973,,29.98
87171530,-102.91,602.5
40898013,,650.33
43265708,,814
51353910,,523.88
53107499,83.86,320.95
10295384,,153.85
45639009,,489.05
14723713,,378.07
69447534,-105.36,-37.34
33240853,-120.69,864.77
34461285,,149.82
36258926,,549.71
54878364,,80.24
67392638,,519.61
75000628,,117.33
84366763,,734.48
88538200,,518.77
48186857,,518.26
76273831,,866.62
83639740,,266.62
21142911,-103.99,610.9
57160773,96.2,899.1
58837121,,160.48
64303157,-9.32,689.06
12420291,,578.47
25146667,-830.7,-296.59
33749113,,590.37
57071366,156.76,1068.21
97558121,,699.28
36611100,,485.06
48434572,-113.69,238.01
77207452,,696.83
80884901,,453.71
14052052,,915.74
23295106,89.15,429.31
44331942,,389.13
70925461,-66.84,193.49
94096082,,342.2
97985291,,234.19
16229373,-96.26,160.63
62780588,,828.86
81445756,,267.66
14812157,645.5,1180.04
64299012,128.83,638.39
24577383,,911.96
55552232,152.59,1106.46
71264941,423.91,619.4
82177278,,236.32
75134291,,903.25
10586481,,73.83
82558079,,381.22
22846221,-179.6,688.6
40745965,-1264.3,-610.15
41038634,,802.08
53971767,-124.24,834.63
25931435,-69.52,57.56
26791907,-126.46,139.81
55714753,,703.59
30511779,,772.02
54301151,,408.16
56842874,,22.02
76343783,,42.36
22884864,,521.87
91834926,,793.19
26432558,212.63,677.95
35083564,,599.99
72466733,,580.24
85652943,,424.5
64411319,,619.06
67635951,245.07,937.09
69540137,,351.36
77913078,14.22,900.18
86169883,,452.25
88570753,,62.48
40176462,,193.24
96948178,,217.26
32803222,-80.92,747
57300901,-65.35,237.52
54300071,588.3,905.65
68891568,,844.06
97581232,,608.89
52805510,,580.66
63534397,,451.25
84951477,,316.2
34902863,-89.22,-57.86
74255305,,3.7
44378133,-12.5,708.71
98107200,,325.82
51793205,,715.25
70954264,-142.91,188.6
26375186,,804.02
35869347,-99.06,669.68
54824933,,721.47
24860683,-114.22,868.75
58254002,-91.66,2.87
60222199,,350.4
26893181,-118.42,839.01
10864084,,119.98
30237685,,751.93
31150830,-161.85,-125.69
35805852,,886.37
59575867,,576.66
74281404,-456.2,222.69
93745446,,574.89
55975906,,112.69
88834465,,18.3
93747938,,724.31
85182642,,451.38
26101648,,9.84
65143384,,227.08
83530541,,630.6
84334262,,525.57
89972805,,456.55
50276595,-102.6,584.31
62222306,,304.45
83081615,,301.32
52310499,,954.51
65033625,198.28,384.54
93192347,-1277.2,-979.19
88229109,,730.76
98620342,,976.13
42783101,-61.16,228.66
58384131,158.57,486.25
61642813,,760.74
80379245,-56.06,737.11
85841767,-111.89,346.54
16067516,,494.33
53085668,,199.11
68311266,-239.72,-152.64
76096120,-115.85,880.75
36131723,,602.96
46597728,,920.72
82259327,,982.72
57948925,,194.11
32474004,,509.41
36551112,-12.83,963.19
50114041,,60.83
33561341,102.31,851.47
33832864,,46.85
78392456,,592.04
98372749,85.33,221.54
99760030,,988
90446254,,930
28911002,1139.7,1997.76
33014501,,454.35
37945317,,8.24
60930856,,445.07
69730266,,732.61
87746071,-106.3,109.61
99791709,,15.05
15899774,,773.38
33351056,,597.06
38587383,-65.03,514.09
77792490,-150.38,672.38
27600956,,84.39
43930935,,651.22
94732589,,697.54
15668160,,810.02
30518350,,490.85
17534364,,758.41
24125563,98.33,1006.61
67938929,-125.38,742.66
80939694,,923.76
85951663,99.45,484.45
99553778,,621.65
36696277,153.43,548.85
58385320,,693.52
67911677,,725.9
78501355,,910.42
11728970,,711.65
36126802,,617.04
42255054,255.85,806.25
52125171,112.77,1085.94
91062192,,211.52
25510430,,110.66
57413609,,219.01
98821521,-54.71,851.8
11359678,,837.17
38990596,,108.78
54067346,,180.91
23271383,,633.3
25746852,-86.44,234.26
48271608,54.71,398.65
49410021,112.52,621.24
32737909,99.52,843.62
62191488,36.65,689.41
70749706,-119.88,843.94
82303710,,619.98
12494185,,762.16
13267945,,299.77
46643937,,751.73
53831793,,799.66
87556975,,657.17
30979429,-70.34,343.76
48930319,167.53,763.18
57145139,,708.46
75068844,,852.47
45238909,,904.83
62362650,-336.87,313.92
73878828,-58.02,787.17
98221133,97.92,694.44
63959769,,938.58
78945298,,609.68
28429440,-57.95,480.2
33906740,-67.52,752.94
77838890,85.61,1036.77
32888555,,781.33
51266306,1094.84,1258.83
56723864,-128.49,117.72
57507102,-84.14,290.03
75946768,,103.05
24531428,,565.21
89194917,,332.56
23920423,,221.15
82115900,,446.89
25522226,,428.21
27582893,,639.21
77717508,-173.96,319.31
12240007,,894.48
39542358,,671.28
37146521,-18.27,453.37
43312288,,830.91
52390463,147.58,320.4
40600852,89.87,104.95
43623061,,724.39
94716844,-102.9,502.94
23289647,,522.8
18928638,,150.95
21047777,,699.12
53762957,-101.12,144.66
70652524,,342.86
71792376,,4.39
76537084,,884.7
15826579,-948.2,-351.43
30030650,,414.27
52366360,,465.67
53089607,161.89,729.76
59201002,296.34,1077.19
60730902,-17.61,226.11
20851460,,931.67
64167315,,145.11
91621026,,834.74
30671754,,621.9
44516940,-182.19,747.98
23501735,,562.17
35391340,-119.2,767.36
39398476,,541.52
17938672,102.95,1007.94
26874415,,19.62
62470872,,436.81
87533652,,156.61
93707181,99.63,421.54
33403100,,270.23
47356348,,65.95
87231063,,305.69
61979134,,574.77
15796180,,755.58
61181609,-146.28,-101.73
80046304,,951.74
14000447,97.79,541.73
38627867,,132.74
82043720,52.9,856.58
85336547,,785.57
95600095,,400.05
58176810,,219.07
61941956,,137.19
70185446,,863.26
71852263,,676.77
82188502,-30.01,758.01
26906533,,312.58
91259453,,816.68
35160368,41.55,95.14
48071843,-387.9,609.72
81923993,,686.37
92931020,,754.11
95258436,,59.55
38502892,,600.32
86941058,673.77,1011.76
87121270,,122.09
43017598,,151.6
54071589,,765.81
68552994,-62.95,453.3
90313378,,743.7
48569537,-1153,-778.31
49941860,60.93,716.59
79566165,-86.03,-21.56
20425065,,866.77
25939481,106.3,608.89
30093672,,939.77
35762783,,346.14
68708795,,399.11
80678577,,288.61
46255563,92.51,657.93
87543952,,14.85
12111805,110.9,1001.89
70331285,,537.34
95743658,58.18,645.08
74365725,,518.04
96236719,,999.32
17749893,32.58,922.03
45706674,-1187.7,-796.97
88580402,104.47,222.65
64769583,,598.67
23231848,,27.12
26118463,127.46,1108.46
77797288,,199.97
27415805,,902.28
35177782,,79.03
52461586,,596.3
57302841,72.19,413.21
98717357,,183.63
32131123,,758.69
37407392,,822.17
44474369,,663.93
35799522,,750.79
55986027,,38.94
65579734,,928.08
97954732,,506.16
32261620,787.2,842.63
89406032,,453.31
89438779,-104.57,243.35
45111669,121.91,581.19
59450573,,888.65
94228831,,277.02
88646863,,250.52
52840001,88.19,834.31
55791547,,758.17
11475827,48.39,412.27
14183437,,779.47
14685853,-142.37,-97.17
15265700,19.88,849.74
32275676,,889.61
26023976,,681.17
45543867,82.42,502.34
58558145,,495.35
72894034,164.31,239.11
24370240,-45.7,562.94
97521278,,833.78
54032229,,176.12
84275961,138.19,763.43
86228741,,562.04
97913385,148.81,647.3
68558850,80.81,362.31
81932657,138.7,285.51
87801896,,181.56
94973297,,761.68
13945841,473.7,813.51
39684993,,168.99
27713909,,199.77
59455653,,4.64
69647833,84.44,850.18
19876635,-182.44,700.81
32092491,126.01,177.83
46854962,-45.61,318.42
69306093,,189.46
71161073,-99.52,762.46
29039134,,218.26
39160879,-186.89,257.26
48940493,,394.19
54541943,,433.92
30672740,,355.33
66283493,,612.88
93128216,,834.73
10473116,-94.91,292.79
77554032,,646.5
22298371,-107.18,783.98
58182495,,223.57
62141083,,17.63
72856610,103.99,680.07
15793232,,45.88
31335654,,217.33
93388304,,73
44007497,,331.92
88710457,,818.28
24796881,,943.93
49075324,,301.39
66175264,,765.91
67909830,,589.68
15841031,,579.98
66556141,,688.37
91576212,,824.71
16506904,-106.68,495.49
31319183,,407.92
65429379,132.72,365.55
86339581,,91.76
21314767,-164.29,273.9
21816770,,693.8
42652193,,566.53
57436108,,899.46
74768567,,557.15
10243581,,104.27
70231750,,749.6
28063272,,252.41
31873155,,351.03
56297850,-114.68,205.79
72799297,,614.69
77447018,,754.64
90118682,,58.16
38764064,52.17,700.29
41420018,,816.5
43017336,,935.99
76169332,,615.46
87807990,72.79,390.19
35445202,,972.48
71137421,61.08,126.52
53727603,,517.25
83281565,,968.83
45253870,,273.37
97036090,,349.78
37658218,570.3,1131.57
65596186,,254.28
87325576,-185.45,168.82
10819898,103.68,853.93
51313899,-1072.7,-883.66
58683711,-115.4,-102.64
32221652,-2909.9,-2872.94
52442629,,617.92
70665892,-165.66,690.56
84695068,,693.94
20090784,,482.62
57610201,,931.52
73512834,103.58,528.17
80761210,-143.85,401.74
32597705,,869.89
50756739,,177.65
82002852,,816.53
14749214,,194.54
24669065,,574.3
35827625,-4.45,441.18
47781255,,462.62
72812647,-134.43,217.41
73269307,,485.86
79499412,1487.9,1647.41
58930654,,661.48
91957838,,587.57
21368735,-145.77,136.1
46525458,,938.4
63569270,,949.8
59876714,469.6,1408.06
14592080,,245.22
54307382,,452.52
30657838,2147.35,2616.17
44162563,,325.77
82734145,,278.57
31263913,-48.78,218.72
44019515,,312.63
58216756,,642.13
30340808,,895.41
43417466,66.84,940.86
90349791,,568.63
19317267,,51.87
72558185,,793.9
80889919,,298.45
10031238,,576.52
29489865,,854.53
44228646,,651.3
60238192,,307.97
68928221,,502.06
85562851,,499.37
37256412,,24.43
53753986,,252.69
54189995,,401.27
67862200,,944.49
71939863,136.22,252.53
79147964,219.97,973.07
79933337,84.25,593.04
56070421,,286.85
67961706,,569.5
39093565,,107.2
20849721,,740.52
36141472,,656.7
48532894,,662.86
60367416,,754.86
61178950,,104.88
85001424,-103.68,549.63
42752982,,526.19
44075619,,979
56936624,,503.74
73059951,,955.01
17144855,295.34,650.48
47763906,,980.42
53764356,83.37,531.25
56759680,,479.7
66008535,63.11,462.1
73652359,,80.58
78047487,,417.33
64108699,,71.97
65225040,,826.42
12199229,,804
98517701,,277.91
31595213,,418.35
32476086,,67.66
18052851,,672.09
37642787,,396.03
17228160,-886.51,-318.64
35721788,,837.07
65009032,,984.64
90336689,,847.88
39267013,,516.74
40745545,-85.94,374.35
64953936,,311.46
85498335,,745.08
45558696,,760.19
48831634,,146.94
81855175,-91.71,815.88
40039031,,124.72
42813808,,633.08
57224848,,30.59
63298193,,259.55
85140734,337.25,1036.82
76342664,,371.62
17264146,,345.33
43257373,,483.49
49186099,208.31,416.55
76857747,,952.88
64590882,,344.01
49454023,780.9,1579.62
51401655,,877.47
59128512,158.92,464.63
82807528,,117.15
16584745,-136.51,-7.05
49253709,-55.86,417.6
88106566,,477.78
14253152,,43.85
20129535,143.85,590.26
93443317,124.69,429.98
21601747,-58.18,352.44
30565855,,982.05
79329254,,984.43
96510893,,396.83
99709741,,98.23
97541080,,677.34
10631690,,947.45
22799719,,481.26
58937028,,626.96
73080553,,880.06
58304487,,5.31
66706067,,1.98
74387481,,883.93
98377332,,343.09
72995062,321.2,827.93
78716149,-49.84,608.99
79656112,,848.18
33749812,,121.02
35633136,,603.11
17648252,75.900000000,150.92
34681193,-216.49,-33.36
48783408,,278.34
57084496,1861.3,1919.35
15163829,,458.6
21675999,109.32,1002.59
30374840,,564.42
66930564,,398.03
25281513,,618.78
46322903,,873.01
63863096,,819.23
49310474,46.59,975.75
54278560,-167.46,-5.66
88926132,,275.1
48399121,,984.98
95309911,-82.42,89.19
21646418,,909.55
28222331,242.86,380.6
28696496,,150.57
30484027,127.65,400.36
30990911,,997.59
90549616,-956.88,-919.19
96689242,45.7,941.92
38495059,,14.18
67464890,,81.27
95060122,,771.61
45275334,,49.55
49039474,89.56,664.26
11306584,52,574.4
19559937,1413.98,2141.38
31689747,104.57,1011.78
35051369,-43.65,593.53
25698177,,923.38
79118116,-49.97,413.13
85551186,,909.25
95527674,164.94,853.31
10091076,-27.28,804.55
53959112,,103.99
67679622,142.37,773.4
65926576,,73.48
84107088,,2.2
17669623,,163.19
42340050,184.78,1120.39
56453199,-71.22,534.16
60114464,,972.56
70624878,-158.51,169.99
81398388,,979.87
73009461,,938.52
85057916,,656.89
24406166,,746.97
29705419,,799.07
46346470,,787.87
79435523,,920
13551717,-1361,-1334.05
64486954,,378
66704269,,915.51
84656105,,547.59
88476961,75.85,600.61
92232319,,416.11
99496896,,431.32
22696687,,133.52
44281556,-117.4,-46.7
49840526,,461.64
60383549,38.67,306.82
82543932,,279.1
38969279,,195.74
68683403,,674.5
20908067,,607.53
33750944,,100.44
39590347,,180.22
18718399,,716.22
48976336,-2027.7,-1627.58
91246568,,147.43
29052260,,639.05
72771982,,501.76
15665459,,68.94
20242626,,701.08
27845045,80.9,217.81
28745450,163.82,321.2
62256127,,784.39
14136082,82.18,302.02
17138963,-1500.7,-1368.75
53161068,,945.53
72971287,2.260000000,892.49
90168031,-170.35,26.13
11026937,,303.44
41085190,,78.73
44239230,-189.46,201.48
53845615,,597.04
