Account Number,Transaction Value,Balance
50114041,,60.83
50115324,80.86,410.18
50122119,774.6,1039.21
50132654,,562.17
50150279,,567.24
50161801,,180.69
50217872,,667.95
50219545,1057.7,1605.82
50231864,,117.34
50276595,-102.6,584.31
50324230,,945.15
50335174,,650.98
50360111,,193.83
50402197,-534.62,182.45
50428641,,271.51
50463777,,143.45
50520009,,892.55
50547726,,675.06
50610780,,536.41
50624960,,5.03
50627436,,183.41
50647892,,540.71
50693024,,171.87
50756739,,177.65
50772829,,47.57
50813708,172.78,511.82
50837270,,613.53
50880352,,12.46
50887252,,464.78
50893310,,185.13
50959802,-97.11,724.26
51079213,-70.27,713.31
51102699,,626.91
51122335,,219.24
51198722,,559.63
51266306,1094.8400000000001,1258.83
51272805,49.96000000000001,185.43
51298007,,427.17
51313899,-1072.7,-883.66
51325070,21.08,954.48
51353910,,523.88
51358248,,222.93
51389636,,917.98
51398784,,909.2
51401655,,877.47
51435617,,140.46
51450938,,157.37
51471469,,611.19
51493379,69.52,505.67
51504474,219.71,372.96
51653690,-78.4,202.01
51653868,,410.88
51718829,,260.45
51771015,,876.29
51774315,,291.01
51793205,,715.25
51906599,-125.14,49.34
52104303,,810.97
52117174,,932.96
52125171,112.77,1085.94
52127978,,84.8
52141048,,102.68
52146995,69.4,391.92
52203356,,899.39
52213806,,597.62
52230539,,394.34
52264506,,934.07
52310499,,954.51
52317175,,25.94
52365238,,822.17
52366360,,465.67
52390463,147.58,320.4
52436120,,904.47
52442629,,617.92
52461586,,596.3
52468167,-102.76,266.66
52480554,,263.38
52560688,,622.16
52747145,,546.71
52756904,,428.77
52805510,,580.66
52814597,-1821.6,-922.21
52835507,-86.91,219.77
52840001,88.19,834.31
52855120,160.48,1040.69
52911248,-161.89,268.27
52973634,,417.09
52996436,86.03,969.38
53006272,,761.95
53010345,,131.63
53046005,36.43,706.25
53059420,-97.79,433.93
53079883,,489.35
53085668,,199.11
53086727,,408.74
53089607,161.89,729.76
53091928,,235.6
53107499,83.86,320.95
53161068,,945.53
53170488,,219.2
53192110,,588.04
53204515,,689.65
53211412,,69.51
53234515,-70.5,784.17
53240505,,188.87
53260868,208.23,1175.08
53332086,,273.51
53366488,115.41,452.59
53376344,,228.65
53380359,-133.29,-132.48
53421312,,937.86
53496996,146.28,449.43
53502347,-406.76,-387.87
53513558,,235.44
53518299,-116.27,837.69
53538823,,750.37
53634705,,853.12
53665038,,624.95
53727603,,517.25
53753986,,252.69
53754887,,162.05
53762957,-101.12,144.66
53764356,83.37,531.25
53831793,,799.66
53845552,,285.52
53845615,,597.04
53858816,-92.2,447.18
53884266,,21.72
53884626,,478.38
53887772,,541.43
53959112,,103.99
53960481,,490.82
53971767,-124.24,834.63
53977562,,398.76
54032229,,176.12
54033811,-188.33,346.5
54067346,,180.91
54071589,,765.81
54137851,,30.67
54154999,107.18,1069.32
54189995,,401.27
54230889,,597.31
54278560,-167.46,-5.66
54288062,,336.75
54300071,588.3,905.65
54301151,,408.16
54307382,,452.52
54349805,,752.49
54377130,,425.86
54377538,,845.93
54405539,,397.2
54452317,,358.39
54458410,,973.1
54541943,,433.92
54565625,148.64,621.4
54570251,,430.68
54589543,,817.51
54673873,,71.58
54720837,,166.15
54786481,,96.87
54824933,,721.47
54852109,,521.7
54868017,,789.86
54878364,,80.24
54910290,,11.12
54932317,,378.86
54937975,,218.66
54958511,,454.61
54958587,,874.83
54997427,,825.84
55009163,,435.8
55022533,,341.29
55088029,-152.86,767.67
55106431,,460.48
55122249,,43.86
55168205,-78.1,500.3
55304418,,968.71
55341552,,768.94
55353228,,923.38
55397453,96.77,917.65
55398856,-645.5,17.93
55459151,,451.21
55472786,,634.29
55513887,,722.45
55552232,152.59,1106.46
55590263,189.32,794.44
55607955,,274.23
55714753,,703.59
55753843,,524.57
55791547,,758.17
55795603,,241.17
55819086,300.59999999999997,908.73
55912413,,297.61
55916056,,377.36
55975906,,112.69
55986027,,38.94
55986093,,586.34
56041976,,56.45
56070421,,286.85
56094156,,531.43
56116199,-129.83,486.15
56120063,,94.32
56189750,,365.48
56297850,-114.68,205.79
56422161,,990.84
56453199,-71.22,534.16
56458213,-588.3,143.0
56468624,,655.33
56483442,,151.85
56573058,129.52,164.18
56609826,,14.24
56723864,-128.49,117.72
56751728,,610.52
56759680,,479.7
56760248,,571.55
56842874,,22.02
56843498,122.7,632.25
56875373,-71.73,562.06
56878640,,846.85
56899079,,445.39
56922739,,174.07
56936624,,503.74
56946115,,298.13
57027965,,979.57
57043647,-103.35,448.71
57063886,,384.17
57071366,156.76,1068.21
57084496,1861.3000000000002,1919.35
57096259,,540.54
57108303,,737.04
57121657,135.55,983.45
57133159,,734.4
57145139,,708.46
57148382,81.16,719.65
57160773,96.2,899.1
57186194,-106.33,718.36
57224848,,30.59
57273397,,403.21
57300901,-65.35,237.52
57302841,72.19,413.21
57372684,111.48,360.74
57395511,,747.89
57413609,,219.01
57426365,282.87,888.9
57436108,,899.46
57446648,,542.41
57450523,,609.41
57507102,-84.14,290.03
57584855,-83.37,-45.51
57610201,,931.52
57612494,,499.3
57675131,,410.85
57687949,119.2,662.12
57717550,15.529999999999987,847.92
57790631,-105.16,788.3
57886631,,369.6
57897038,-38.67,361.05
57941886,,270.81
57948925,,194.11
57975842,,101.94
58009817,,887.22
58099419,-152.29,33.45
58126511,,940.27
58176810,,219.07
58182495,,223.57
58216756,,642.13
58249518,,14.63
58254002,-91.66,2.87
58258401,,873.05
58265755,156.89,650.94
58290957,,580.25
58304487,,5.31
58305943,58.02,1028.58
58306431,-102.89,473.67
58332273,,299.3
58345258,,749.07
58362636,,89.45
58384131,158.57,486.25
58385320,,693.52
58400012,71.73,678.52
58434725,,365.9
58458443,,903.64
58489789,,460.5
58491429,,937.47
58533748,,490.86
58547184,,218.22
58558145,,495.35
58586275,,916.97
58668564,-105.85,707.43
58683711,-115.4,-102.64
58703801,,520.81
58720727,,471.56
58728550,,250.26
58785108,61.87,535.28
58810775,-62.0,685.44
58811985,,616.7
58822254,,79.7
58830897,,834.24
58837121,,160.48
58873428,,191.58
58874842,-53.09,294.64
58897654,,210.05
58925998,,855.45
58930654,,661.48
58937028,,626.96
58995891,,12.92
59110895,,605.5
59128512,158.92,464.63
59135815,-800.0,-559.4
59152169,70.5,219.1
59167707,-109.32,795.11
59198134,,122.62
59201002,296.34000000000003,1077.19
59235925,-66.43,581.37
59238438,12.97,118.07
59252971,,803.65
59265775,55.85,750.87
59379884,,139.54
59405362,213.41,717.3
59432049,142.99,530.56
59450573,,888.65
59455653,,4.64
59510370,,523.1
59529922,-129.91,386.18
59575867,,576.66
59591324,,509.65
59640238,,993.42
59653557,,649.61
59663741,,642.86
59684752,-119.45,-105.02
59705091,,631.05
59737910,,523.19
59855808,,172.54
59867000,,62.01
59876714,469.6,1408.06
59933973,,29.98
59961433,-130.3,136.75
59980709,99.56,880.98
59984692,,818.03
59989722,,816.77
60017511,,859.48
60114464,,972.56
60138058,,686.46
60184250,,70.89
60189055,,814.54
60193174,,740.53
60202402,,783.7
60220702,,937.23
60222199,,350.4
60238192,,307.97
60367416,,754.86
60371134,,444.57
60383549,38.67,306.82
60417212,-1043.8,-390.49
60459342,,734.15
60522190,,965.46
60659147,-140.1,183.75
60667043,,937.62
60684197,,752.92
60707792,-3.5,216.85
60711202,,869.92
60730902,-17.61,226.11
60751083,,115.23
60755797,,207.78
60789634,,379.4
60819695,,38.96
60860851,,17.96
60866500,,523.13
60916657,,893.41
60930856,,445.07
60955647,,546.28
60966485,-52.72,721.69
60996794,,27.98
61087394,121.69,234.5
61101757,,992.2
61152319,-75.45,395.86
61178950,,104.88
61181609,-146.28,-101.73
61279456,,814.3
61419726,,932.41
61423373,,87.17
61450849,-646.2,243.99
61493381,-12.97,556.97
61512912,,328.0
61555609,,505.76
61578713,,209.89
61582769,,325.47
61593392,,621.21
61634340,-148.64,-64.79
61642813,,760.74
61644310,,709.97
61649729,,848.76
61661386,,524.42
61676204,,88.85
61682186,,959.96
61687835,,739.0
61720005,,687.35
61724951,,656.25
61781801,,699.78
61847987,,874.22
61860337,,892.77
61884944,,123.93
61941956,,137.19
61979134,,574.77
61999896,,788.63
62077439,345.3,678.77
62141083,,17.63
62147353,,783.96
62158499,,581.72
62191488,36.64999999999999,689.41
62213525,948.2,993.88
62222306,,304.45
62227017,,177.72
62251465,-96.35,208.2
62256127,,784.39
62276269,,575.1
62289297,,802.44
62320219,,178.4
62332278,119.74,1090.4
62362650,-336.87,313.92
62412215,,766.15
62414886,,489.04
62470872,,436.81
62477219,,715.67
62511159,,347.79
62567104,-124.73,-70.78
62580854,,421.59
62584374,130.11,464.19
62671957,96.51,264.54
62716405,,531.19
62746004,,638.36
62756075,,896.87
62780588,,828.86
62862427,-176.41,368.73
63014981,,222.98
63057168,,159.71
63102647,77.81,742.95
63232279,118.27,1050.05
63265361,,935.22
63280767,,836.58
63298193,,259.55
63301094,,532.03
63381038,,541.91
63405199,,18.35
63412767,,715.41
63486424,,531.83
63534397,,451.25
63556863,-0.5,633.9
63569270,,949.8
63635633,,202.35
63714888,77.55,710.3
63746530,,874.63
63845700,,856.95
63863096,,819.23
63959769,,938.58
63977699,,140.44
64034275,-84.71000000000001,524.9
64065043,,245.44
64093529,,748.57
64108699,,71.97
64123632,,358.39
64160490,,222.89
64167315,,145.11
64168292,,297.09
64177019,,298.31
64226824,,794.79
64228624,,508.14
64237458,-75.62,179.86
64299012,128.83,638.39
64300289,,472.59
64303157,-9.32,689.06
64305805,126.64,308.1
64331821,,519.62
64402841,-61.08,690.68
64411319,,619.06
64460080,-85.99,227.38
64462046,,847.04
64486954,,378.0
64526097,,491.42
64533535,,535.88
64571970,,693.34
64590882,,344.01
64610632,,869.95
64683004,614.1,962.96
64716185,,391.53
64769583,,598.67
64893719,,689.59
64901797,,672.29
64953936,,311.46
64958880,64.89,905.69
64979248,,202.63
64990799,,480.33
65009032,,984.64
65033625,198.28,384.54
65052411,,877.5
65097827,,526.75
65125795,,632.35
65143384,,227.08
65159654,,761.19
65199307,304.76,372.85
65200379,,4.27
65220738,-89.8,783.76
65225040,,826.42
65280102,,2.17
65321237,,425.42
65380590,,683.96
65429379,132.72,365.55
65534206,-110.05999999999999,164.83
65579734,,928.08
65583532,,542.09
65589565,,321.99
65596186,,254.28
65603779,-121.46,531.37
65606472,,405.1
65721172,,221.49
65724980,66.43,374.36
65754176,174.19,890.74
65782923,,193.43
65804470,,454.38
65815967,,0.43
65926576,,73.48
65988118,,647.81
66008535,63.11,462.1
66022888,57.37,814.51
66044567,,596.13
66152145,,83.45
66168472,,29.89
66175264,,765.91
66187843,-112.17,423.17
66239954,,181.14
66257438,78.4,896.97
66283493,,612.88
66332583,,241.29
66341438,,685.06
66390683,-104.47,-51.7
66416254,,166.4
66445304,174.0,327.78
66449974,,795.59
66504443,,618.97
66521788,-127.41,74.02
66556141,,688.37
66586860,1072.7,2011.21
66601462,,361.46
66624477,,521.98
66667727,145.77,577.08
66681692,,712.12
66700123,-106.46,68.69
66704269,,915.51
66706067,,1.98
66729131,,100.8
66896515,,842.82
66914990,-98.33,666.42
66930564,,398.03
66954664,,620.1
67029298,-60.58,194.95
67056187,,392.51
67090449,,724.35
67102224,103.68,956.39
67104073,,476.04
67147649,,3.28
67153119,18.14999999999999,472.96
67157564,1153.0,1715.42
67190209,74.4,642.01
67270354,,805.28
67283010,,872.4
67392638,,519.61
67400117,,769.45
67434874,,399.94
67464890,,81.27
67466632,126.75,476.81
67489489,-118.62,100.77
67490657,,588.58
67502738,,185.72
67532228,,805.91
67541253,,985.49
67561762,170.35,639.58
67571676,,491.88
67635951,245.07,937.09
67674594,61.16,187.32
67679622,142.37,773.4
67716893,,250.99
67805276,,431.12
67837998,,246.4
67862200,,944.49
67902154,-566.9,102.89
67909830,,589.68
67911201,65.26,827.43
67911677,,725.9
67938929,-125.38,742.66
67961706,,569.5
67987326,-151.18,10.49
68051701,,911.6
68104946,,925.71
68153614,,927.95
68189902,,448.56
68198696,,979.46
68239576,238.62,303.04
68262083,,899.79
68275028,-120.92,797.52
68294036,,184.64
68294645,33.51,339.69
68311266,-239.72,-152.64
68315462,152.29,921.45
68346907,-844.6,-91.72
68393439,137.75,920.8
68423238,,972.94
68483071,,25.88
68484031,,853.99
68552857,,309.92
68552994,-62.95,453.3
68558850,80.81,362.31
68579203,,149.39
68680764,,200.27
68683403,,674.5
68689742,,45.41
68708795,,399.11
68721707,,900.45
68775529,,531.87
68786878,,512.06
68793483,,581.36
68798691,-112.52,706.81
68800062,,749.65
68836810,,171.96
68891568,,844.06
68928221,,502.06
68962066,,304.46
68973836,116.57,751.24
69008969,,716.37
69090518,,473.87
69118170,151.41,260.76
69153577,,402.52
69302678,,568.08
69306093,,189.46
69307050,,623.84
69315008,979.81,1902.89
69344396,,304.19
69362270,,410.6
69446767,,672.47
69447534,-105.36,-37.34
69468071,,652.9
69492532,,581.23
69533742,1288.68,2100.88
69540137,,351.36
69556322,102.91,887.94
69561077,125.38,443.69
69588947,,732.72
69617552,,853.9
69647833,84.44,850.18
69648759,80.92,774.31
69664627,-130.78,766.98
69665438,-258.13,159.65
69683385,,519.63
69730266,,732.61
69796371,,649.23
69806946,,971.49
69939682,-25.22,828.96
70010970,,114.23
70013367,,38.86
70034563,149.8,872.98
70049609,,226.63
70123664,-122.51,360.61
70129567,52.32,939.24
70163139,85.94,760.08
70185446,,863.26
70214700,-1255.3,-1102.51
70217229,,705.69
70221848,69.91,620.74
70231750,,749.6
70331285,,537.34
70351135,3.89,173.49
70375931,,980.21
70384410,,718.99
70385129,121.46,373.91
70409852,,662.8
70469258,,868.53
70505401,,138.85
70554021,,44.26
70567557,,984.3
70571486,-52.17,521.09
70624878,-158.51,169.99
70643766,,143.86
70652524,,342.86
70665892,-165.66,690.56
70719064,,752.97
70749706,-119.88,843.94
70905083,,623.65
70920653,,577.7
70925461,-66.84,193.49
70954264,-142.91,188.6
70989002,,220.06
71014167,58.05,712.21
71045135,,98.76
71051904,,48.92
71082437,,717.98
71135606,,728.32
71137421,61.08,126.52
71161073,-99.52,762.46
71183710,,989.68
71213535,,686.81
71247681,,955.43
71264941,423.90999999999997,619.4
71266283,,496.77
71280775,,427.44
71293250,,686.0
71332337,,661.23
71381278,,592.79
71383376,-170.96,277.3
71394875,-112.34,666.43
71444662,-101.08,175.7
71469803,,14.79
71536854,,42.99
71562080,,352.05
71594658,,392.66
71643841,,232.5
71675127,,353.48
71718483,1089.6,1836.94
71791483,,873.44
71792376,,4.39
71825742,,665.75
71852263,,676.77
71868471,,474.32
71913103,,5.42
71934515,,340.99
71939863,136.22,252.53
72008772,-110.9,614.32
72050477,,95.87
72055977,,172.73
72087700,,359.55
72120467,,340.15
72164482,,535.39
72176895,,109.78
72208029,0.5,11.87
72230395,,773.55
72268811,,694.68
72289791,,502.96
72292735,-204.60000000000002,518.83
72309641,,386.61
72323206,,372.97
72354216,,852.23
72446758,,893.64
72450129,-208.23,697.38
72466733,,580.24
72526383,,885.37
72558185,,793.9
72600465,,595.44
72623919,,610.63
72627756,,473.02
72716288,,167.69
72771982,,501.76
72784766,19.170000000000016,200.86
72799297,,614.69
72809561,,270.68
72809943,,870.72
72812647,-134.43,217.41
72856610,103.99,680.07
72894034,164.31,239.11
72925782,,351.64
72934756,741.76,1571.31
72971287,2.259999999999991,892.49
72986897,,603.23
72995062,321.2,827.93
72996601,,730.27
73009461,,938.52
73015538,249.75,884.69
73039019,,360.0
73059951,,955.01
73080553,,880.06
73124762,-99.81,10.66
73208971,,107.97
73234341,,811.71
73269307,,485.86
73275714,,924.88
73282074,-61.23,159.25
73321391,,100.12
73328955,,404.7
73410227,-219.71,600.65
73439131,,863.01
73510067,,895.82
73512834,103.58,528.17
73534143,,804.34
73538236,60.58,292.51
73604500,,689.4
73642628,,300.06
73652359,,80.58
73668192,,371.47
73700087,,274.17
73744504,,270.6
73762750,-66.19,154.93
73782061,,891.9
73878828,-58.02,787.17
73983591,117.31,409.7
73983601,,617.23
74012560,,414.56
74154906,,743.84
74163559,,45.76
74218001,,133.02
74252410,-184.62,93.85
74255305,,3.7
74281404,-456.2,222.69
74304084,131.58,1014.93
74365725,,518.04
74367877,45.64,864.56
74387481,,883.93
74441123,-143.97,689.27
74539170,,417.58
74544582,-58.96,349.0
74604471,,661.57
74662976,1634.7,2417.0
74703933,239.72,561.14
74709026,,465.39
74768567,,557.15
74770758,143.86,787.38
74822001,,673.61
75000628,,117.33
75004471,,435.54
75027308,,307.44
75068844,,852.47
75094093,,478.09
75134291,,903.25
75164598,84.96,654.36
75172199,800.0,1755.0
75205767,12.5,126.25
75216128,,671.26
75223089,,557.48
75258542,,772.67
75331062,124.73,242.54
75355842,,621.95
75394177,23.189999999999998,214.23
75428657,96.14,551.94
75468090,,984.92
75551521,-170.89,367.75
75553043,-124.86,544.73
75569387,1775.6,2024.87
75573750,-671.47,-511.55
75687743,,668.39
75692380,,477.28
75696521,,660.34
75747094,-108.17,181.31
75762044,,980.08
75782714,,105.34
75839704,,202.34
75893682,,573.74
75925793,107.97,533.66
75946768,,103.05
75954317,,583.28
75969874,,454.25
76078639,9.8,327.97
76096120,-115.85,880.75
76099143,,525.4
76122310,,985.6
76146870,,414.24
76169332,,615.46
76206810,-128.78,758.85
76245103,,814.75
76256026,114.21,150.92
76257915,,795.66
76273831,,866.62
76318330,-960.8,-250.24
76336076,,288.71
76342664,,371.62
76343783,,42.36
76355557,,285.61
76454427,,267.03
76470405,120.13,726.43
76474111,88.99,652.42
76482858,,568.63
76524911,-41.55,149.35
76537084,,884.7
76546657,,434.77
76629706,,962.66
76662799,-84.07,212.61
76698056,,827.36
76720959,,436.06
76787359,,386.73
76799768,-77.81,903.27
76847816,-145.45,52.35
76857747,,952.88
76869201,-98.26,417.36
76869375,133.53,1028.37
76953050,,453.1
77010964,,899.11
77017650,-103.04,596.2
77026279,,126.05
77207452,,696.83
77241606,,761.38
77243259,-19.92,594.94
77289104,,737.08
77342574,-115.41,791.93
77377150,-8.07,664.96
77379844,,32.65
77387016,,894.34
77418940,,263.71
77447018,,754.64
77504884,695.3,916.33
77551209,,7.33
77554032,,646.5
77587664,,769.43
77646359,,434.93
77668890,,804.88
77688406,,224.2
77717508,-173.96,319.31
77722115,-160.76,575.18
77737443,,220.7
77792490,-150.38,672.38
77797288,,199.97
77802960,,157.47
77838890,85.61,1036.77
77841390,,673.82
77847751,,850.14
77867306,,907.96
77880852,,550.69
77911836,,87.75
77913078,14.22,900.18
77917083,,929.41
77931114,57.95,538.47
77966293,,904.28
77980498,-234.22,659.65
78004131,-34.17,689.07
78047487,,417.33
78065026,,356.26
78072161,-76.69,837.5
78076137,128.93,419.4
78129803,,233.76
78133064,,103.96
78167719,,969.06
78175956,,124.55
78184766,,98.1
78234498,69.18,767.06
78257880,,933.22
78268704,,888.99
78296743,-1888.2,-1481.23
78303304,,921.4
78343618,89.75,120.18
78362587,-1292.5,-901.71
78392456,,592.04
78395863,168.34,626.58
78493642,,748.98
78501355,,910.42
78541427,,366.51
78580221,105.16,377.1
78584818,,723.21
78667134,,672.23
78673350,,307.25
78716149,-49.84,608.99
78767161,-115.41,133.01
78773905,,511.78
78807944,-90.9,351.58
78844183,,194.7
78905675,-84.08,-72.9
78913378,-84.25,293.83
78927989,,825.23
78945298,,609.68
78953379,,45.3
79015773,,706.11
79033058,-167.53,-70.41
79036903,16.06,507.29
79069274,,685.1
79090076,130.83,250.08
79091642,,961.45
79118116,-49.97,413.13
79147964,219.97000000000003,973.07
79163824,-899.8,38.35
79169988,,354.01
79181666,,600.88
79213491,,308.65
79307217,,307.87
79309039,-96.14,545.94
79325967,,647.65
79329254,,984.43
79355498,812.6,945.34
79380893,-63.11,100.04
79415620,,729.51
79435523,,920.0
79499412,1487.9,1647.41
79566165,-86.03,-21.56
79566627,,377.62
79570236,,91.66
79599747,,393.28
79632523,,867.95
79656112,,848.18
79656355,1820.3,2586.71
79757019,-116.57,252.69
79771974,,350.67
79792810,,505.57
79933337,84.25,593.04
80001684,,572.24
80005822,,930.08
80015485,,310.56
80040176,,533.74
80046304,,951.74
80135904,,120.34
80168427,-262.28,-243.27
80184223,,52.59
80244844,-90.07,684.47
80283776,,334.03
80291188,70.27,408.92
80304720,170.25,785.12
80325529,,996.6
80355773,-37.94,868.34
80360244,,658.35
80379245,-56.06,737.11
80391084,,466.35
80428983,,323.32
80439799,,968.23
80464084,,12.73
80504934,,759.22
80596699,254.01,301.07
80610910,,139.54
80678427,156.33,254.05
80678577,,288.61
80709302,,280.92
80747298,,768.33
80758476,,977.44
80761210,-143.85,401.74
80778066,-55.58,161.91
80787776,142.26,602.72
80808205,-88.1,192.82
80811957,,139.95
80812213,,277.14
80818151,75.36,396.0
80877479,,210.98
80884901,,453.71
80889919,,298.45
80938878,,29.73
80939694,,923.76
80940019,,957.41
81049128,,694.91
81075588,192.73000000000002,490.46
81087182,,861.31
81099534,-99.68,117.12
81145048,,290.02
81159651,,466.71
81181209,,828.91
81191580,,584.56
81200849,,479.29
81206535,,452.69
81227009,62.339999999999996,537.79
81245588,,775.87
81267006,,425.16
81336389,119.5,329.56
81336468,,935.41
81337623,,815.36
81340143,,647.34
81384411,,175.86
81398388,,979.87
81445756,,267.66
81475774,,568.11
81527490,-102.61,131.44
81561788,,454.89
81590655,,742.17
81646873,,188.36
81651344,,219.55
81655495,-1139.7,-824.37
81662619,-137.9,574.43
81727860,,192.44
81740267,,67.86
81823420,102.1,361.83
81855175,-91.71000000000001,815.88
81923993,,686.37
81932657,138.7,285.51
81994568,,578.86
82002852,,816.53
82023979,,744.37
82027257,,681.1
82043720,52.9,856.58
82101740,-72.19,397.15
82115900,,446.89
82177278,,236.32
82188502,-30.010000000000005,758.01
82233451,97.37,893.08
82259327,,982.72
82263080,,928.54
82283956,-158.92,586.8
82303710,,619.98
82314789,53.09,788.86
82424659,,568.77
82461559,,652.26
82543932,,279.1
82558079,,381.22
82568859,,32.21
82589836,,648.06
82696309,90.9,442.98
82734145,,278.57
82764940,42.34,918.71
82776251,91.77,838.88
82807528,,117.15
82879607,,72.18
82911152,,564.11
82920281,,41.13
82927034,,435.71
82930132,,131.87
83003822,,286.54
83056011,,968.4
83067540,,258.33
83081615,,301.32
83124388,,504.59
83128181,-97.36,718.76
83128544,,25.71
83166098,-116.71,711.1
83187508,130.8,845.22
83191889,,344.33
83202693,,165.41
83281565,,968.83
83302154,,465.25
83443439,,97.61
83475318,-95.83,133.13
83530155,,638.57
83530541,,630.6
83531401,,445.24
83539050,,172.33
83557419,,374.69
83565726,,910.38
83573848,-94.56,723.94
83639740,,266.62
83659554,,548.94
83668302,,686.96
83672404,164.06,433.63
83693383,,138.05
83698413,,223.67
83788130,-132.46,701.22
83796561,-2239.3,-1829.22
83828891,,780.59
83852014,103.4,933.42
83854141,,280.06
83891783,-144.25,13.83
83975923,-156.79,680.66
83981442,,89.35
84070285,,796.6
84107088,,2.2
84187157,,252.9
84188877,,624.29
84275961,138.19,763.43
84280969,,161.7
84290934,,914.5
84295462,913.5,1067.53
84310867,65.12,323.78
84333228,,330.99
84334262,,525.57
84366763,,734.48
84375036,114.22,470.32
84396180,,103.83
84406205,,818.63
84411377,,870.25
84411930,,916.61
84416510,,793.45
84418749,121.93,579.2
84448752,,412.15
84471701,62.0,151.27
84656105,,547.59
84682032,,612.1
84695068,,693.94
84714323,,667.61
84746166,,806.73
84778718,,521.14
84822607,,425.79
84853260,,925.31
84928531,-75.09,161.27
84951477,,316.2
84964879,106.68,736.49
84969883,,672.74
84995019,-215.07,516.34
85001424,-103.68,549.63
85057916,,656.89
85128569,,340.68
85140734,337.25,1036.82
85156953,,900.09
85177718,,478.18
85182642,,451.38
85192761,,982.48
85238291,-142.98,522.7
85250129,-119.21,281.7
85265080,-204.57999999999998,788.02
85310930,,688.91
85336547,,785.57
85341369,146.39,1078.5
85344981,,874.46
85362253,-63.28,727.13
85399459,,705.94
85420056,,107.03
85423742,,131.14
85435135,,106.63
85482194,,997.62
85490561,,512.78
85493851,,796.35
85496714,,353.13
85498335,,745.08
85498936,,47.77
85501046,-152.04,202.72
85503501,53.46,67.12
85551186,,909.25
85559926,-125.68,297.6
85562851,,499.37
85609963,,424.83
85652943,,424.5
85679194,,891.99
85709972,,936.57
85723355,,745.34
85724829,,189.94
85771346,,458.88
85826354,,611.74
85839285,637.1,1365.16
85841767,-111.89,346.54
85846175,,22.88
85848442,,118.46
85874418,-151.41,0.42
85902834,,357.94
85919813,106.8,754.16
85924719,,472.05
85939269,-121.91,101.19
85940057,1069.7,1591.07
85951663,99.45,484.45
85994636,-114.04,705.2
86007729,,320.78
86020532,,972.95
86031592,-10.760000000000005,626.66
86053438,1152.9,1455.96
86068003,,567.14
86086812,,832.82
86092750,,261.57
86106528,,238.55
86108287,,523.61
86131065,,920.08
86155528,81.56,853.94
86169883,,452.25
86190489,,237.72
86207903,-172.45000000000002,738.99
86218347,165.66,646.82
86228741,,562.04
86263956,,852.67
86266595,-156.73,383.23
86268635,,679.32
86272488,-90.79,-79.06
86297017,103.04,906.85
86339581,,91.76
86339899,14.099999999999909,474.79
86406958,,842.43
86439949,,782.42
86489618,,488.7
86496446,-85.61,39.23
86530050,103.16,550.33
86596620,,512.69
86624158,,818.29
86637863,,672.86
86655008,31.169999999999995,702.89
86698396,,314.21
86728138,,175.36
86737119,,432.69
86765156,,290.53
86785126,,148.21
86788651,370.17999999999995,963.56
86795912,,295.95
86816054,,391.59
86864320,-103.58,507.56
86870860,,987.14
86893452,-1044.73,-402.89
86941058,673.77,1011.76
86995846,,956.26
87010556,,175.33
87101816,-150.96,711.91
87121270,,122.09
87133080,,947.42
87171530,-102.91,602.5
87179572,1292.5,1819.73
87195449,,493.58
87231063,,305.69
87261089,,613.62
87261106,,203.16
87276000,299.48,1125.69
87297577,,351.06
87325576,-185.45,168.82
87356428,,705.05
87373821,-233.73,711.27
87433733,,34.77
87456121,76.69,334.19
87504607,86.21,691.84
87533652,,156.61
87543952,,14.85
87556975,,657.17
87726203,,55.92
87735660,,990.25
87746071,-106.3,109.61
87801896,,181.56
87807990,72.79,390.19
87817645,181.11,1164.47
87827496,,935.66
87836000,,937.46
87876065,1944.8899999999999,2572.04
87906438,,196.99
87911550,,149.29
87913244,136.95,867.43
87967388,,682.7
88033693,,917.7
88040274,,550.79
88074391,,851.54
88106566,,477.78
88160468,-1125.93,-485.86
88229109,,730.76
88235115,,150.58
88285378,,473.79
88293767,,487.22
88306714,,808.0
88343796,,338.0
88381437,,472.65
88399132,,751.13
88436283,,689.71
88466448,,920.61
88476961,75.85,600.61
88482062,-321.2,-171.89
88489173,169.18,645.44
88538200,,518.77
88551691,89.41,1068.65
88558016,,156.64
88568543,-168.34,304.49
88570753,,62.48
88580402,104.47,222.65
88646863,,250.52
88657589,,712.85
88676459,94.56,380.51
88681540,-36.13000000000001,494.88
88710457,,818.28
88732093,-51.030000000000015,6.53
88824263,-28.95,266.95
88831746,,565.27
88834465,,18.3
88837750,,269.14
88857879,,601.01
88926132,,275.1
88933315,216.48000000000002,506.27
88968006,,952.66
88974311,-152.59,348.88
89065134,,447.32
89088715,,336.6
89117536,,123.22
89194917,,332.56
89223056,,139.98
89225677,,660.05
89244577,,706.67
89309725,,858.68
89318229,,675.08
89353946,,809.48
89369216,-99.09,305.47
89406032,,453.31
89407337,,211.2
89438779,-104.57,243.35
89471153,,52.29
89497773,,637.02
89503991,,204.52
89608054,,495.15
89629293,,292.31
89632856,,557.83
89645445,,287.29
89650416,-205.89,-59.72
89689059,,906.88
89697097,,449.71
89720252,,672.88
89761152,,923.01
89905732,,883.38
89916489,-174.0,552.43
89972805,,456.55
89983842,,880.93
90019913,,430.21
90044139,,568.28
